"","accession_1","accession_2","taxonID","phylum"
"6771","MAMN609-18",NA,7711,"Chordata"
"6772","MAMN6090-20",NA,7711,"Chordata"
"6773","MAMN6091-20",NA,7711,"Chordata"
"6774","MAMN6092-20",NA,7711,"Chordata"
"6775","MAMN6093-20",NA,7711,"Chordata"
"6776","MAMN6094-20",NA,7711,"Chordata"
"6777","MAMN6096-20",NA,7711,"Chordata"
"6778","MAMN6097-20",NA,7711,"Chordata"
"6779","MAMN6098-20",NA,7711,"Chordata"
"6780","MAMN6099-20",NA,7711,"Chordata"
"6781","MAMN610-18",NA,7711,"Chordata"
"6782","MAMN6101-20",NA,7711,"Chordata"
"6783","MAMN6102-20",NA,7711,"Chordata"
"6784","MAMN6103-20",NA,7711,"Chordata"
"6785","MAMN6105-20",NA,7711,"Chordata"
"6786","MAMN6106-20",NA,7711,"Chordata"
"6787","MAMN6107-20",NA,7711,"Chordata"
"6788","MAMN6108-20",NA,7711,"Chordata"
"6789","MAMN6109-20",NA,7711,"Chordata"
"6790","MAMN611-18",NA,7711,"Chordata"
"6791","MAMN6110-20",NA,7711,"Chordata"
"6792","MAMN6111-20",NA,7711,"Chordata"
"6793","MAMN6112-20",NA,7711,"Chordata"
"6794","MAMN6113-20",NA,7711,"Chordata"
"6795","MAMN6114-20",NA,7711,"Chordata"
"6796","MAMN6115-20",NA,7711,"Chordata"
"6797","MAMN6116-20",NA,7711,"Chordata"
"6798","MAMN6117-20",NA,7711,"Chordata"
"6799","MAMN6118-20",NA,7711,"Chordata"
"6800","MAMN6119-20",NA,7711,"Chordata"
"6801","MAMN612-18",NA,7711,"Chordata"
"6802","MAMN6120-20",NA,7711,"Chordata"
"6803","MAMN6121-20",NA,7711,"Chordata"
"6804","MAMN6122-20",NA,7711,"Chordata"
"6805","MAMN6123-20",NA,7711,"Chordata"
"6806","MAMN6125-20",NA,7711,"Chordata"
"6807","MAMN6126-20",NA,7711,"Chordata"
"6808","MAMN6127-20",NA,7711,"Chordata"
"6809","MAMN6128-20",NA,7711,"Chordata"
"6810","MAMN6129-20",NA,7711,"Chordata"
"6811","MAMN613-18",NA,7711,"Chordata"
"6812","MAMN6130-20",NA,7711,"Chordata"
"6813","MAMN6131-20",NA,7711,"Chordata"
"6814","MAMN6132-20",NA,7711,"Chordata"
"6815","MAMN6133-20",NA,7711,"Chordata"
"6816","MAMN6136-20",NA,7711,"Chordata"
"6817","MAMN6137-20",NA,7711,"Chordata"
"6818","MAMN6138-20",NA,7711,"Chordata"
"6819","MAMN614-18",NA,7711,"Chordata"
"6820","MAMN6140-20",NA,7711,"Chordata"
"6821","MAMN6141-20",NA,7711,"Chordata"
"6822","MAMN6142-20",NA,7711,"Chordata"
"6823","MAMN6143-20",NA,7711,"Chordata"
"6824","MAMN6144-20",NA,7711,"Chordata"
"6825","MAMN6145-20",NA,7711,"Chordata"
"6826","MAMN6146-20",NA,7711,"Chordata"
"6827","MAMN6147-20",NA,7711,"Chordata"
"6828","MAMN6148-20",NA,7711,"Chordata"
"6829","MAMN6149-20",NA,7711,"Chordata"
"6830","MAMN615-18",NA,7711,"Chordata"
"6831","MAMN6150-20",NA,7711,"Chordata"
"6832","MAMN6151-20",NA,7711,"Chordata"
"6833","MAMN6152-20",NA,7711,"Chordata"
"6834","MAMN6154-20",NA,7711,"Chordata"
"6835","MAMN6155-20",NA,7711,"Chordata"
"6836","MAMN6156-20",NA,7711,"Chordata"
"6837","MAMN6157-20",NA,7711,"Chordata"
"6838","MAMN6158-20",NA,7711,"Chordata"
"6839","MAMN6159-20",NA,7711,"Chordata"
"6840","MAMN616-18",NA,7711,"Chordata"
"6841","MAMN6160-20",NA,7711,"Chordata"
"6842","MAMN6161-20",NA,7711,"Chordata"
"6843","MAMN6162-20",NA,7711,"Chordata"
"6844","MAMN6163-20",NA,7711,"Chordata"
"6845","MAMN6164-20",NA,7711,"Chordata"
"6846","MAMN6165-20",NA,7711,"Chordata"
"6847","MAMN6167-20",NA,7711,"Chordata"
"6848","MAMN6168-20",NA,7711,"Chordata"
"6849","MAMN6169-20",NA,7711,"Chordata"
"6850","MAMN617-18",NA,7711,"Chordata"
"6851","MAMN6170-20",NA,7711,"Chordata"
"6852","MAMN6171-20",NA,7711,"Chordata"
"6853","MAMN6172-20",NA,7711,"Chordata"
"6854","MAMN6173-20",NA,7711,"Chordata"
"6855","MAMN6175-20",NA,7711,"Chordata"
"6856","MAMN6176-20",NA,7711,"Chordata"
"6857","MAMN6177-20",NA,7711,"Chordata"
"6858","MAMN6178-20",NA,7711,"Chordata"
"6859","MAMN6179-20",NA,7711,"Chordata"
"6860","MAMN618-18",NA,7711,"Chordata"
"6861","MAMN6180-20",NA,7711,"Chordata"
"6862","MAMN6181-20",NA,7711,"Chordata"
"6863","MAMN6182-20",NA,7711,"Chordata"
"6864","MAMN6183-20",NA,7711,"Chordata"
"6865","MAMN6184-20",NA,7711,"Chordata"
"6866","MAMN6186-20",NA,7711,"Chordata"
"6867","MAMN620-18",NA,7711,"Chordata"
"6868","MAMN621-18",NA,7711,"Chordata"
"6869","MAMN622-18",NA,7711,"Chordata"
"6870","MAMN623-18",NA,7711,"Chordata"
"6871","MAMN624-18",NA,7711,"Chordata"
"6872","MAMN625-18",NA,7711,"Chordata"
"6873","MAMN626-18",NA,7711,"Chordata"
"6874","MAMN628-18",NA,7711,"Chordata"
"6875","MAMN629-18",NA,7711,"Chordata"
"6876","MAMN630-18",NA,7711,"Chordata"
"6877","MAMN631-18",NA,7711,"Chordata"
"6878","MAMN632-18",NA,7711,"Chordata"
"6879","MAMN633-18",NA,7711,"Chordata"
"6880","MAMN634-18",NA,7711,"Chordata"
"6881","MAMN635-18",NA,7711,"Chordata"
"6882","MAMN636-18",NA,7711,"Chordata"
"6883","MAMN637-18",NA,7711,"Chordata"
"6884","MAMN638-18",NA,7711,"Chordata"
"6885","MAMN640-18",NA,7711,"Chordata"
"6886","MAMN642-18",NA,7711,"Chordata"
"6887","MAMN643-18",NA,7711,"Chordata"
"6888","MAMN644-18",NA,7711,"Chordata"
"6889","MAMN645-18",NA,7711,"Chordata"
"6890","MAMN646-18",NA,7711,"Chordata"
"6891","MAMN648-18",NA,7711,"Chordata"
"6892","MAMN649-18",NA,7711,"Chordata"
"6893","MAMN651-18",NA,7711,"Chordata"
"6894","MAMN653-18",NA,7711,"Chordata"
"6895","MAMN654-18",NA,7711,"Chordata"
"6896","MAMN655-18",NA,7711,"Chordata"
"6897","MAMN656-18",NA,7711,"Chordata"
"6898","MAMN657-18",NA,7711,"Chordata"
"6899","MAMN658-18",NA,7711,"Chordata"
"6900","MAMN659-18",NA,7711,"Chordata"
"6901","MAMN660-18",NA,7711,"Chordata"
"6902","MAMN661-18",NA,7711,"Chordata"
"6903","MAMN662-18",NA,7711,"Chordata"
"6904","MAMN663-18",NA,7711,"Chordata"
"6905","MAMN664-18",NA,7711,"Chordata"
"6906","MAMN665-18",NA,7711,"Chordata"
"6907","MAMN666-18",NA,7711,"Chordata"
"6908","MAMN667-18",NA,7711,"Chordata"
"6909","MAMN668-18",NA,7711,"Chordata"
"6910","MAMN669-18",NA,7711,"Chordata"
"6911","MAMN670-18",NA,7711,"Chordata"
"6912","MAMN671-18",NA,7711,"Chordata"
"6913","MAMN672-18",NA,7711,"Chordata"
"6914","MAMN673-18",NA,7711,"Chordata"
"6915","MAMN674-18",NA,7711,"Chordata"
"6916","MAMN675-18",NA,7711,"Chordata"
"6917","MAMN676-18",NA,7711,"Chordata"
"6918","MAMN677-18",NA,7711,"Chordata"
"6919","MAMN678-18",NA,7711,"Chordata"
"6920","MAMN679-18",NA,7711,"Chordata"
"6921","MAMN680-18",NA,7711,"Chordata"
"6922","MAMN681-18",NA,7711,"Chordata"
"6923","MAMN683-18",NA,7711,"Chordata"
"6924","MAMN684-18",NA,7711,"Chordata"
"6925","MAMN685-18",NA,7711,"Chordata"
"6926","MAMN686-18",NA,7711,"Chordata"
"6927","MAMN687-18",NA,7711,"Chordata"
"6928","MAMN689-18",NA,7711,"Chordata"
"6929","MAMN690-18",NA,7711,"Chordata"
"6930","MAMN691-18",NA,7711,"Chordata"
"6931","MAMN692-18",NA,7711,"Chordata"
"6932","MAMN693-18",NA,7711,"Chordata"
"6933","MAMN694-18",NA,7711,"Chordata"
"6934","MAMN695-18",NA,7711,"Chordata"
"6935","MAMN696-18",NA,7711,"Chordata"
"6936","MAMN697-18",NA,7711,"Chordata"
"6937","MAMN698-18",NA,7711,"Chordata"
"6938","MAMN699-18",NA,7711,"Chordata"
"6939","MAMN700-18",NA,7711,"Chordata"
"6940","MAMN701-18",NA,7711,"Chordata"
"6941","MAMN702-18",NA,7711,"Chordata"
"6942","MAMN703-18",NA,7711,"Chordata"
"6943","MAMN704-18",NA,7711,"Chordata"
"6944","MAMN705-18",NA,7711,"Chordata"
"6945","MAMN706-18",NA,7711,"Chordata"
"6946","MAMN708-18",NA,7711,"Chordata"
"6947","MAMN710-18",NA,7711,"Chordata"
"6948","MAMN712-18",NA,7711,"Chordata"
"6949","MAMN713-18",NA,7711,"Chordata"
"6950","MAMN714-18",NA,7711,"Chordata"
"6951","MAMN718-18",NA,7711,"Chordata"
"6952","MAMN720-18",NA,7711,"Chordata"
"6953","MAMN722-18",NA,7711,"Chordata"
"6954","MAMN725-18",NA,7711,"Chordata"
"6955","MAMN726-18",NA,7711,"Chordata"
"6956","MAMN727-18",NA,7711,"Chordata"
"6957","MAMN730-18",NA,7711,"Chordata"
"6958","MAMN731-18",NA,7711,"Chordata"
"6959","MAMN732-18",NA,7711,"Chordata"
"6960","MAMN736-18",NA,7711,"Chordata"
"6961","MAMN737-18",NA,7711,"Chordata"
"6962","MAMN738-18",NA,7711,"Chordata"
"6963","MAMN740-18",NA,7711,"Chordata"
"6964","MAMN741-18",NA,7711,"Chordata"
"6965","MAMN742-18",NA,7711,"Chordata"
"6966","MAMN743-18",NA,7711,"Chordata"
"6967","MAMN744-18",NA,7711,"Chordata"
"6968","MAMN745-18",NA,7711,"Chordata"
"6969","MAMN746-18",NA,7711,"Chordata"
"6970","MAMN747-18",NA,7711,"Chordata"
"6971","MAMN748-18",NA,7711,"Chordata"
"6972","MAMN751-18",NA,7711,"Chordata"
"6973","MAMN753-18",NA,7711,"Chordata"
"6974","MAMN754-18",NA,7711,"Chordata"
"6975","MAMN755-18",NA,7711,"Chordata"
"6976","MAMN756-18",NA,7711,"Chordata"
"6977","MAMN758-18",NA,7711,"Chordata"
"6978","MAMN759-18",NA,7711,"Chordata"
"6979","MAMN761-18",NA,7711,"Chordata"
"6980","MAMN762-18",NA,7711,"Chordata"
"6981","MAMN763-18",NA,7711,"Chordata"
"6982","MAMN764-18",NA,7711,"Chordata"
"6983","MAMN765-18",NA,7711,"Chordata"
"6984","MAMN766-18",NA,7711,"Chordata"
"6985","MAMN769-18",NA,7711,"Chordata"
"6986","MAMN771-18",NA,7711,"Chordata"
"6987","MAMN772-18",NA,7711,"Chordata"
"6988","MAMN773-18",NA,7711,"Chordata"
"6989","MAMN774-18",NA,7711,"Chordata"
"6990","MAMN775-18",NA,7711,"Chordata"
"6991","MAMN776-18",NA,7711,"Chordata"
"6992","MAMN777-18",NA,7711,"Chordata"
"6993","MAMN778-18",NA,7711,"Chordata"
"6994","MAMN780-18",NA,7711,"Chordata"
"6995","MAMN781-18",NA,7711,"Chordata"
"6996","MAMN783-18",NA,7711,"Chordata"
"6997","MAMN784-18",NA,7711,"Chordata"
"6998","MAMN786-18",NA,7711,"Chordata"
"6999","MAMN787-18",NA,7711,"Chordata"
"7000","MAMN790-18",NA,7711,"Chordata"
"7001","MAMN792-18",NA,7711,"Chordata"
"7002","MAMN793-18",NA,7711,"Chordata"
"7003","MAMN794-18",NA,7711,"Chordata"
"7004","MAMN795-18",NA,7711,"Chordata"
"7005","MAMN796-18",NA,7711,"Chordata"
"7006","MAMN798-18",NA,7711,"Chordata"
"7007","MAMN799-18",NA,7711,"Chordata"
"7008","MAMN800-18",NA,7711,"Chordata"
"7009","MAMN801-18",NA,7711,"Chordata"
"7010","MAMN802-18",NA,7711,"Chordata"
"7011","MAMN807-18",NA,7711,"Chordata"
"7012","MAMN810-18",NA,7711,"Chordata"
"7013","MAMN811-18",NA,7711,"Chordata"
"7014","MAMN812-18",NA,7711,"Chordata"
"7015","MAMN815-18",NA,7711,"Chordata"
"7016","MAMN818-18",NA,7711,"Chordata"
"7017","MAMN821-18",NA,7711,"Chordata"
"7018","MAMN822-18",NA,7711,"Chordata"
"7019","MAMN823-18",NA,7711,"Chordata"
"7020","MAMN824-18",NA,7711,"Chordata"
"7021","MAMN825-18",NA,7711,"Chordata"
"7022","MAMN826-18",NA,7711,"Chordata"
"7023","MAMN827-18",NA,7711,"Chordata"
"7024","MAMN828-18",NA,7711,"Chordata"
"7025","MAMN829-18",NA,7711,"Chordata"
"7026","MAMN830-18",NA,7711,"Chordata"
"7027","MAMN831-18",NA,7711,"Chordata"
"7028","MAMN832-18",NA,7711,"Chordata"
"7029","MAMN833-18",NA,7711,"Chordata"
"7030","MAMN834-18",NA,7711,"Chordata"
"7031","MAMN835-18",NA,7711,"Chordata"
"7032","MAMN836-18",NA,7711,"Chordata"
"7033","MAMN837-18",NA,7711,"Chordata"
"7034","MAMN838-18",NA,7711,"Chordata"
"7035","MAMN839-18",NA,7711,"Chordata"
"7036","MAMN853-18",NA,7711,"Chordata"
"7037","MAMN855-18",NA,7711,"Chordata"
"7038","MAMN861-18",NA,7711,"Chordata"
"7039","MAMN866-18",NA,7711,"Chordata"
"7040","MAMN869-18",NA,7711,"Chordata"
"7041","MAMN873-18",NA,7711,"Chordata"
"7042","MAMN875-18",NA,7711,"Chordata"
"7043","MAMN879-18",NA,7711,"Chordata"
"7044","MAMN883-18",NA,7711,"Chordata"
"7045","MAMN885-18",NA,7711,"Chordata"
"7046","MAMN886-18",NA,7711,"Chordata"
"7047","MAMN888-18",NA,7711,"Chordata"
"7048","MAMN889-18",NA,7711,"Chordata"
"7049","MAMN891-18",NA,7711,"Chordata"
"7050","MAMN897-18",NA,7711,"Chordata"
"7051","MAMN900-18",NA,7711,"Chordata"
"7052","MAMN906-18",NA,7711,"Chordata"
"7053","MAMN907-18",NA,7711,"Chordata"
"7054","MAMN913-18",NA,7711,"Chordata"
"7055","MAMN914-18",NA,7711,"Chordata"
"7056","MAMN916-18",NA,7711,"Chordata"
"7057","MAMN918-18",NA,7711,"Chordata"
"7058","MAMN923-18",NA,7711,"Chordata"
"7059","MAMN924-18",NA,7711,"Chordata"
"7060","MAMN926-18",NA,7711,"Chordata"
"7061","MAMN929-18",NA,7711,"Chordata"
"7062","MAMN930-18",NA,7711,"Chordata"
"7063","MAMN932-18",NA,7711,"Chordata"
"7064","MAMN934-18",NA,7711,"Chordata"
"7065","MAMN935-18",NA,7711,"Chordata"
"7066","MAMN942-18",NA,7711,"Chordata"
"7067","MAMN944-18",NA,7711,"Chordata"
"7068","MAMN945-18",NA,7711,"Chordata"
"7069","MAMN948-18",NA,7711,"Chordata"
"7070","MAMN950-18",NA,7711,"Chordata"
"7071","MAMN952-18",NA,7711,"Chordata"
"7072","MAMN955-18",NA,7711,"Chordata"
"7073","MAMN958-18",NA,7711,"Chordata"
"7074","MAMN968-18",NA,7711,"Chordata"
"7075","MAMN970-18",NA,7711,"Chordata"
"7076","MAMN971-18",NA,7711,"Chordata"
"7077","MAMN972-18",NA,7711,"Chordata"
"7078","MAMN973-18",NA,7711,"Chordata"
"7079","MAMN974-18",NA,7711,"Chordata"
"7080","MAMN975-18",NA,7711,"Chordata"
"7081","MAMN976-18",NA,7711,"Chordata"
"7082","MAMN978-18",NA,7711,"Chordata"
"7083","MAMN979-18",NA,7711,"Chordata"
"7084","MAMN980-18",NA,7711,"Chordata"
"7085","MAMN981-18",NA,7711,"Chordata"
"7086","MAMN984-18",NA,7711,"Chordata"
"7087","MAMN985-18",NA,7711,"Chordata"
"7088","MAMN989-18",NA,7711,"Chordata"
"7089","MAMN991-18",NA,7711,"Chordata"
"7090","MAMN995-18",NA,7711,"Chordata"
"7091","MAMN998-18",NA,7711,"Chordata"
"7092","MBMIB691-06",NA,6447,"Mollusca"
"7093","MLCN140-10",NA,6447,"Mollusca"
"7094","MLCN141-10",NA,6447,"Mollusca"
"7095","MLCN142-10",NA,6447,"Mollusca"
"7096","MSA092-12",NA,6340,"Annelida"
"7097","MUP001-14",NA,7711,"Chordata"
"7098","MUP002-14",NA,7711,"Chordata"
"7099","MUP003-14",NA,7711,"Chordata"
"7100","MUP004-14",NA,7711,"Chordata"
"7101","MUP009-14",NA,7711,"Chordata"
"7102","MUP011-14",NA,7711,"Chordata"
"7103","MUP013-14",NA,7711,"Chordata"
"7104","MUP014-14",NA,7711,"Chordata"
"7105","MUP016-14",NA,7711,"Chordata"
"7106","MUP017-14",NA,7711,"Chordata"
"7107","MUP020-14",NA,7711,"Chordata"
"7108","MUP021-14",NA,7711,"Chordata"
"7109","MUP022-14",NA,7711,"Chordata"
"7110","MUP023-14",NA,7711,"Chordata"
"7111","MUP025-14",NA,7711,"Chordata"
"7112","MUP026-14",NA,7711,"Chordata"
"7113","MUP028-14",NA,7711,"Chordata"
"7114","MUP029-14",NA,7711,"Chordata"
"7115","MUP030-14",NA,7711,"Chordata"
"7116","MUP031-14",NA,7711,"Chordata"
"7117","MUP032-14",NA,7711,"Chordata"
"7118","MUP033-14",NA,7711,"Chordata"
"7119","MUP034-14",NA,7711,"Chordata"
"7120","MUP035-14",NA,7711,"Chordata"
"7121","MUP036-14",NA,7711,"Chordata"
"7122","MUP037-14",NA,7711,"Chordata"
"7123","MUP039-14",NA,7711,"Chordata"
"7124","MUP040-14",NA,7711,"Chordata"
"7125","MUP041-14",NA,7711,"Chordata"
"7126","MUP042-14",NA,7711,"Chordata"
"7127","MUP043-14",NA,7711,"Chordata"
"7128","MUP044-14",NA,7711,"Chordata"
"7129","MUP045-14",NA,7711,"Chordata"
"7130","MUP046-14",NA,7711,"Chordata"
"7131","MUP047-14",NA,7711,"Chordata"
"7132","MUP050-14",NA,7711,"Chordata"
"7133","MUP051-14",NA,7711,"Chordata"
"7134","MUP052-14",NA,7711,"Chordata"
"7135","MUP053-14",NA,7711,"Chordata"
"7136","MUP054-14",NA,7711,"Chordata"
"7137","MUP055-14",NA,7711,"Chordata"
"7138","MUP056-14",NA,7711,"Chordata"
"7139","MUP057-14",NA,7711,"Chordata"
"7140","MUP061-14",NA,7711,"Chordata"
"7141","MUP062-14",NA,7711,"Chordata"
"7142","MUP063-14",NA,7711,"Chordata"
"7143","MUP065-14",NA,7711,"Chordata"
"7144","MUP066-14",NA,7711,"Chordata"
"7145","MUP068-14",NA,7711,"Chordata"
"7146","MUP071-14",NA,7711,"Chordata"
"7147","MUP072-14",NA,7711,"Chordata"
"7148","MUP073-14",NA,7711,"Chordata"
"7149","MUP074-14",NA,7711,"Chordata"
"7150","MUP075-14",NA,7711,"Chordata"
"7151","MUP079-14",NA,7711,"Chordata"
"7152","MUP080-14",NA,7711,"Chordata"
"7153","MUP081-14",NA,7711,"Chordata"
"7154","MUP082-14",NA,7711,"Chordata"
"7155","MUP083-14",NA,7711,"Chordata"
"7156","MUP084-14",NA,7711,"Chordata"
"7157","MUP085-14",NA,7711,"Chordata"
"7158","MUP087-14",NA,7711,"Chordata"
"7159","MUP091-14",NA,7711,"Chordata"
"7160","MUP092-14",NA,7711,"Chordata"
"7161","MUP095-14",NA,7711,"Chordata"
"7162","MUP097-14",NA,7711,"Chordata"
"7163","MUP101-14",NA,7711,"Chordata"
"7164","MUP102-14",NA,7711,"Chordata"
"7165","MUP103-14",NA,7711,"Chordata"
"7166","MUP105-14",NA,7711,"Chordata"
"7167","MUP106-14",NA,7711,"Chordata"
"7168","MUP107-14",NA,7711,"Chordata"
"7169","MUP108-14",NA,7711,"Chordata"
"7170","MUP109-14",NA,7711,"Chordata"
"7171","MUP110-14",NA,7711,"Chordata"
"7172","MUP111-14",NA,7711,"Chordata"
"7173","MUP112-14",NA,7711,"Chordata"
"7174","MUP113-14",NA,7711,"Chordata"
"7175","MUP114-14",NA,7711,"Chordata"
"7176","MUP115-14",NA,7711,"Chordata"
"7177","MUP116-14",NA,7711,"Chordata"
"7178","MUP117-14",NA,7711,"Chordata"
"7179","MUP118-14",NA,7711,"Chordata"
"7180","MUP119-14",NA,7711,"Chordata"
"7181","MUP120-14",NA,7711,"Chordata"
"7182","MUP123-14",NA,7711,"Chordata"
"7183","MUP124-14",NA,7711,"Chordata"
"7184","MUP125-14",NA,7711,"Chordata"
"7185","MUP126-14",NA,7711,"Chordata"
"7186","MUP127-14",NA,7711,"Chordata"
"7187","MUP128-14",NA,7711,"Chordata"
"7188","MUP129-14",NA,7711,"Chordata"
"7189","MUP131-14",NA,7711,"Chordata"
"7190","MUP132-14",NA,7711,"Chordata"
"7191","MUP134-14",NA,7711,"Chordata"
"7192","MUP135-14",NA,7711,"Chordata"
"7193","MUP136-14",NA,7711,"Chordata"
"7194","MUP139-14",NA,7711,"Chordata"
"7195","MUP140-14",NA,7711,"Chordata"
"7196","MUP141-14",NA,7711,"Chordata"
"7197","MUP142-14",NA,7711,"Chordata"
"7198","MUP143-14",NA,7711,"Chordata"
"7199","MUP144-14",NA,7711,"Chordata"
"7200","MUP147-14",NA,7711,"Chordata"
"7201","MUP150-14",NA,7711,"Chordata"
"7202","MUP156-14",NA,7711,"Chordata"
"7203","MUP168-14",NA,7711,"Chordata"
"7204","MUP169-14",NA,7711,"Chordata"
"7205","MUP173-14",NA,7711,"Chordata"
"7206","MUP174-14",NA,7711,"Chordata"
"7207","MUP183-14",NA,7711,"Chordata"
"7208","MUP184-14",NA,7711,"Chordata"
"7209","MUP185-14",NA,7711,"Chordata"
"7210","MUP186-14",NA,7711,"Chordata"
"7211","MUP187-14",NA,7711,"Chordata"
"7212","MUP188-14",NA,7711,"Chordata"
"7213","MUP189-14",NA,7711,"Chordata"
"7214","MUP190-14",NA,7711,"Chordata"
"7215","NBPOL119-08","MG422940",10219,"Hemichordata"
"7216","NBPOL243-08","MG423394",10219,"Hemichordata"
"7217","NBPOL380-08","MG422105",10219,"Hemichordata"
"7218","NIFEB001-09","KP111509",7898,"Chordata"
"7219","NIFEB002-09","KP111977",7898,"Chordata"
"7220","NIFEB003-09","KP111136",7898,"Chordata"
"7221","NIFEB004-09","KP110829",7898,"Chordata"
"7222","NIFEB005-09","KP112106",7898,"Chordata"
"7223","NIFEB006-09","KP111851",7898,"Chordata"
"7224","NIFEB007-09","KP110862",7898,"Chordata"
"7225","NIFEB008-09","KP110811",7898,"Chordata"
"7226","NIFEB009-09","KP111555",7898,"Chordata"
"7227","NIFEB010-09","KP111018",7898,"Chordata"
"7228","NIFEB012-09","KP111317",7898,"Chordata"
"7229","NIFEB013-09","KP112099",7898,"Chordata"
"7230","NIFEB014-09","KP111341",7898,"Chordata"
"7231","NIFEB015-09","KP111697",7898,"Chordata"
"7232","NIFEB017-09","KP111131",7898,"Chordata"
"7233","NIFEB026-09","KP111709",7898,"Chordata"
"7234","NIFEB029-09","KP111629",7898,"Chordata"
"7235","NIFEB037-09","KP111250",7898,"Chordata"
"7236","NIFEB038-09","KP111433",7898,"Chordata"
"7237","NIFEB039-09","KP111752",7898,"Chordata"
"7238","NIFEB042-09","KP110902",7898,"Chordata"
"7239","NIFEB051-09","KP111457",7898,"Chordata"
"7240","NIFEB052-09","KP110944",7898,"Chordata"
"7241","NIFEB053-09","KP111648",7898,"Chordata"
"7242","NIFEB054-09","KP111371",7898,"Chordata"
"7243","NIFEB055-09","KP110987",7898,"Chordata"
"7244","NIFEB056-09","KP112079",7898,"Chordata"
"7245","NIFEB057-09","KP111150",7898,"Chordata"
"7246","NIFEB058-09","KP111001",7898,"Chordata"
"7247","NIFEB059-09","KP110781",7898,"Chordata"
"7248","NIFEB060-09","KP111011",7898,"Chordata"
"7249","NIFEB061-09","KP111254",7898,"Chordata"
"7250","NIFEB062-09","KP111640",7898,"Chordata"
"7251","NIFEB063-09","KP112051",7898,"Chordata"
"7252","NIFEB064-09","KP111314",7898,"Chordata"
"7253","NIFEB065-09","KP110883",7898,"Chordata"
"7254","NIFEB072-09","KP111521",7898,"Chordata"
"7255","NIFEB076-09","KP110880",7898,"Chordata"
"7256","NIFEB082-09","KP111780",7898,"Chordata"
"7257","NIFEB099-09","KP111687",7898,"Chordata"
"7258","NIFEB100-09","KP111976",7898,"Chordata"
"7259","NIFEB101-09","KP111908",7898,"Chordata"
"7260","NIFEB1047-13","KP111397",7898,"Chordata"
"7261","NIFEB105-09","KP111318",7898,"Chordata"
"7262","NIFEB1051-13","KP111545",7898,"Chordata"
"7263","NIFEB1052-13","KP111244",7898,"Chordata"
"7264","NIFEB1053-13","KP111192",7898,"Chordata"
"7265","NIFEB1082-13","KP111393",7898,"Chordata"
"7266","NIFEB1091-13","KP111306",7898,"Chordata"
"7267","NIFEB1098-13","KP111923",7898,"Chordata"
"7268","NIFEB1104-13","KP111575",7898,"Chordata"
"7269","NIFEB111-09","KP110846",7898,"Chordata"
"7270","NIFEB1116-13","KP110906",7898,"Chordata"
"7271","NIFEB1127-13","KP110779",7898,"Chordata"
"7272","NIFEB113-09","KP111387",7898,"Chordata"
"7273","NIFEB1130-13","KP111541",7898,"Chordata"
"7274","NIFEB1140-13","KP111187",7898,"Chordata"
"7275","NIFEB1143-13","KP111175",7898,"Chordata"
"7276","NIFEB1145-13","KP111827",7898,"Chordata"
"7277","NIFEB1148-13","KP111710",7898,"Chordata"
"7278","NIFEB1149-13","KP111283",7898,"Chordata"
"7279","NIFEB1150-13","KP110799",7898,"Chordata"
"7280","NIFEB1152-13","KP110842",7898,"Chordata"
"7281","NIFEB116-09","KP111071",7898,"Chordata"
"7282","NIFEB1164-13","KP111745",7898,"Chordata"
"7283","NIFEB1176-13","KP111542",7898,"Chordata"
"7284","NIFEB1179-13","KP111259",7898,"Chordata"
"7285","NIFEB1184-13","KP110959",7898,"Chordata"
"7286","NIFEB1185-13","KP110939",7898,"Chordata"
"7287","NIFEB1190-13","KP111835",7898,"Chordata"
"7288","NIFEB1191-13","KP111713",7898,"Chordata"
"7289","NIFEB1202-13","KP111337",7898,"Chordata"
"7290","NIFEB121-09","KP111529",7898,"Chordata"
"7291","NIFEB122-09","KP111287",7898,"Chordata"
"7292","NIFEB123-09","KP111655",7898,"Chordata"
"7293","NIFEB1243-13","KP110984",7898,"Chordata"
"7294","NIFEB1245-13","KP110927",7898,"Chordata"
"7295","NIFEB1249-13","KP111552",7898,"Chordata"
"7296","NIFEB125-09","KP111106",7898,"Chordata"
"7297","NIFEB1254-13","KP111885",7898,"Chordata"
"7298","NIFEB1255-13","KP111087",7898,"Chordata"
"7299","NIFEB1257-13","KP111312",7898,"Chordata"
"7300","NIFEB126-09","KP110973",7898,"Chordata"
"7301","NIFEB1261-13","KP112141",7898,"Chordata"
"7302","NIFEB1262-13","KP111950",7898,"Chordata"
"7303","NIFEB1266-13","KP111783",7898,"Chordata"
"7304","NIFEB127-09","KP110785",7898,"Chordata"
"7305","NIFEB1272-13","KP112055",7898,"Chordata"
"7306","NIFEB1276-13","KP111426",7898,"Chordata"
"7307","NIFEB128-09","KP111074",7898,"Chordata"
"7308","NIFEB1296-13","KP111209",7898,"Chordata"
"7309","NIFEB1298-13","KP110859",7898,"Chordata"
"7310","NIFEB1299-13","KP111006",7898,"Chordata"
"7311","NIFEB1302-13","KP111862",7898,"Chordata"
"7312","NIFEB1303-13","KP111682",7898,"Chordata"
"7313","NIFEB1304-13","KP112053",7898,"Chordata"
"7314","NIFEB1305-13","KP111947",7898,"Chordata"
"7315","NIFEB131-09","KP111592",7898,"Chordata"
"7316","NIFEB132-09","KP110956",7898,"Chordata"
