"","accession_1","accession_2","taxonID","phylum"
"4053","MAMN1393-18",NA,7711,"Chordata"
"4054","MAMN1394-18",NA,7711,"Chordata"
"4055","MAMN1395-18",NA,7711,"Chordata"
"4056","MAMN1396-18",NA,7711,"Chordata"
"4057","MAMN1397-18",NA,7711,"Chordata"
"4058","MAMN1398-18",NA,7711,"Chordata"
"4059","MAMN1399-18",NA,7711,"Chordata"
"4060","MAMN140-18",NA,7711,"Chordata"
"4061","MAMN1400-18",NA,7711,"Chordata"
"4062","MAMN1401-18",NA,7711,"Chordata"
"4063","MAMN1402-18",NA,7711,"Chordata"
"4064","MAMN1403-18",NA,7711,"Chordata"
"4065","MAMN1404-18",NA,7711,"Chordata"
"4066","MAMN1405-18",NA,7711,"Chordata"
"4067","MAMN1406-18",NA,7711,"Chordata"
"4068","MAMN1407-18",NA,7711,"Chordata"
"4069","MAMN1408-18",NA,7711,"Chordata"
"4070","MAMN1409-18",NA,7711,"Chordata"
"4071","MAMN141-18",NA,7711,"Chordata"
"4072","MAMN1410-18",NA,7711,"Chordata"
"4073","MAMN1411-18",NA,7711,"Chordata"
"4074","MAMN1412-18",NA,7711,"Chordata"
"4075","MAMN1413-18",NA,7711,"Chordata"
"4076","MAMN1414-18",NA,7711,"Chordata"
"4077","MAMN1415-18",NA,7711,"Chordata"
"4078","MAMN1416-18",NA,7711,"Chordata"
"4079","MAMN1417-18",NA,7711,"Chordata"
"4080","MAMN1418-18",NA,7711,"Chordata"
"4081","MAMN1419-18",NA,7711,"Chordata"
"4082","MAMN142-18",NA,7711,"Chordata"
"4083","MAMN1420-18",NA,7711,"Chordata"
"4084","MAMN1421-18",NA,7711,"Chordata"
"4085","MAMN1422-18",NA,7711,"Chordata"
"4086","MAMN1423-18",NA,7711,"Chordata"
"4087","MAMN1424-18",NA,7711,"Chordata"
"4088","MAMN1425-18",NA,7711,"Chordata"
"4089","MAMN1426-18",NA,7711,"Chordata"
"4090","MAMN1427-18",NA,7711,"Chordata"
"4091","MAMN1428-18",NA,7711,"Chordata"
"4092","MAMN1429-18",NA,7711,"Chordata"
"4093","MAMN1430-18",NA,7711,"Chordata"
"4094","MAMN1431-18",NA,7711,"Chordata"
"4095","MAMN1432-18",NA,7711,"Chordata"
"4096","MAMN1433-18",NA,7711,"Chordata"
"4097","MAMN1434-18",NA,7711,"Chordata"
"4098","MAMN1435-18",NA,7711,"Chordata"
"4099","MAMN1436-18",NA,7711,"Chordata"
"4100","MAMN1437-18",NA,7711,"Chordata"
"4101","MAMN1439-18",NA,7711,"Chordata"
"4102","MAMN144-18",NA,7711,"Chordata"
"4103","MAMN1440-18",NA,7711,"Chordata"
"4104","MAMN1441-18",NA,7711,"Chordata"
"4105","MAMN1442-18",NA,7711,"Chordata"
"4106","MAMN1443-18",NA,7711,"Chordata"
"4107","MAMN1444-18",NA,7711,"Chordata"
"4108","MAMN1445-18",NA,7711,"Chordata"
"4109","MAMN1446-18",NA,7711,"Chordata"
"4110","MAMN1447-18",NA,7711,"Chordata"
"4111","MAMN1448-18",NA,7711,"Chordata"
"4112","MAMN1449-18",NA,7711,"Chordata"
"4113","MAMN145-18",NA,7711,"Chordata"
"4114","MAMN1450-18",NA,7711,"Chordata"
"4115","MAMN1451-18",NA,7711,"Chordata"
"4116","MAMN1452-18",NA,7711,"Chordata"
"4117","MAMN1453-18",NA,7711,"Chordata"
"4118","MAMN1454-18",NA,7711,"Chordata"
"4119","MAMN1455-18",NA,7711,"Chordata"
"4120","MAMN1456-18",NA,7711,"Chordata"
"4121","MAMN1457-18",NA,7711,"Chordata"
"4122","MAMN1458-18",NA,7711,"Chordata"
"4123","MAMN1459-18",NA,7711,"Chordata"
"4124","MAMN146-18",NA,7711,"Chordata"
"4125","MAMN1461-18",NA,7711,"Chordata"
"4126","MAMN1462-18",NA,7711,"Chordata"
"4127","MAMN1463-18",NA,7711,"Chordata"
"4128","MAMN1464-18",NA,7711,"Chordata"
"4129","MAMN1465-18",NA,7711,"Chordata"
"4130","MAMN1466-18",NA,7711,"Chordata"
"4131","MAMN1468-18",NA,7711,"Chordata"
"4132","MAMN1469-18",NA,7711,"Chordata"
"4133","MAMN1470-18",NA,7711,"Chordata"
"4134","MAMN1471-18",NA,7711,"Chordata"
"4135","MAMN1472-18",NA,7711,"Chordata"
"4136","MAMN1473-18",NA,7711,"Chordata"
"4137","MAMN1474-18",NA,7711,"Chordata"
"4138","MAMN1475-18",NA,7711,"Chordata"
"4139","MAMN1476-18",NA,7711,"Chordata"
"4140","MAMN1477-18",NA,7711,"Chordata"
"4141","MAMN1478-18",NA,7711,"Chordata"
"4142","MAMN1479-18",NA,7711,"Chordata"
"4143","MAMN148-18",NA,7711,"Chordata"
"4144","MAMN1480-18",NA,7711,"Chordata"
"4145","MAMN1481-18",NA,7711,"Chordata"
"4146","MAMN1482-18",NA,7711,"Chordata"
"4147","MAMN1483-18",NA,7711,"Chordata"
"4148","MAMN1484-18",NA,7711,"Chordata"
"4149","MAMN1485-18",NA,7711,"Chordata"
"4150","MAMN1486-18",NA,7711,"Chordata"
"4151","MAMN1487-18",NA,7711,"Chordata"
"4152","MAMN1488-18",NA,7711,"Chordata"
"4153","MAMN1489-18",NA,7711,"Chordata"
"4154","MAMN1490-18",NA,7711,"Chordata"
"4155","MAMN1491-18",NA,7711,"Chordata"
"4156","MAMN1492-18",NA,7711,"Chordata"
"4157","MAMN1493-18",NA,7711,"Chordata"
"4158","MAMN1494-18",NA,7711,"Chordata"
"4159","MAMN1498-18",NA,7711,"Chordata"
"4160","MAMN1507-18",NA,7711,"Chordata"
"4161","MAMN1509-18",NA,7711,"Chordata"
"4162","MAMN151-18",NA,7711,"Chordata"
"4163","MAMN1513-18",NA,7711,"Chordata"
"4164","MAMN1514-18",NA,7711,"Chordata"
"4165","MAMN1516-18",NA,7711,"Chordata"
"4166","MAMN1517-18",NA,7711,"Chordata"
"4167","MAMN1519-18",NA,7711,"Chordata"
"4168","MAMN152-18",NA,7711,"Chordata"
"4169","MAMN1520-18",NA,7711,"Chordata"
"4170","MAMN1521-18",NA,7711,"Chordata"
"4171","MAMN1523-18",NA,7711,"Chordata"
"4172","MAMN1524-18",NA,7711,"Chordata"
"4173","MAMN1525-18",NA,7711,"Chordata"
"4174","MAMN1529-18",NA,7711,"Chordata"
"4175","MAMN153-18",NA,7711,"Chordata"
"4176","MAMN1533-18",NA,7711,"Chordata"
"4177","MAMN1537-18",NA,7711,"Chordata"
"4178","MAMN1538-18",NA,7711,"Chordata"
"4179","MAMN1539-18",NA,7711,"Chordata"
"4180","MAMN154-18",NA,7711,"Chordata"
"4181","MAMN1542-18",NA,7711,"Chordata"
"4182","MAMN1543-18",NA,7711,"Chordata"
"4183","MAMN1544-18",NA,7711,"Chordata"
"4184","MAMN1548-18",NA,7711,"Chordata"
"4185","MAMN1549-18",NA,7711,"Chordata"
"4186","MAMN1551-18",NA,7711,"Chordata"
"4187","MAMN1561-18",NA,7711,"Chordata"
"4188","MAMN1563-18",NA,7711,"Chordata"
"4189","MAMN1565-18",NA,7711,"Chordata"
"4190","MAMN1566-18",NA,7711,"Chordata"
"4191","MAMN157-18",NA,7711,"Chordata"
"4192","MAMN1572-18",NA,7711,"Chordata"
"4193","MAMN1576-18",NA,7711,"Chordata"
"4194","MAMN1577-18",NA,7711,"Chordata"
"4195","MAMN1579-18",NA,7711,"Chordata"
"4196","MAMN1583-18",NA,7711,"Chordata"
"4197","MAMN1586-18",NA,7711,"Chordata"
"4198","MAMN1587-18",NA,7711,"Chordata"
"4199","MAMN1589-18",NA,7711,"Chordata"
"4200","MAMN1592-18",NA,7711,"Chordata"
"4201","MAMN1593-18",NA,7711,"Chordata"
"4202","MAMN1594-18",NA,7711,"Chordata"
"4203","MAMN1596-18",NA,7711,"Chordata"
"4204","MAMN1597-18",NA,7711,"Chordata"
"4205","MAMN1598-18",NA,7711,"Chordata"
"4206","MAMN1599-18",NA,7711,"Chordata"
"4207","MAMN160-18",NA,7711,"Chordata"
"4208","MAMN1600-18",NA,7711,"Chordata"
"4209","MAMN1602-18",NA,7711,"Chordata"
"4210","MAMN1603-18",NA,7711,"Chordata"
"4211","MAMN1604-18",NA,7711,"Chordata"
"4212","MAMN1605-18",NA,7711,"Chordata"
"4213","MAMN1606-18",NA,7711,"Chordata"
"4214","MAMN1608-18",NA,7711,"Chordata"
"4215","MAMN161-18",NA,7711,"Chordata"
"4216","MAMN1610-18",NA,7711,"Chordata"
"4217","MAMN1611-18",NA,7711,"Chordata"
"4218","MAMN1612-18",NA,7711,"Chordata"
"4219","MAMN1613-18",NA,7711,"Chordata"
"4220","MAMN1615-18",NA,7711,"Chordata"
"4221","MAMN1616-18",NA,7711,"Chordata"
"4222","MAMN1618-18",NA,7711,"Chordata"
"4223","MAMN1619-18",NA,7711,"Chordata"
"4224","MAMN162-18",NA,7711,"Chordata"
"4225","MAMN1620-18",NA,7711,"Chordata"
"4226","MAMN1622-18",NA,7711,"Chordata"
"4227","MAMN1623-18",NA,7711,"Chordata"
"4228","MAMN1625-18",NA,7711,"Chordata"
"4229","MAMN1627-18",NA,7711,"Chordata"
"4230","MAMN1631-18",NA,7711,"Chordata"
"4231","MAMN1633-18",NA,7711,"Chordata"
"4232","MAMN1634-18",NA,7711,"Chordata"
"4233","MAMN1640-18",NA,7711,"Chordata"
"4234","MAMN1641-18",NA,7711,"Chordata"
"4235","MAMN1643-18",NA,7711,"Chordata"
"4236","MAMN1645-18",NA,7711,"Chordata"
"4237","MAMN1646-18",NA,7711,"Chordata"
"4238","MAMN1647-18",NA,7711,"Chordata"
"4239","MAMN1648-18",NA,7711,"Chordata"
"4240","MAMN1650-18",NA,7711,"Chordata"
"4241","MAMN1653-18",NA,7711,"Chordata"
"4242","MAMN1654-18",NA,7711,"Chordata"
"4243","MAMN1655-18",NA,7711,"Chordata"
"4244","MAMN1657-18",NA,7711,"Chordata"
"4245","MAMN1659-18",NA,7711,"Chordata"
"4246","MAMN166-18",NA,7711,"Chordata"
"4247","MAMN1661-18",NA,7711,"Chordata"
"4248","MAMN1662-18",NA,7711,"Chordata"
"4249","MAMN1663-18",NA,7711,"Chordata"
"4250","MAMN1664-18",NA,7711,"Chordata"
"4251","MAMN1665-18",NA,7711,"Chordata"
"4252","MAMN1666-18",NA,7711,"Chordata"
"4253","MAMN1667-18",NA,7711,"Chordata"
"4254","MAMN1669-18",NA,7711,"Chordata"
"4255","MAMN1670-18",NA,7711,"Chordata"
"4256","MAMN1672-18",NA,7711,"Chordata"
"4257","MAMN1673-18",NA,7711,"Chordata"
"4258","MAMN1676-18",NA,7711,"Chordata"
"4259","MAMN1677-18",NA,7711,"Chordata"
"4260","MAMN1678-18",NA,7711,"Chordata"
"4261","MAMN1679-18",NA,7711,"Chordata"
"4262","MAMN1681-18",NA,7711,"Chordata"
"4263","MAMN1683-18",NA,7711,"Chordata"
"4264","MAMN1686-18",NA,7711,"Chordata"
"4265","MAMN1687-18",NA,7711,"Chordata"
"4266","MAMN1689-18",NA,7711,"Chordata"
"4267","MAMN169-18",NA,7711,"Chordata"
"4268","MAMN1692-18",NA,7711,"Chordata"
"4269","MAMN1693-18",NA,7711,"Chordata"
"4270","MAMN1694-18",NA,7711,"Chordata"
"4271","MAMN1697-18",NA,7711,"Chordata"
"4272","MAMN1699-18",NA,7711,"Chordata"
"4273","MAMN170-18",NA,7711,"Chordata"
"4274","MAMN1700-18",NA,7711,"Chordata"
"4275","MAMN1701-18",NA,7711,"Chordata"
"4276","MAMN1702-18",NA,7711,"Chordata"
"4277","MAMN1703-18",NA,7711,"Chordata"
"4278","MAMN1704-18",NA,7711,"Chordata"
"4279","MAMN1705-18",NA,7711,"Chordata"
"4280","MAMN1708-18",NA,7711,"Chordata"
"4281","MAMN1709-18",NA,7711,"Chordata"
"4282","MAMN1710-18",NA,7711,"Chordata"
"4283","MAMN1711-18",NA,7711,"Chordata"
"4284","MAMN1712-18",NA,7711,"Chordata"
"4285","MAMN1713-18",NA,7711,"Chordata"
"4286","MAMN1714-18",NA,7711,"Chordata"
"4287","MAMN1716-18",NA,7711,"Chordata"
"4288","MAMN1717-18",NA,7711,"Chordata"
"4289","MAMN1719-18",NA,7711,"Chordata"
"4290","MAMN172-18",NA,7711,"Chordata"
"4291","MAMN1721-18",NA,7711,"Chordata"
"4292","MAMN1722-18",NA,7711,"Chordata"
"4293","MAMN1724-18",NA,7711,"Chordata"
"4294","MAMN1726-18",NA,7711,"Chordata"
"4295","MAMN1729-18",NA,7711,"Chordata"
"4296","MAMN1732-18",NA,7711,"Chordata"
"4297","MAMN1734-18",NA,7711,"Chordata"
"4298","MAMN1738-18",NA,7711,"Chordata"
"4299","MAMN174-18",NA,7711,"Chordata"
"4300","MAMN1740-18",NA,7711,"Chordata"
"4301","MAMN1741-18",NA,7711,"Chordata"
"4302","MAMN1742-18",NA,7711,"Chordata"
"4303","MAMN1744-18",NA,7711,"Chordata"
"4304","MAMN1747-18",NA,7711,"Chordata"
"4305","MAMN1748-18",NA,7711,"Chordata"
"4306","MAMN1749-18",NA,7711,"Chordata"
"4307","MAMN175-18",NA,7711,"Chordata"
"4308","MAMN1751-18",NA,7711,"Chordata"
"4309","MAMN1752-18",NA,7711,"Chordata"
"4310","MAMN1753-18",NA,7711,"Chordata"
"4311","MAMN1754-18",NA,7711,"Chordata"
"4312","MAMN1755-18",NA,7711,"Chordata"
"4313","MAMN1756-18",NA,7711,"Chordata"
"4314","MAMN1758-18",NA,7711,"Chordata"
"4315","MAMN176-18",NA,7711,"Chordata"
"4316","MAMN1760-18",NA,7711,"Chordata"
"4317","MAMN1762-18",NA,7711,"Chordata"
"4318","MAMN1763-18",NA,7711,"Chordata"
"4319","MAMN1764-18",NA,7711,"Chordata"
"4320","MAMN1765-18",NA,7711,"Chordata"
"4321","MAMN1766-18",NA,7711,"Chordata"
"4322","MAMN1768-18",NA,7711,"Chordata"
"4323","MAMN1770-18",NA,7711,"Chordata"
"4324","MAMN1772-18",NA,7711,"Chordata"
"4325","MAMN1773-18",NA,7711,"Chordata"
"4326","MAMN1776-18",NA,7711,"Chordata"
"4327","MAMN1777-18",NA,7711,"Chordata"
"4328","MAMN1778-18",NA,7711,"Chordata"
"4329","MAMN1779-18",NA,7711,"Chordata"
"4330","MAMN178-18",NA,7711,"Chordata"
"4331","MAMN1780-18",NA,7711,"Chordata"
"4332","MAMN1781-18",NA,7711,"Chordata"
"4333","MAMN1784-18",NA,7711,"Chordata"
"4334","MAMN1786-18",NA,7711,"Chordata"
"4335","MAMN1787-18",NA,7711,"Chordata"
"4336","MAMN1788-18",NA,7711,"Chordata"
"4337","MAMN1789-18",NA,7711,"Chordata"
"4338","MAMN1790-18",NA,7711,"Chordata"
"4339","MAMN1791-18",NA,7711,"Chordata"
"4340","MAMN1792-18",NA,7711,"Chordata"
"4341","MAMN1796-18",NA,7711,"Chordata"
"4342","MAMN1797-18",NA,7711,"Chordata"
"4343","MAMN1798-18",NA,7711,"Chordata"
"4344","MAMN1800-18",NA,7711,"Chordata"
"4345","MAMN1801-18",NA,7711,"Chordata"
"4346","MAMN1802-18",NA,7711,"Chordata"
"4347","MAMN1806-18",NA,7711,"Chordata"
"4348","MAMN1807-18",NA,7711,"Chordata"
"4349","MAMN1808-18",NA,7711,"Chordata"
"4350","MAMN1809-18",NA,7711,"Chordata"
"4351","MAMN181-18",NA,7711,"Chordata"
"4352","MAMN1811-18",NA,7711,"Chordata"
"4353","MAMN1812-18",NA,7711,"Chordata"
"4354","MAMN1813-18",NA,7711,"Chordata"
"4355","MAMN1814-18",NA,7711,"Chordata"
"4356","MAMN182-18",NA,7711,"Chordata"
"4357","MAMN1824-18",NA,7711,"Chordata"
"4358","MAMN1833-18",NA,7711,"Chordata"
"4359","MAMN1834-18",NA,7711,"Chordata"
"4360","MAMN184-18",NA,7711,"Chordata"
"4361","MAMN1840-18",NA,7711,"Chordata"
"4362","MAMN1846-18",NA,7711,"Chordata"
"4363","MAMN1847-18",NA,7711,"Chordata"
"4364","MAMN1848-18",NA,7711,"Chordata"
"4365","MAMN1851-18",NA,7711,"Chordata"
"4366","MAMN1853-18",NA,7711,"Chordata"
"4367","MAMN1855-18",NA,7711,"Chordata"
"4368","MAMN1861-18",NA,7711,"Chordata"
"4369","MAMN1862-18",NA,7711,"Chordata"
"4370","MAMN1863-18",NA,7711,"Chordata"
"4371","MAMN1865-18",NA,7711,"Chordata"
"4372","MAMN1866-18",NA,7711,"Chordata"
"4373","MAMN1867-18",NA,7711,"Chordata"
"4374","MAMN1868-18",NA,7711,"Chordata"
"4375","MAMN1869-18",NA,7711,"Chordata"
"4376","MAMN187-18",NA,7711,"Chordata"
"4377","MAMN1870-18",NA,7711,"Chordata"
"4378","MAMN1871-18",NA,7711,"Chordata"
"4379","MAMN1872-18",NA,7711,"Chordata"
"4380","MAMN1873-18",NA,7711,"Chordata"
"4381","MAMN1874-18",NA,7711,"Chordata"
"4382","MAMN1876-18",NA,7711,"Chordata"
"4383","MAMN1879-18",NA,7711,"Chordata"
"4384","MAMN188-18",NA,7711,"Chordata"
"4385","MAMN1882-18",NA,7711,"Chordata"
"4386","MAMN1883-18",NA,7711,"Chordata"
"4387","MAMN1884-18",NA,7711,"Chordata"
"4388","MAMN1886-18",NA,7711,"Chordata"
"4389","MAMN1887-18",NA,7711,"Chordata"
"4390","MAMN1890-18",NA,7711,"Chordata"
"4391","MAMN1891-18",NA,7711,"Chordata"
"4392","MAMN1896-18",NA,7711,"Chordata"
"4393","MAMN1897-18",NA,7711,"Chordata"
"4394","MAMN1898-18",NA,7711,"Chordata"
"4395","MAMN190-18",NA,7711,"Chordata"
"4396","MAMN1900-18",NA,7711,"Chordata"
"4397","MAMN1902-18",NA,7711,"Chordata"
"4398","MAMN1903-18",NA,7711,"Chordata"
"4399","MAMN1904-18",NA,7711,"Chordata"
"4400","MAMN1905-18",NA,7711,"Chordata"
"4401","MAMN1907-18",NA,7711,"Chordata"
"4402","MAMN1908-18",NA,7711,"Chordata"
"4403","MAMN1909-18",NA,7711,"Chordata"
"4404","MAMN1910-18",NA,7711,"Chordata"
"4405","MAMN1911-18",NA,7711,"Chordata"
"4406","MAMN1912-18",NA,7711,"Chordata"
"4407","MAMN1913-18",NA,7711,"Chordata"
"4408","MAMN1914-18",NA,7711,"Chordata"
"4409","MAMN1915-18",NA,7711,"Chordata"
"4410","MAMN1916-18",NA,7711,"Chordata"
"4411","MAMN1917-18",NA,7711,"Chordata"
"4412","MAMN1918-18",NA,7711,"Chordata"
"4413","MAMN192-18",NA,7711,"Chordata"
"4414","MAMN1920-18",NA,7711,"Chordata"
"4415","MAMN1922-18",NA,7711,"Chordata"
"4416","MAMN1923-18",NA,7711,"Chordata"
"4417","MAMN1925-18",NA,7711,"Chordata"
"4418","MAMN1928-18",NA,7711,"Chordata"
"4419","MAMN1929-18",NA,7711,"Chordata"
"4420","MAMN193-18",NA,7711,"Chordata"
"4421","MAMN1930-18",NA,7711,"Chordata"
"4422","MAMN1934-18",NA,7711,"Chordata"
"4423","MAMN1935-18",NA,7711,"Chordata"
"4424","MAMN1936-18",NA,7711,"Chordata"
"4425","MAMN1939-18",NA,7711,"Chordata"
"4426","MAMN194-18",NA,7711,"Chordata"
"4427","MAMN1940-18",NA,7711,"Chordata"
"4428","MAMN1941-18",NA,7711,"Chordata"
"4429","MAMN1942-18",NA,7711,"Chordata"
"4430","MAMN1943-18",NA,7711,"Chordata"
"4431","MAMN1945-18",NA,7711,"Chordata"
"4432","MAMN1946-18",NA,7711,"Chordata"
"4433","MAMN1947-18",NA,7711,"Chordata"
"4434","MAMN1948-18",NA,7711,"Chordata"
"4435","MAMN1949-18",NA,7711,"Chordata"
"4436","MAMN195-18",NA,7711,"Chordata"
"4437","MAMN1950-18",NA,7711,"Chordata"
"4438","MAMN1952-18",NA,7711,"Chordata"
"4439","MAMN1957-18",NA,7711,"Chordata"
"4440","MAMN1958-18",NA,7711,"Chordata"
"4441","MAMN196-18",NA,7711,"Chordata"
"4442","MAMN1961-18",NA,7711,"Chordata"
"4443","MAMN1962-18",NA,7711,"Chordata"
"4444","MAMN1963-18",NA,7711,"Chordata"
"4445","MAMN1964-18",NA,7711,"Chordata"
"4446","MAMN1965-18",NA,7711,"Chordata"
"4447","MAMN1966-18",NA,7711,"Chordata"
"4448","MAMN1967-18",NA,7711,"Chordata"
"4449","MAMN1968-18",NA,7711,"Chordata"
"4450","MAMN197-18",NA,7711,"Chordata"
"4451","MAMN1972-18",NA,7711,"Chordata"
"4452","MAMN1974-18",NA,7711,"Chordata"
"4453","MAMN1975-18",NA,7711,"Chordata"
"4454","MAMN1977-18",NA,7711,"Chordata"
"4455","MAMN1978-18",NA,7711,"Chordata"
"4456","MAMN198-18",NA,7711,"Chordata"
"4457","MAMN1982-18",NA,7711,"Chordata"
"4458","MAMN1983-18",NA,7711,"Chordata"
"4459","MAMN1988-18",NA,7711,"Chordata"
"4460","MAMN1990-18",NA,7711,"Chordata"
"4461","MAMN1991-18",NA,7711,"Chordata"
"4462","MAMN1995-18",NA,7711,"Chordata"
"4463","MAMN200-18",NA,7711,"Chordata"
"4464","MAMN2008-18",NA,7711,"Chordata"
"4465","MAMN201-18",NA,7711,"Chordata"
"4466","MAMN2019-18",NA,7711,"Chordata"
"4467","MAMN2021-18",NA,7711,"Chordata"
"4468","MAMN203-18",NA,7711,"Chordata"
"4469","MAMN204-18",NA,7711,"Chordata"
"4470","MAMN2043-18",NA,7711,"Chordata"
"4471","MAMN2049-18",NA,7711,"Chordata"
"4472","MAMN205-18",NA,7711,"Chordata"
"4473","MAMN2052-18",NA,7711,"Chordata"
"4474","MAMN2053-18",NA,7711,"Chordata"
"4475","MAMN2056-18",NA,7711,"Chordata"
"4476","MAMN2057-18",NA,7711,"Chordata"
"4477","MAMN206-18",NA,7711,"Chordata"
"4478","MAMN2060-18",NA,7711,"Chordata"
"4479","MAMN2063-18",NA,7711,"Chordata"
"4480","MAMN2066-18",NA,7711,"Chordata"
"4481","MAMN207-18",NA,7711,"Chordata"
"4482","MAMN2073-18",NA,7711,"Chordata"
"4483","MAMN2077-18",NA,7711,"Chordata"
"4484","MAMN2078-18",NA,7711,"Chordata"
"4485","MAMN2079-18",NA,7711,"Chordata"
"4486","MAMN208-18",NA,7711,"Chordata"
"4487","MAMN2080-18",NA,7711,"Chordata"
"4488","MAMN2082-18",NA,7711,"Chordata"
"4489","MAMN2083-18",NA,7711,"Chordata"
"4490","MAMN2087-18",NA,7711,"Chordata"
"4491","MAMN209-18",NA,7711,"Chordata"
"4492","MAMN2090-18",NA,7711,"Chordata"
"4493","MAMN2091-18",NA,7711,"Chordata"
"4494","MAMN2099-18",NA,7711,"Chordata"
"4495","MAMN210-18",NA,7711,"Chordata"
"4496","MAMN2100-18",NA,7711,"Chordata"
"4497","MAMN2103-18",NA,7711,"Chordata"
"4498","MAMN2105-18",NA,7711,"Chordata"
"4499","MAMN2107-18",NA,7711,"Chordata"
"4500","MAMN211-18",NA,7711,"Chordata"
"4501","MAMN2112-18",NA,7711,"Chordata"
"4502","MAMN2113-18",NA,7711,"Chordata"
"4503","MAMN2116-18",NA,7711,"Chordata"
"4504","MAMN2118-18",NA,7711,"Chordata"
"4505","MAMN2120-18",NA,7711,"Chordata"
"4506","MAMN2121-18",NA,7711,"Chordata"
"4507","MAMN2122-18",NA,7711,"Chordata"
"4508","MAMN2123-18",NA,7711,"Chordata"
"4509","MAMN2124-18",NA,7711,"Chordata"
"4510","MAMN2128-18",NA,7711,"Chordata"
"4511","MAMN2129-18",NA,7711,"Chordata"
"4512","MAMN213-18",NA,7711,"Chordata"
"4513","MAMN2130-18",NA,7711,"Chordata"
"4514","MAMN2131-18",NA,7711,"Chordata"
"4515","MAMN2132-18",NA,7711,"Chordata"
"4516","MAMN2133-18",NA,7711,"Chordata"
"4517","MAMN2134-18",NA,7711,"Chordata"
"4518","MAMN2136-18",NA,7711,"Chordata"
"4519","MAMN2137-18",NA,7711,"Chordata"
"4520","MAMN2138-18",NA,7711,"Chordata"
"4521","MAMN2139-18",NA,7711,"Chordata"
"4522","MAMN214-18",NA,7711,"Chordata"
"4523","MAMN2140-18",NA,7711,"Chordata"
"4524","MAMN2141-18",NA,7711,"Chordata"
"4525","MAMN2145-18",NA,7711,"Chordata"
"4526","MAMN2146-18",NA,7711,"Chordata"
"4527","MAMN2147-18",NA,7711,"Chordata"
"4528","MAMN2148-18",NA,7711,"Chordata"
"4529","MAMN215-18",NA,7711,"Chordata"
"4530","MAMN2151-18",NA,7711,"Chordata"
"4531","MAMN2152-18",NA,7711,"Chordata"
"4532","MAMN2153-18",NA,7711,"Chordata"
"4533","MAMN2154-18",NA,7711,"Chordata"
"4534","MAMN2156-18",NA,7711,"Chordata"
"4535","MAMN2157-18",NA,7711,"Chordata"
"4536","MAMN2158-18",NA,7711,"Chordata"
"4537","MAMN2159-18",NA,7711,"Chordata"
"4538","MAMN216-18",NA,7711,"Chordata"
"4539","MAMN2160-18",NA,7711,"Chordata"
"4540","MAMN2161-18",NA,7711,"Chordata"
"4541","MAMN2162-18",NA,7711,"Chordata"
"4542","MAMN2163-18",NA,7711,"Chordata"
"4543","MAMN2164-18",NA,7711,"Chordata"
"4544","MAMN2165-18",NA,7711,"Chordata"
"4545","MAMN2166-18",NA,7711,"Chordata"
"4546","MAMN2168-18",NA,7711,"Chordata"
"4547","MAMN2169-18",NA,7711,"Chordata"
"4548","MAMN2171-18",NA,7711,"Chordata"
"4549","MAMN2172-18",NA,7711,"Chordata"
"4550","MAMN2174-18",NA,7711,"Chordata"
"4551","MAMN2175-18",NA,7711,"Chordata"
"4552","MAMN2176-18",NA,7711,"Chordata"
"4553","MAMN2178-18",NA,7711,"Chordata"
"4554","MAMN218-18",NA,7711,"Chordata"
"4555","MAMN2180-18",NA,7711,"Chordata"
"4556","MAMN2181-18",NA,7711,"Chordata"
"4557","MAMN2182-18",NA,7711,"Chordata"
"4558","MAMN2183-18",NA,7711,"Chordata"
"4559","MAMN2184-18",NA,7711,"Chordata"
"4560","MAMN2185-18",NA,7711,"Chordata"
"4561","MAMN2186-18",NA,7711,"Chordata"
"4562","MAMN2187-18",NA,7711,"Chordata"
"4563","MAMN2189-18",NA,7711,"Chordata"
"4564","MAMN2190-18",NA,7711,"Chordata"
"4565","MAMN2191-18",NA,7711,"Chordata"
"4566","MAMN2192-18",NA,7711,"Chordata"
"4567","MAMN2193-18",NA,7711,"Chordata"
"4568","MAMN2197-18",NA,7711,"Chordata"
"4569","MAMN2198-18",NA,7711,"Chordata"
"4570","MAMN2199-18",NA,7711,"Chordata"
"4571","MAMN220-18",NA,7711,"Chordata"
"4572","MAMN2200-18",NA,7711,"Chordata"
"4573","MAMN2201-18",NA,7711,"Chordata"
"4574","MAMN2202-18",NA,7711,"Chordata"
"4575","MAMN2203-18",NA,7711,"Chordata"
"4576","MAMN2205-18",NA,7711,"Chordata"
"4577","MAMN2206-18",NA,7711,"Chordata"
"4578","MAMN2207-18",NA,7711,"Chordata"
"4579","MAMN2208-18",NA,7711,"Chordata"
"4580","MAMN2209-18",NA,7711,"Chordata"
"4581","MAMN2210-18",NA,7711,"Chordata"
"4582","MAMN2211-18",NA,7711,"Chordata"
"4583","MAMN2212-18",NA,7711,"Chordata"
"4584","MAMN2213-18",NA,7711,"Chordata"
"4585","MAMN2214-18",NA,7711,"Chordata"
"4586","MAMN2215-18",NA,7711,"Chordata"
"4587","MAMN2216-18",NA,7711,"Chordata"
"4588","MAMN2217-18",NA,7711,"Chordata"
"4589","MAMN2218-18",NA,7711,"Chordata"
"4590","MAMN2219-18",NA,7711,"Chordata"
"4591","MAMN222-18",NA,7711,"Chordata"
