"","ncbi_sp","original_aphiaid","worms_match","status","ncbi_uid","worms_sciname","worms_aphiaid","unacceptreason","rank","valid_authority","class","order","family","genus","freshwater_only","terrestrial_only","found_taxa"
"10207","Noturus miurus",1020187,"Noturus miurus","accepted","236596","Noturus miurus",1020187,NA,"species","Jordan, 1877","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus miurus"
"10208","Noturus hildebrandi",1524992,"Noturus hildebrandi","accepted","90662","Noturus hildebrandi",1524992,NA,"species","(Bailey & Taylor, 1950)","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus hildebrandi"
"10209","Noturus flavipinnis",1013246,"Noturus flavipinnis","accepted","90659","Noturus flavipinnis",1013246,NA,"species","Taylor, 1969","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus flavipinnis"
"10210","Noturus placidus",1013248,"Noturus placidus","accepted","90669","Noturus placidus",1013248,NA,"species","Taylor, 1969","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus placidus"
"10211","Noturus lachneri",1013247,"Noturus lachneri","accepted","90664","Noturus lachneri",1013247,NA,"species","Taylor, 1969","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus lachneri"
"10212","Noturus exilis",1020284,"Noturus exilis","accepted","61323","Noturus exilis",1020284,NA,"species","Nelson, 1876","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus exilis"
"10213","Noturus gilberti",1019683,"Noturus gilberti","accepted","90660","Noturus gilberti",1019683,NA,"species","Jordan & Evermann, 1889","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus gilberti"
"10214","Noturus nocturnus",1019808,"Noturus nocturnus","accepted","90667","Noturus nocturnus",1019808,NA,"species","Jordan & Gilbert, 1886","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus nocturnus"
"10215","Noturus funebris",1019580,"Noturus funebris","accepted","75284","Noturus funebris",1019580,NA,"species","Gilbert & Swain, 1891","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus funebris"
"10216","Noturus phaeus",1383626,"Noturus phaeus","accepted","90668","Noturus phaeus",1383626,NA,"species","Taylor, 1969","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus phaeus"
"10217","Noturus",270055,"Noturus","accepted","90671","Noturus",270055,NA,"genus","Rafinesque, 1818","Teleostei","Siluriformes","Ictaluridae","Noturus","1","0","Noturus"
"10218","Siganus canaliculatus",219687,"Siganus canaliculatus","accepted","75042","Siganus canaliculatus",219687,NA,"species","(Park, 1797)","Teleostei","Acanthuriformes","Siganidae","Siganus","0","0","Siganus canaliculatus"
"10219","Caranx latus",126804,"Caranx latus","accepted","75015","Caranx latus",126804,NA,"species","Agassiz, 1831","Teleostei","Carangiformes","Carangidae","Caranx","0","0","Caranx latus"
"10220","Trachipterus jacksonensis",272534,"Trachipterus jacksonensis","accepted","81395","Trachipterus jacksonensis",272534,NA,"species","(Ramsay, 1881)","Teleostei","Lampriformes","Trachipteridae","Trachipterus","0","0","Trachipterus jacksonensis"
"10221","Synodus saurus",126372,"Synodus saurus","accepted","81392","Synodus saurus",126372,NA,"species","(Linnaeus, 1758)","Teleostei","Aulopiformes","Synodontidae","Synodus","0","0","Synodus saurus"
"10222","Gonostoma denudatum",127295,"Gonostoma denudatum","accepted","91973","Gonostoma denudatum",127295,NA,"species","Rafinesque, 1810","Teleostei","Stomiiformes","Gonostomatidae","Gonostoma","0","0","Gonostoma denudatum"
"10223","Entomacrodus nigricans",277249,"Entomacrodus nigricans","accepted","345255","Entomacrodus nigricans",277249,NA,"species","Gill, 1859","Teleostei","Blenniiformes","Blenniidae","Entomacrodus","0","0","Entomacrodus nigricans"
"10224","Hypleurochilus springeri",276318,"Hypleurochilus springeri","accepted","345254","Hypleurochilus springeri",276318,NA,"species","Randall, 1966","Teleostei","Blenniiformes","Blenniidae","Hypleurochilus","0","0","Hypleurochilus springeri"
"10225","Pao fangi",1014845,"Pao fangi","accepted","658184","Pao fangi",1014845,NA,"species","(Pellegrin & Chevey, 1940)","Teleostei","Cypriniformes","Cyprinidae","Pao","1","0","Pao fangi"
"10226","Arothron reticularis",219932,"Arothron reticularis","accepted","658176","Arothron reticularis",219932,NA,"species","(Bloch & Schneider, 1801)","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","0","0","Arothron reticularis"
"10227","Zebrias zebra",277591,"Zebrias zebra","accepted","244454","Zebrias zebra",277591,NA,"species","(Bloch, 1787)","Teleostei","Pleuronectiformes","Soleidae","Zebrias","0","0","Zebrias zebra"
"10228","Pristis zijsron",217375,"Pristis zijsron","accepted","495877","Pristis zijsron",217375,NA,"species","Bleeker, 1851","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","0","0","Pristis zijsron"
"10229","Pristis clavata",271422,"Pristis clavata","accepted","495876","Pristis clavata",271422,NA,"species","Garman, 1906","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","0","0","Pristis clavata"
"10230","Achondrostoma arcasii",1020903,"Achondrostoma arcasii","accepted","236539","Achondrostoma arcasii",1020903,NA,"species","(Steindachner, 1866)","Teleostei","Cypriniformes","Cyprinidae","Achondrostoma","1","0","Achondrostoma arcasii"
"10231","Acipenser baerii",233942,"Acipenser baerii","accepted","27689","Acipenser baerii",233942,NA,"species","Brandt, 1869","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser baerii"
"10232","Pollimyrus adspersus",1020920,"Pollimyrus adspersus","accepted","203438","Pollimyrus adspersus",1020920,NA,"species","(Günther, 1866)","Teleostei","Osteoglossiformes","Mormyridae","Pollimyrus","1","0","Pollimyrus adspersus"
"10233","Exoglossum maxillingua",1026585,"Exoglossum maxillingua","accepted","1276898","Exoglossum maxillingua",1026585,NA,"species","(Lesueur, 1817)","Teleostei","Cypriniformes","Cyprinidae","Exoglossum","1","0","Exoglossum maxillingua"
"10234","Exoglossum laurae",1525447,"Exoglossum laurae","accepted","86942","Exoglossum laurae",1525447,NA,"species","(Hubbs, 1931)","Teleostei","Cypriniformes","Cyprinidae","Exoglossum","1","0","Exoglossum laurae"
"10235","Campostoma ornatum",1021386,"Campostoma ornatum","accepted","86935","Campostoma ornatum",1021386,NA,"species","Girard, 1856","Teleostei","Cypriniformes","Cyprinidae","Campostoma","1","0","Campostoma ornatum"
"10236","Clinostomus funduloides",1020304,"Clinostomus funduloides","accepted","86943","Clinostomus funduloides",1020304,NA,"species","Girard, 1856","Teleostei","Cypriniformes","Cyprinidae","Clinostomus","1","0","Clinostomus funduloides"
"10237","Cyprinella formosa",1017171,"Cyprinella formosa","accepted","86936","Cyprinella formosa",1017171,NA,"species","(Girard, 1856)","Teleostei","Cypriniformes","Cyprinidae","Cyprinella","1","0","Cyprinella formosa"
"10238","Richardsonius egregius",1019697,"Richardsonius egregius","accepted","86934","Richardsonius egregius",1019697,NA,"species","(Girard, 1858)","Teleostei","Cypriniformes","Cyprinidae","Richardsonius","1","0","Richardsonius egregius"
"10239","Pogonichthys macrolepidotus",282310,"Pogonichthys macrolepidotus","accepted","86928","Pogonichthys macrolepidotus",282310,NA,"species","(Ayres, 1854)","Teleostei","Cypriniformes","Cyprinidae","Pogonichthys","0","0","Pogonichthys macrolepidotus"
"10240","Oregonichthys kalawatseti",1011268,"Oregonichthys kalawatseti","accepted","86933","Oregonichthys kalawatseti",1011268,NA,"species","Markle, Pearsons & Bills, 1991","Teleostei","Cypriniformes","Cyprinidae","Oregonichthys","1","0","Oregonichthys kalawatseti"
"10241","Nocomis leptocephalus",1328672,"Nocomis leptocephalus","accepted","86916","Nocomis leptocephalus",1328672,NA,"species","(Girard, 1856)","Teleostei","Cypriniformes","Cyprinidae","Nocomis","1","0","Nocomis leptocephalus"
"10242","Nocomis biguttatus",1021410,"Nocomis biguttatus","accepted","86923","Nocomis biguttatus",1021410,NA,"species","(Kirtland, 1840)","Teleostei","Cypriniformes","Cyprinidae","Nocomis","1","0","Nocomis biguttatus"
"10243","Mylocheilus caurinus",281605,"Mylocheilus caurinus","accepted","86918","Mylocheilus caurinus",281605,NA,"species","(Richardson, 1836)","Teleostei","Cypriniformes","Cyprinidae","Mylocheilus","0","0","Mylocheilus caurinus"
"10244","Hybognathus nuchalis",1021474,"Hybognathus nuchalis","accepted","86920","Hybognathus nuchalis",1021474,NA,"species","Agassiz, 1855","Teleostei","Cypriniformes","Cyprinidae","Hybognathus","1","0","Hybognathus nuchalis"
"10245","Sebastes koreanus",274810,"Sebastes koreanus","accepted","290523","Sebastes koreanus",274810,NA,"species","Kim & Lee, 1994","Teleostei","Perciformes","Sebastidae","Sebastes","0","0","Sebastes koreanus"
"10246","Sebastes longispinis",274813,"Sebastes longispinis","accepted","290524","Sebastes longispinis",274813,NA,"species","(Matsubara, 1934)","Teleostei","Perciformes","Sebastidae","Sebastes","0","0","Sebastes longispinis"
"10247","Sebastes nivosus",274826,"Sebastes nivosus","accepted","290526","Sebastes nivosus",274826,NA,"species","Hilgendorf, 1880","Teleostei","Perciformes","Sebastidae","Sebastes","0","0","Sebastes nivosus"
"10248","Cyclothone livida",127285,"Cyclothone livida","accepted","48446","Cyclothone livida",127285,NA,"species","Brauer, 1902","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","0","0","Cyclothone livida"
"10249","Aphyosemion edeanum",1011654,"Aphyosemion edeanum","accepted","446418","Aphyosemion edeanum",1011654,NA,"species","Amiet, 1987","Teleostei","Cyprinodontiformes","Nothobranchiidae","Aphyosemion","1","0","Aphyosemion edeanum"
"10250","Aphyosemion lividum",1008611,"Aphyosemion lividum","accepted","502095","Aphyosemion lividum",1008611,NA,"species","Legros & Zentz, 2007","Teleostei","Cyprinodontiformes","Nothobranchiidae","Aphyosemion","1","0","Aphyosemion lividum"
"10251","Pangasius pangasius",281982,"Pangasius pangasius","accepted","8001","Pangasius pangasius",281982,NA,"species","(Hamilton, 1822)","Teleostei","Siluriformes","Pangasiidae","Pangasius","0","0","Pangasius pangasius"
"10252","Petrocephalus",270353,"Petrocephalus","accepted","55110","Petrocephalus",270353,NA,"genus","Marcusen, 1854","Teleostei","Osteoglossiformes","Mormyridae","Petrocephalus","1","0","Petrocephalus"
"10253","Sturisomatichthys citurensis",1525923,"Sturisomatichthys citurensis","accepted","503163","Sturisomatichthys citurensis",1525923,NA,"species","(Meek & Hildebrand, 1913)","Teleostei","Siluriformes","Loricariidae","Sturisomatichthys","1","0","Sturisomatichthys citurensis"
"10254","Sturisoma monopelte",1017234,"Sturisoma monopelte","accepted","503134","Sturisoma monopelte",1017234,NA,"species","Fowler, 1914","Teleostei","Siluriformes","Loricariidae","Sturisoma","1","0","Sturisoma monopelte"
"10255","Planiloricaria cryptodon",1013162,"Planiloricaria cryptodon","accepted","503161","Planiloricaria cryptodon",1013162,NA,"species","(Isbrücker, 1971)","Teleostei","Siluriformes","Loricariidae","Planiloricaria","1","0","Planiloricaria cryptodon"
"10256","Loricariichthys microdon",1017969,"Loricariichthys microdon","accepted","503151","Loricariichthys microdon",1017969,NA,"species","(Eigenmann, 1909)","Teleostei","Siluriformes","Loricariidae","Loricariichthys","1","0","Loricariichthys microdon"
"10257","Loricariichthys maculatus",1020997,"Loricariichthys maculatus","accepted","503150","Loricariichthys maculatus",1020997,NA,"species","(Bloch, 1794)","Teleostei","Siluriformes","Loricariidae","Loricariichthys","1","0","Loricariichthys maculatus"
"10258","Loricaria parnahybae",1014774,"Loricaria parnahybae","accepted","503131","Loricaria parnahybae",1014774,NA,"species","Steindachner, 1907","Teleostei","Siluriformes","Loricariidae","Loricaria","1","0","Loricaria parnahybae"
"10259","Loricaria clavipinna",1014824,"Loricaria clavipinna","accepted","503130","Loricaria clavipinna",1014824,NA,"species","Fowler, 1940","Teleostei","Siluriformes","Loricariidae","Loricaria","1","0","Loricaria clavipinna"
"10260","Limatulichthys griseus",1014775,"Limatulichthys griseus","accepted","503148","Limatulichthys griseus",1014775,NA,"species","(Eigenmann, 1909)","Teleostei","Siluriformes","Loricariidae","Limatulichthys","1","0","Limatulichthys griseus"
"10261","Crossoloricaria venezuelae",1525128,"Crossoloricaria venezuelae","accepted","337747","Crossoloricaria venezuelae",1525128,NA,"species","(Schultz, 1944)","Teleostei","Siluriformes","Loricariidae","Crossoloricaria","1","0","Crossoloricaria venezuelae"
"10262","Gouania willdenowi",126516,"Gouania willdenowi","accepted","441366","Gouania willdenowi",126516,NA,"species","(Risso, 1810)","Teleostei","Gobiesociformes","Gobiesocidae","Gouania","0","0","Gouania willdenowi"
"10263","Serranus hepatus",127042,"Serranus hepatus","accepted","357812","Serranus hepatus",127042,NA,"species","(Linnaeus, 1758)","Teleostei","Perciformes","Serranidae","Serranus","0","0","Serranus hepatus"
"10264","Serranus scriba",127043,"Serranus scriba","accepted","349661","Serranus scriba",127043,NA,"species","(Linnaeus, 1758)","Teleostei","Perciformes","Serranidae","Serranus","0","0","Serranus scriba"
"10265","Serranus atricauda",127040,"Serranus atricauda","accepted","349660","Serranus atricauda",127040,NA,"species","Günther, 1874","Teleostei","Perciformes","Serranidae","Serranus","0","0","Serranus atricauda"
"10266","Serranus cabrilla",127041,"Serranus cabrilla","accepted","94953","Serranus cabrilla",127041,NA,"species","(Linnaeus, 1758)","Teleostei","Perciformes","Serranidae","Serranus","0","0","Serranus cabrilla"
"10267","Lepidorhombus boscii",127145,"Lepidorhombus boscii","accepted","179372","Lepidorhombus boscii",127145,NA,"species","(Risso, 1810)","Teleostei","Pleuronectiformes","Scophthalmidae","Lepidorhombus","0","0","Lepidorhombus boscii"
"10268","Brachygobius kabiliensis",279977,"Brachygobius kabiliensis","accepted","228545","Brachygobius kabiliensis",279977,NA,"species","Inger, 1958","Teleostei","Gobiiformes","Gobiidae","Brachygobius","0","0","Brachygobius kabiliensis"
"10269","Trachurus trachurus",126822,"Trachurus trachurus","accepted","36212","Trachurus trachurus",126822,NA,"species","(Linnaeus, 1758)","Teleostei","Carangiformes","Carangidae","Trachurus","0","0","Trachurus trachurus"
"10270","Sillago vincenti",273955,"Sillago vincenti","accepted","483880","Sillago vincenti",273955,NA,"species","McKay, 1980","Teleostei","Eupercaria incertae sedis","Sillaginidae","Sillago","0","0","Sillago vincenti"
"10271","Pseudotriacanthus strigilifer",282479,"Pseudotriacanthus strigilifer","accepted","428496","Pseudotriacanthus strigilifer",282479,NA,"species","(Cantor, 1849)","Teleostei","Tetraodontiformes","Triacanthidae","Pseudotriacanthus","0","0","Pseudotriacanthus strigilifer"
"10272","Anguilla dieffenbachii",271703,"Anguilla dieffenbachii","accepted","61127","Anguilla dieffenbachii",271703,NA,"species","Gray, 1842","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla dieffenbachii"
"10273","Anguilla obscura",271710,"Anguilla obscura","accepted","86964","Anguilla obscura",271710,NA,"species","Günther, 1872","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla obscura"
"10274","Anguilla nebulosa nebulosa",323420,"Anguilla nebulosa nebulosa","unaccepted","86966","Anguilla nebulosa",271708,NA,"subspecies","McClelland, 1844","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla nebulosa"
"10275","Anguilla celebesensis",271702,"Anguilla celebesensis","accepted","48163","Anguilla celebesensis",271702,NA,"species","Kaup, 1856","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla celebesensis"
"10276","Anguilla malgumora",271706,"Anguilla malgumora","accepted","103812","Anguilla malgumora",271706,NA,"species","Kaup, 1856","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla malgumora"
"10277","Anguilla mossambica",217458,"Anguilla mossambica","accepted","48164","Anguilla mossambica",217458,NA,"species","(Peters, 1852)","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla mossambica"
"10278","Anguilla australis schmidti",1625969,"Anguilla australis schmidti","misspelling","86962","Anguilla australis",293541,NA,"subspecies","Richardson, 1841","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla australis"
"10279","Anguilla australis australis",271701,"Anguilla australis australis","unaccepted","86961","Anguilla australis",293541,NA,"subspecies","Richardson, 1841","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla australis"
"10280","Anguilla interioris",271704,"Anguilla interioris","accepted","86967","Anguilla interioris",271704,NA,"species","Whitley, 1938","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla interioris"
"10281","Anguilla megastoma",271707,"Anguilla megastoma","accepted","86963","Anguilla megastoma",271707,NA,"species","Kaup, 1856","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0","Anguilla megastoma"
"10282","Acnodon normani",1014164,"Acnodon normani","accepted","42541","Acnodon normani",1014164,NA,"species","Gosline, 1951","Teleostei","Characiformes","Serrasalmidae","Acnodon","1","0","Acnodon normani"
"10283","Rexea solandri",276890,"Rexea solandri","accepted","59946","Rexea solandri",276890,NA,"species","(Cuvier, 1832)","Teleostei","Scombriformes","Gempylidae","Rexea","0","0","Rexea solandri"
"10284","Oncorhynchus masou formosanus",1627139,"Oncorhynchus masou formosanus","unaccepted","173242","Oncorhynchus formosanus",1016972,"senior synonym","subspecies","(Jordan & Oshima, 1919)","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","1","0","Oncorhynchus formosanus"
"10285","Scomber colias",151174,"Scomber colias","accepted","338315","Scomber colias",151174,NA,"species","Gmelin, 1789","Teleostei","Scombriformes","Scombridae","Scomber","0","0","Scomber colias"
"10286","Symphodus tinca",273575,"Symphodus tinca","accepted","202600","Symphodus tinca",273575,NA,"species","(Linnaeus, 1758)","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0","Symphodus tinca"
"10287","Symphodus melanocercus",273570,"Symphodus melanocercus","unaccepted","202599","Centrolabrus melanocercus",1022907,"Superseded new combination","species","(Risso, 1810)","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0","Centrolabrus melanocercus"
"10288","Symphodus mediterraneus",273569,"Symphodus mediterraneus","accepted","202598","Symphodus mediterraneus",273569,NA,"species","(Linnaeus, 1758)","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","0","0","Symphodus mediterraneus"
"10289","Stethojulis albovittata",219058,"Stethojulis albovittata","accepted","290115","Stethojulis albovittata",219058,NA,"species","(Bonnaterre, 1788)","Teleostei","Eupercaria incertae sedis","Labridae","Stethojulis","0","0","Stethojulis albovittata"
"10290","Notolabrus tetricus",281792,"Notolabrus tetricus","accepted","248064","Notolabrus tetricus",281792,NA,"species","(Richardson, 1840)","Teleostei","Eupercaria incertae sedis","Labridae","Notolabrus","0","0","Notolabrus tetricus"
"10291","Labrus viridis",126968,"Labrus viridis","accepted","202588","Labrus viridis",126968,NA,"species","Linnaeus, 1758","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","0","0","Labrus viridis"
"10292","Labrus merula",126967,"Labrus merula","accepted","202587","Labrus merula",126967,NA,"species","Linnaeus, 1758","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","0","0","Labrus merula"
"10293","Tor malabaricus",1021897,"Tor malabaricus","accepted","385971","Tor malabaricus",1021897,NA,"species","(Jerdon, 1849)","Teleostei","Cypriniformes","Cyprinidae","Tor","1","0","Tor malabaricus"
"10294","Siniperca roulei",1015853,"Siniperca roulei","accepted","358392","Siniperca roulei",1015853,NA,"species","Wu, 1930","Teleostei","Centrarchiformes","Percichthyidae","Siniperca","1","0","Siniperca roulei"
"10295","Siniperca undulata",1015687,"Siniperca undulata","accepted","358388","Siniperca undulata",1015687,NA,"species","Fang & Chong, 1932","Teleostei","Centrarchiformes","Percichthyidae","Siniperca","1","0","Siniperca undulata"
"10296","Siniperca obscura",1015855,"Siniperca obscura","accepted","358390","Siniperca obscura",1015855,NA,"species","Nichols, 1930","Teleostei","Centrarchiformes","Percichthyidae","Siniperca","1","0","Siniperca obscura"
"10297","Acipenser oxyrinchus oxyrinchus",151803,"Acipenser oxyrinchus oxyrinchus","unaccepted","40147","Acipenser oxyrinchus",151802,NA,"subspecies","Mitchill, 1815","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","0","0","Acipenser oxyrinchus"
"10298","Gobiesox marmoratus",275673,"Gobiesox marmoratus","accepted","326169","Gobiesox marmoratus",275673,NA,"species","Jenyns, 1842","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox","0","0","Gobiesox marmoratus"
"10299","Girella laevifrons",314470,"Girella laevifrons","accepted","326166","Girella laevifrons",314470,NA,"species","(Tschudi, 1846)","Teleostei","Centrarchiformes","Kyphosidae","Girella","0","0","Girella laevifrons"
"10300","Tripterygion delaisi delaisi",322823,"Tripterygion delaisi delaisi","unaccepted","305757","Tripterygion delaisi",127090,NA,"subspecies","Cadenat & Blache, 1970","Teleostei","Blenniiformes","Tripterygiidae","Tripterygion","0","0","Tripterygion delaisi"
"10301","Dicologlossa hexophthalma",274298,"Dicologlossa hexophthalma","accepted","253281","Dicologlossa hexophthalma",274298,NA,"species","(Bennett, 1831)","Teleostei","Pleuronectiformes","Soleidae","Dicologlossa","0","0","Dicologlossa hexophthalma"
"10302","Synapturichthys kleinii",236492,"Synapturichthys kleinii","accepted","425391","Synapturichthys kleinii",236492,NA,"species","(Risso, 1827)","Teleostei","Pleuronectiformes","Soleidae","Synapturichthys","0","0","Synapturichthys kleinii"
"10303","Cottus gobio",127196,"Cottus gobio","accepted","100952","Cottus gobio",127196,NA,"species","Linnaeus, 1758","Teleostei","Perciformes","Cottidae","Cottus","0","0","Cottus gobio"
"10304","Cottus poecilopus",127197,"Cottus poecilopus","accepted","182643","Cottus poecilopus",127197,NA,"species","Heckel, 1837","Teleostei","Perciformes","Cottidae","Cottus","0","0","Cottus poecilopus"
"10305","Cottus czerskii",1015693,"Cottus czerskii","accepted","157167","Cottus czerskii",1015693,NA,"species","Berg, 1913","Teleostei","Perciformes","Cottidae","Cottus","1","0","Cottus czerskii"
"10306","Scorpaenodes arenai",127249,"Scorpaenodes arenai","accepted","338888","Scorpaenodes arenai",127249,NA,"species","Torchio, 1962","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes","0","0","Scorpaenodes arenai"
"10307","Scorpaena porcus",127247,"Scorpaena porcus","accepted","338887","Scorpaena porcus",127247,NA,"species","Linnaeus, 1758","Teleostei","Perciformes","Scorpaenidae","Scorpaena","0","0","Scorpaena porcus"
"10308","Scorpaena notata",127246,"Scorpaena notata","accepted","210003","Scorpaena notata",127246,NA,"species","Rafinesque, 1810","Teleostei","Perciformes","Scorpaenidae","Scorpaena","0","0","Scorpaena notata"
"10309","Scorpaena scrofa",127248,"Scorpaena scrofa","accepted","210004","Scorpaena scrofa",127248,NA,"species","Linnaeus, 1758","Teleostei","Perciformes","Scorpaenidae","Scorpaena","0","0","Scorpaena scrofa"
"10310","Oryzias profundicola",1011420,"Oryzias profundicola","accepted","291362","Oryzias profundicola",1011420,NA,"species","Kottelat, 1990","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias profundicola"
"10311","Oryzias mekongensis",1383821,"Oryzias mekongensis","accepted","126375","Oryzias mekongensis",1383821,NA,"species","Uwa & Magtoon, 1986","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias mekongensis"
"10312","Oryzias matanensis",1015395,"Oryzias matanensis","accepted","129055","Oryzias matanensis",1015395,NA,"species","(Aurich, 1935)","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias matanensis"
"10313","Oryzias marmoratus",1015394,"Oryzias marmoratus","accepted","126374","Oryzias marmoratus",1015394,NA,"species","(Aurich, 1935)","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias marmoratus"
"10314","Oryzias luzonensis",1015560,"Oryzias luzonensis","accepted","104659","Oryzias luzonensis",1015560,NA,"species","(Herre & Ablan, 1934)","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias luzonensis"
"10315","Oryzias hubbsi",1010495,"Oryzias hubbsi","accepted","291361","Oryzias hubbsi",1010495,NA,"species","Roberts, 1998","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias hubbsi"
"10316","Oryzias celebensis",1019378,"Oryzias celebensis","accepted","126373","Oryzias celebensis",1019378,NA,"species","(Weber, 1894)","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0","Oryzias celebensis"
"10317","Chaetodon trichrous",273364,"Chaetodon trichrous","accepted","281678","Chaetodon trichrous",273364,NA,"species","Günther, 1874","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","0","0","Chaetodon trichrous"
"10318","Chaetodon madagaskariensis",218731,"Chaetodon madagaskariensis","accepted","39098","Chaetodon madagaskariensis",218731,NA,"species","Ahl, 1923","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","0","0","Chaetodon madagaskariensis"
"10319","Galeus murinus",105813,"Galeus murinus","accepted","162489","Galeus murinus",105813,NA,"species","(Collett, 1904)","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus","0","0","Galeus murinus"
"10320","Apristurus aphyodes",105806,"Apristurus aphyodes","accepted","164745","Apristurus aphyodes",105806,NA,"species","Nakaya & Stehmann, 1998","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus aphyodes"
"10321","Apristurus laurussonii",105807,"Apristurus laurussonii","accepted","164746","Apristurus laurussonii",105807,NA,"species","(Saemundsson, 1922)","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus laurussonii"
"10322","Apristurus manis",105808,"Apristurus manis","accepted","164748","Apristurus manis",105808,NA,"species","(Springer, 1979)","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus manis"
"10323","Scyliorhinus stellaris",105815,"Scyliorhinus stellaris","accepted","68454","Scyliorhinus stellaris",105815,NA,"species","(Linnaeus, 1758)","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","0","0","Scyliorhinus stellaris"
"10324","Apristurus melanoasper",271345,"Apristurus melanoasper","accepted","263693","Apristurus melanoasper",271345,NA,"species","Iglésias, Nakaya & Stehmann, 2004","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus melanoasper"
"10325","Mustelus asterias",105821,"Mustelus asterias","accepted","112232","Mustelus asterias",105821,NA,"species","Cloquet, 1821","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","0","0","Mustelus asterias"
"10326","Apristurus exsanguis",271335,"Apristurus exsanguis","accepted","172660","Apristurus exsanguis",271335,NA,"species","Sato, Nakaya & Stewart, 1999","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus exsanguis"
"10327","Apristurus microps",105809,"Apristurus microps","accepted","164747","Apristurus microps",105809,NA,"species","(Gilchrist, 1922)","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","0","0","Apristurus microps"
"10328","Devario shanensis",1016077,"Devario shanensis","accepted","299715","Devario shanensis",1016077,NA,"species","(Hora, 1928)","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario shanensis"
"10329","Danio choprai",1620954,"Danio choprai","misspelling","299714","Danio choprae",1016028,NA,"species","Hora, 1928","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio choprae"
"10330","Danio kyathit",1010436,"Danio kyathit","accepted","242068","Danio kyathit",1010436,NA,"species","Fang, 1998","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio kyathit"
"10331","Heterotis niloticus",581703,"Heterotis niloticus","accepted","91721","Heterotis niloticus",581703,NA,"species","(Cuvier, 1829)","Teleostei","Osteoglossiformes","Arapaimidae","Heterotis","1","0","Heterotis niloticus"
