"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","lng","lat","gnl","gnn","fml","fmn","odl","odn","cll","cln","phl","phn","cc2","sta","cny","gsc","eag.1","lag.1","cxi","ein","lin","idt","rst","ids","rss","oli","eid","rsf","late_age","early_age","taxon_name","range"
"178",411558,"occ",39799,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.075279,44.675278,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"179",411566,"occ",39800,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.061386,44.645557,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"180",411578,"occ",39801,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Langhian",15.97,13.82,"10616;10616",-124.061386,44.645557,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Tellina",NA,"emacerata",NA,NA,NA,NA,13.82,15.97,"Tellina emacerata",2.15
"181",411579,"occ",39801,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.061386,44.645557,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"182",411634,"occ",39805,"Mytilus middendorffi cf.",3,16392,"Mytilus",5,16392,"Burdigalian",20.44,15.97,"10616;10616",-124.228615,44.429443,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",20.44,15.97,102,102,102,"Mytilus",NA,"middendorffi","cf.",NA,NA,NA,15.97,20.44,"Mytilus middendorffi cf.",4.47
"183",411640,"occ",39805,"Clinocardium nuttallii aff.",3,167957,"Clinocardium (Clinocardium) nuttallii",3,167956,"Burdigalian",20.44,15.97,"10616;10616",-124.228615,44.429443,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",20.44,15.97,102,102,102,"Clinocardium",NA,"nuttallii","aff.",NA,NA,NA,15.97,20.44,"Clinocardium nuttallii aff.",4.47
"184",411644,"occ",39805,"Tellina emacerata",3,90159,"Tellina emacerata",3,90159,"Burdigalian",20.44,15.97,"10616;10616",-124.228615,44.429443,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",20.44,15.97,102,102,102,"Tellina",NA,"emacerata",NA,NA,NA,NA,15.97,20.44,"Tellina emacerata",4.47
"185",411645,"occ",39805,"Tellina idae aff.",3,168040,"Tellina (Tellinella) idae",3,168041,"Burdigalian",20.44,15.97,"10616;10616",-124.228615,44.429443,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",20.44,15.97,102,102,102,"Tellina",NA,"idae","aff.",NA,NA,NA,15.97,20.44,"Tellina idae aff.",4.47
"186",411646,"occ",39805,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Burdigalian",20.44,15.97,"10616;10616",-124.228615,44.429443,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",20.44,15.97,102,102,102,"Macoma",NA,"albaria",NA,NA,NA,NA,15.97,20.44,"Macoma albaria",4.47
"187",411648,"occ",39805,"Macoma cf. astori",3,90162,"Macoma astori",3,90162,"Burdigalian",20.44,15.97,"10616;10616",-124.228615,44.429443,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",20.44,15.97,102,102,102,"Macoma","cf.","astori",NA,NA,NA,NA,15.97,20.44,"Macoma cf. astori",4.47
"188",411662,"occ",39807,"Macoma albaria",3,90160,"Macoma albaria",3,90160,"Langhian",15.97,13.82,"10616;10616",-124.075279,44.675278,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Oregon","Lincoln","outcrop",15.97,13.82,101,101,101,"Macoma",NA,"albaria",NA,NA,NA,NA,13.82,15.97,"Macoma albaria",2.15
"189",441948,"occ",43340,"Mytilus dichotomus",3,383722,"Mytilus dichotomus",3,383722,"Lutetian",47.8,38,"11435;11435",-121.90583,47.5,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","outcrop",47.8,38,37,108,107,"Mytilus",NA,"dichotomus",NA,"Bartonian",NA,NA,38,47.8,"Mytilus dichotomus",9.8
"190",441952,"occ",43340,"Tellina soledadensis",3,102648,"Tellina soledadensis",3,102648,"Lutetian",47.8,38,"11435;11435",-121.90583,47.5,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","outcrop",47.8,38,37,108,107,"Tellina",NA,"soledadensis",NA,"Bartonian",NA,NA,38,47.8,"Tellina soledadensis",9.8
"191",441960,"occ",43344,"Mytilus dichotomus cf.",3,383722,"Mytilus dichotomus",3,383722,"Lutetian",47.8,38,"11435;11435",-121.971664,47.421944,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","outcrop",47.8,38,37,108,107,"Mytilus",NA,"dichotomus","cf.","Bartonian",NA,NA,38,47.8,"Mytilus dichotomus cf.",9.8
"192",441974,"occ",43346,"Tellina soledadensis ?",3,102648,"Tellina soledadensis",3,102648,"Lutetian",47.8,38,"11435;11435",-121.971664,47.421944,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","outcrop",47.8,38,37,108,107,"Tellina",NA,"soledadensis","?","Bartonian",NA,NA,38,47.8,"Tellina soledadensis ?",9.8
"193",441983,"occ",43347,"Mytilus dichotomus",3,383722,"Mytilus dichotomus",3,383722,"Lutetian",47.8,38,"11435;11435",-121.971664,47.421944,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","outcrop",47.8,38,37,108,107,"Mytilus",NA,"dichotomus",NA,"Bartonian",NA,NA,38,47.8,"Mytilus dichotomus",9.8
"194",515875,"occ",52204,"Mytilus dichotomus",3,383722,"Mytilus dichotomus",3,383722,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Mytilus",NA,"dichotomus",NA,NA,NA,NA,38,41.3,"Mytilus dichotomus",3.3
"195",515895,"occ",52204,"Tellina cowlitzensis",3,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"cowlitzensis",NA,NA,NA,NA,38,41.3,"Tellina cowlitzensis",3.3
"196",515896,"occ",52204,"Tellina sp. A informal",5,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"sp. A","informal",NA,NA,NA,38,41.3,"Tellina sp. A informal",3.3
"197",515897,"occ",52204,"Tellina sp. B informal",5,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"sp. B","informal",NA,NA,NA,38,41.3,"Tellina sp. B informal",3.3
"198",516038,"occ",52208,"Mytilus dichotomus",3,383722,"Mytilus dichotomus",3,383722,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Mytilus",NA,"dichotomus",NA,NA,NA,NA,38,41.3,"Mytilus dichotomus",3.3
"199",516042,"occ",52207,"Mytilus dichotomus",3,383722,"Mytilus dichotomus",3,383722,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Mytilus",NA,"dichotomus",NA,NA,NA,NA,38,41.3,"Mytilus dichotomus",3.3
"200",516044,"occ",52207,"Septifer dichotomus",3,402410,"Septifer dichotomus",3,402410,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Septifer",NA,"dichotomus",NA,NA,NA,NA,38,41.3,"Septifer dichotomus",3.3
"201",516051,"occ",52207,"Tellina cowlitzensis",3,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"cowlitzensis",NA,NA,NA,NA,38,41.3,"Tellina cowlitzensis",3.3
"202",516086,"occ",52206,"Tellina sp. A informal",5,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"sp. A","informal",NA,NA,NA,38,41.3,"Tellina sp. A informal",3.3
"203",516170,"occ",52205,"Tellina sp. A informal",5,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"sp. A","informal",NA,NA,NA,38,41.3,"Tellina sp. A informal",3.3
"204",516171,"occ",52205,"Tellina sp. B informal",5,18314,"Tellina",5,18314,"Bartonian",41.3,38,"14035;14035",-122.960281,46.4025,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Lewis","outcrop",41.3,38,107,107,107,"Tellina",NA,"sp. B","informal",NA,NA,NA,38,41.3,"Tellina sp. B informal",3.3
"205",516878,"occ",52362,"Mytilus sammamishensis",3,400436,"Mytilus sammamishensis",3,400436,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,"outcrop",28.1,23.03,104,104,104,"Mytilus",NA,"sammamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus sammamishensis",5.07
"206",516896,"occ",52366,"Mytilus sammamishensis",3,400436,"Mytilus sammamishensis",3,400436,"Chattian",28.1,23.03,"14086;14086",-122.032501,47.529999,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","outcrop",28.1,23.03,104,104,104,"Mytilus",NA,"sammamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus sammamishensis",5.07
"207",516900,"occ",52362,"Mytilus snohomishensis",3,352511,"Mytilus snohomishensis",3,352511,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,"outcrop",28.1,23.03,104,104,104,"Mytilus",NA,"snohomishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus snohomishensis",5.07
"208",516901,"occ",52362,"Mytilus stillaguamishensis",3,401414,"Mytilus stillaguamishensis",3,401414,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,"outcrop",28.1,23.03,104,104,104,"Mytilus",NA,"stillaguamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus stillaguamishensis",5.07
"209",516903,"occ",52362,"Volsella trinominata",3,401418,"Modiolus trinominata",3,401417,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,"outcrop",28.1,23.03,104,104,104,"Volsella",NA,"trinominata",NA,NA,NA,NA,23.03,28.1,"Volsella trinominata",5.07
"210",516919,"occ",52362,"Macoma snohomishensis",3,17852,"Macoma",5,17852,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,"outcrop",28.1,23.03,104,104,104,"Macoma",NA,"snohomishensis",NA,NA,NA,NA,23.03,28.1,"Macoma snohomishensis",5.07
"211",516921,"occ",52356,"Volsella trinominata",3,401418,"Modiolus trinominata",3,401417,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Kitsap","outcrop",28.1,23.03,104,104,104,"Volsella",NA,"trinominata",NA,NA,NA,NA,23.03,28.1,"Volsella trinominata",5.07
"212",516930,"occ",52362,"Macoma twinensis",3,90161,"Macoma (Macoma) twinensis",3,363030,"Chattian",28.1,23.03,"14086;14086",-122.478889,47.583611,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,"outcrop",28.1,23.03,104,104,104,"Macoma",NA,"twinensis",NA,NA,NA,NA,23.03,28.1,"Macoma twinensis",5.07
"213",517000,"occ",52357,"Macoma twinensis",3,90161,"Macoma (Macoma) twinensis",3,363030,"Chattian",28.1,23.03,"14086;14086",-123.953888,48.164722,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Clallam","outcrop",28.1,23.03,104,104,104,"Macoma",NA,"twinensis",NA,NA,NA,NA,23.03,28.1,"Macoma twinensis",5.07
"214",517006,"occ",52377,"Mytilus snohomishensis",3,352511,"Mytilus snohomishensis",3,352511,"Chattian",28.1,23.03,"14086;14086",-122.099167,47.847778,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Snohomish","outcrop",28.1,23.03,104,104,104,"Mytilus",NA,"snohomishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus snohomishensis",5.07
"215",517007,"occ",52377,"Macoma snohomishensis",3,17852,"Macoma",5,17852,"Chattian",28.1,23.03,"14086;14086",-122.099167,47.847778,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Snohomish","outcrop",28.1,23.03,104,104,104,"Macoma",NA,"snohomishensis",NA,NA,NA,NA,23.03,28.1,"Macoma snohomishensis",5.07
"216",517008,"occ",52378,"Mytilus stillaguamishensis",3,401414,"Mytilus stillaguamishensis",3,401414,"Chattian",28.1,23.03,"14086;14086",-122.099167,47.847778,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Snohomish","outcrop",28.1,23.03,104,104,104,"Mytilus",NA,"stillaguamishensis",NA,NA,NA,NA,23.03,28.1,"Mytilus stillaguamishensis",5.07
"217",557192,"occ",57689,"Clinocardium coosense",3,118434,"Clinocardium (Clinocardium) coosense",3,421914,"Late Miocene",11.608,5.333,"15513;15513",-132.083328,53.833332,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,"outcrop",11.608,5.333,35,99,98,"Clinocardium",NA,"coosense",NA,NA,NA,NA,5.333,11.608,"Clinocardium coosense",6.275
"218",557193,"occ",57689,"Clinocardium ? sp.",5,17485,"Clinocardium",5,17485,"Late Miocene",11.608,5.333,"15513;15513",-132.083328,53.833332,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,"outcrop",11.608,5.333,35,99,98,"Clinocardium","?","sp.",NA,NA,NA,NA,5.333,11.608,"Clinocardium ? sp.",6.275
"219",595329,"occ",63088,"Mytilus sp.",5,16392,"Mytilus",5,16392,"Chattian",28.1,23.03,"18169;18169",-124.599998,48.566666,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia","Vancouver Island",NA,28.1,23.03,104,104,104,"Mytilus",NA,"sp.",NA,NA,NA,NA,23.03,28.1,"Mytilus sp.",5.07
"220",658958,"occ",71059,"Clinocardium (Clinocardium) nuttallii",3,167956,"Clinocardium (Clinocardium) nuttallii",3,167956,"Late Pleistocene",0.126,0.0117,"18663;18663",-122.419724,47.575832,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Clinocardium",NA,"nuttallii",NA,NA,29909,NA,0.0117,0.126,"Clinocardium (Clinocardium) nuttallii",0.1143
"221",658959,"occ",71059,"Cardium decoratum",3,169230,"Clinocardium (Clinocardium) nuttallii",3,167956,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Cardium",NA,"decoratum",NA,NA,NA,NA,0.0117,0.126,"Cardium decoratum",0.1143
"222",658961,"occ",71059,"Macoma inquinata",3,98003,"Macoma inquinata",3,98003,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Macoma",NA,"inquinata",NA,NA,NA,NA,0.0117,0.126,"Macoma inquinata",0.1143
"223",658962,"occ",71059,"Macoma nasuta",3,168024,"Macoma nasuta",3,168024,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Macoma",NA,"nasuta",NA,NA,NA,NA,0.0117,0.126,"Macoma nasuta",0.1143
"224",658963,"occ",71059,"Mya arenaria",3,95559,"Mya (Arenomya) arenaria",3,101900,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Mya",NA,"arenaria",NA,NA,NA,NA,0.0117,0.126,"Mya arenaria",0.1143
"225",658964,"occ",71059,"Mya truncata",3,90723,"Mya (Mya) truncata",3,90725,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Mya",NA,"truncata",NA,NA,NA,NA,0.0117,0.126,"Mya truncata",0.1143
"226",658965,"occ",71059,"Mytilus edulis",3,87571,"Mytilus edulis",3,87571,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Mytilus",NA,"edulis",NA,NA,NA,NA,0.0117,0.126,"Mytilus edulis",0.1143
"227",658968,"occ",71059,"Saxidomus giganteus",3,167973,"Saxidomus giganteus",3,167973,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Saxidomus",18216,"Veneridae",62779,"Veneroidei",17297,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Saxidomus",NA,"giganteus",NA,NA,NA,NA,0.0117,0.126,"Saxidomus giganteus",0.1143
"228",658969,"occ",71059,"Saxicava arctica",3,97918,"Hiatella arctica",3,107596,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Hiatella",18462,"Hiatellidae",60654,"Hiatellida",205310,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Saxicava",NA,"arctica",NA,NA,NA,NA,0.0117,0.126,"Saxicava arctica",0.1143
"229",658973,"occ",71059,"Paphia staminea",3,293221,"Leukoma staminea",3,249453,"Late Pleistocene",0.126,0.0117,"23806;23806",-122.419724,47.575832,"Leukoma",90372,"Veneridae",62779,"Veneroidei",17297,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King","local area",0.126,0.0117,922,922,922,"Paphia",NA,"staminea",NA,NA,NA,NA,0.0117,0.126,"Paphia staminea",0.1143
"230",659770,"occ",71109,"Cardium meekianum",3,168177,"Clinocardium (Clinocardium) meekianum",3,168178,"Late Pliocene",3.6,0.781,"23803;23803",-124.293335,47.347221,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Grays Harbor","local area",3.6,0.781,1,96,740,"Cardium",NA,"meekianum",NA,"Early Pleistocene",NA,NA,0.781,3.6,"Cardium meekianum",2.819
"231",659788,"occ",71111,"Mytilus edulis",3,87571,"Mytilus edulis",3,87571,"Late Pliocene",3.6,0.781,"23803;23803",-124.293335,47.347221,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Grays Harbor","local area",3.6,0.781,1,96,740,"Mytilus",NA,"edulis",NA,"Early Pleistocene",NA,NA,0.781,3.6,"Mytilus edulis",2.819
"232",700279,"occ",75232,"Oncorhynchus sp.",5,35518,"Oncorhynchus",5,35518,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Oncorhynchus",35518,"Salmonidae",265822,"Salmoniformes",35506,"Actinopteri",94889,"Chordata",33815,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Oncorhynchus",NA,"sp.",NA,NA,NA,NA,0.0117,0.126,"Oncorhynchus sp.",0.1143
"233",700302,"occ",75232,"Saxidomus giganteus",3,167973,"Saxidomus giganteus",3,167973,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Saxidomus",18216,"Veneridae",62779,"Veneroidei",17297,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Saxidomus",NA,"giganteus",NA,NA,NA,NA,0.0117,0.126,"Saxidomus giganteus",0.1143
"234",700303,"occ",75232,"Protothaca staminea",3,167972,"Leukoma staminea",3,249453,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Leukoma",90372,"Veneridae",62779,"Veneroidei",17297,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Protothaca",NA,"staminea",NA,NA,NA,NA,0.0117,0.126,"Protothaca staminea",0.1143
"235",700304,"occ",75232,"Mya truncata",3,90723,"Mya (Mya) truncata",3,90725,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Mya",NA,"truncata",NA,NA,NA,NA,0.0117,0.126,"Mya truncata",0.1143
"236",700305,"occ",75232,"Macoma nasuta",3,168024,"Macoma nasuta",3,168024,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Macoma",NA,"nasuta",NA,NA,NA,NA,0.0117,0.126,"Macoma nasuta",0.1143
"237",700307,"occ",75232,"Mytilus trossulus",3,115497,"Mytilus trossulus",3,115497,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Mytilus",NA,"trossulus",NA,NA,NA,NA,0.0117,0.126,"Mytilus trossulus",0.1143
"238",700308,"occ",75232,"Hiatella arctica",3,107596,"Hiatella arctica",3,107596,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Hiatella",18462,"Hiatellidae",60654,"Hiatellida",205310,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Hiatella",NA,"arctica",NA,NA,NA,NA,0.0117,0.126,"Hiatella arctica",0.1143
"239",700310,"occ",75232,"Clinocardium nuttallii",3,167957,"Clinocardium (Clinocardium) nuttallii",3,167956,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Clinocardium",17485,"Cardiidae",59532,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Clinocardium",NA,"nuttallii",NA,NA,NA,NA,0.0117,0.126,"Clinocardium nuttallii",0.1143
"240",700315,"occ",75232,"Strongylocentrotus droebachiensis",3,141756,"Strongylocentrotus droebachiensis",3,141756,"Late Pleistocene",0.126,0.0117,"25401;25401",-124.973999,49.717701,"Strongylocentrotus",33065,"Strongylocentrotidae",141750,"Camarodonta",168442,"Echinoidea",168786,"Echinodermata",30739,"CA","British Columbia",NA,NA,0.126,0.0117,922,922,922,"Strongylocentrotus",NA,"droebachiensis",NA,NA,NA,NA,0.0117,0.126,"Strongylocentrotus droebachiensis",0.1143
"241",806618,"occ",88120,"Mya ? sp.",5,18473,"Mya",5,18473,"Barremian",129.4,125,"13296;13296",-127.648331,50.605,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,"outcrop",129.4,125,120,120,120,"Mya","?","sp.",NA,NA,NA,NA,125,129.4,"Mya ? sp.",4.40000000000001
"242",806622,"occ",88121,"Mya ? sp.",5,18473,"Mya",5,18473,"Barremian",129.4,125,"13296;13296",-127.648331,50.605,"Mya",18473,"Myidae",61232,"Pholadida",244443,"Bivalvia",16005,"Mollusca",7805,"CA","British Columbia",NA,"outcrop",129.4,125,120,120,120,"Mya","?","sp.",NA,NA,NA,NA,125,129.4,"Mya ? sp.",4.40000000000001
