Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
2916,Isla,Isla,852024,852028,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2917,*Axoclinus nigricaudus,Axoclinus nigricaudus,852321,852343,12.94,2,NO_ANNOT,,,Exact,0,"Axoclinus nigricaudus Allen & Robertson, 1991",Axoclinus nigricaudus,K4B9,1,Catalogue of Life,
2918,Enneanectes;,Enneanectes,852735,852747,3.67,1,NO_ANNOT,,,Exact,0,Enneanectes,Enneanectes,4BXB,1,Catalogue of Life,
2919,Axoclinus storeyae,Axoclinus storeyae,852810,852828,11.61,2,NO_ANNOT,,,Exact,0,"Axoclinus storeyae (Brock, 1940)",Axoclinus storeyae,K4BB,1,Catalogue of Life,
2920,*Crocodilichthys gracilis,Crocodilichthys gracilis,853454,853479,13.27,2,NO_ANNOT,,,Exact,0,"Crocodilichthys gracilis Allen & Robertson, 1991",Crocodilichthys gracilis,ZKHQ,1,Catalogue of Life,
2921,Enneanectes carminalis,Enneanectes carminalis,853849,853871,11.08,2,NO_ANNOT,,,Exact,0,"Enneanectes carminalis (Jordan & Gilbert, 1882)",Enneanectes carminalis,39VWJ,1,Catalogue of Life,
2922,Axoclinus;,Axoclinus,854445,854455,5.76,1,NO_ANNOT,,,Exact,0,Axoclinus,Axoclinus,36TT,1,Catalogue of Life,
2923,Enneanectes sexmaculatus,Enneanectes sexmaculatus,854517,854541,11.71,2,NO_ANNOT,,,Exact,0,"Enneanectes sexmaculatus (Fowler, 1944)",Enneanectes sexmaculatus,39VWV,1,Catalogue of Life,
2924,Enneanectes reticulatus,Enneanectes reticulatus,854557,854580,11.81,2,NO_ANNOT,,,Exact,0,"Enneanectes reticulatus Allen & Robertson, 1991",Enneanectes reticulatus,6FC9L,1,Catalogue of Life,
2925,Isla,Isla,854717,854721,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2926,Enneanectes,Enneanectes,855077,855088,3.67,1,NO_ANNOT,,,Exact,0,Enneanectes,Enneanectes,4BXB,1,Catalogue of Life,
2927,Isla,Isla,855093,855097,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2928,Dactylagnus mundus,Dactylagnus mundus,855252,855270,12.16,2,NO_ANNOT,,,Exact,0,"Dactylagnus mundus Gill, 1863",Dactylagnus mundus,33TPR,1,Catalogue of Life,
2929,Dactylagnus parvus,Dactylagnus parvus,855634,855652,11.60,2,NO_ANNOT,,,Exact,0,"Dactylagnus parvus Dawson, 1976",Dactylagnus parvus,33TPS,1,Catalogue of Life,
2930,Dactyloscopus elongatus,Dactyloscopus elongatus,855862,855885,14.24,2,NO_ANNOT,,,Exact,0,"Dactyloscopus elongatus Myers & Wade, 1946",Dactyloscopus elongatus,33WQ5,1,Catalogue of Life,
2931,Dactyloscopus heraldi,Dactyloscopus heraldi,856429,856450,12.04,2,NO_ANNOT,,,Exact,0,"Dactyloscopus heraldi Dawson, 1975",Dactyloscopus heraldi,6BZPQ,1,Catalogue of Life,
2932,Dactyloscopus lunaticus,Dactyloscopus lunaticus,856876,856899,13.68,2,NO_ANNOT,,,Exact,0,"Dactyloscopus lunaticus Gilbert, 1890",Dactyloscopus lunaticus,6BZQ2,1,Catalogue of Life,
2933,"Tosca,",Tosca,856993,856999,3.83,1,NO_ANNOT,,,Exact,0,Tosca,Tosca,7XYQ,1,Catalogue of Life,
2934,Dactyloscopus pectoralis,Dactyloscopus pectoralis,857235,857259,10.43,2,NO_ANNOT,,,Exact,0,"Dactyloscopus pectoralis Gill, 1861",Dactyloscopus pectoralis,33WQK,1,Catalogue of Life,
2935,Gillellus arenicola,Gillellus arenicola,857580,857599,12.94,2,NO_ANNOT,,,Exact,0,"Gillellus arenicola Gilbert, 1890",Gillellus arenicola,3G2YR,1,Catalogue of Life,
2936,Gillellus semicinctus,Gillellus semicinctus,858142,858163,14.06,2,NO_ANNOT,,,Exact,0,"Gillellus semicinctus Gilbert, 1890",Gillellus semicinctus,3G2Z9,1,Catalogue of Life,
2937,Isla,Isla,858278,858282,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2938,"Eugenia,",Eugenia,858315,858323,3.62,1,NO_ANNOT,,,Exact,0,Eugenia L.,Eugenia,4FLN,1,Catalogue of Life,
2939,Heteristius cinctus,Heteristius cinctus,858641,858660,12.63,2,NO_ANNOT,,,Exact,0,"Heteristius cinctus (Osburn & Nichols, 1916)",Heteristius cinctus,6LQXG,1,Catalogue of Life,
2940,Myxodagnus opercularis,Myxodagnus opercularis,859095,859117,13.59,2,NO_ANNOT,,,Exact,0,"Myxodagnus opercularis Gill, 1861",Myxodagnus opercularis,744V6,1,Catalogue of Life,
2941,Entomacrodus chiostictus,Entomacrodus chiostictus,859428,859452,13.63,2,NO_ANNOT,,,Exact,0,"Entomacrodus chiostictus (Jordan & Gilbert, 1882)",Entomacrodus chiostictus,6FFPD,1,Catalogue of Life,
2942,Hypsoblennius brevipinnis,Hypsoblennius brevipinnis,860190,860215,13.20,2,NO_ANNOT,,,Exact,0,"Hypsoblennius brevipinnis (Günther, 1861)",Hypsoblennius brevipinnis,6N53L,1,Catalogue of Life,
2943,Hypsoblennius gentilis,Hypsoblennius gentilis,860924,860946,12.73,2,NO_ANNOT,,,Exact,0,"Hypsoblennius gentilis (Girard, 1854)",Hypsoblennius gentilis,6N53G,1,Catalogue of Life,
2944,Hypsoblennius gilberti,Hypsoblennius gilberti,861325,861347,11.02,2,NO_ANNOT,,,Exact,0,"Hypsoblennius gilberti (Jordan, 1882)",Hypsoblennius gilberti,6MSRF,1,Catalogue of Life,
2945,(Eschmeyer,Eschmeyer,861897,861907,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2946,Hypsoblennius jenkinsi,Hypsoblennius jenkinsi,861927,861949,11.39,2,NO_ANNOT,,,Exact,0,"Hypsoblennius jenkinsi (Jordan & Evermann, 1896)",Hypsoblennius jenkinsi,6N4RH,1,Catalogue of Life,
2947,(Eschmeyer,Eschmeyer,862011,862021,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2948,Ophioblennius steindachneri,Ophioblennius steindachneri,862399,862426,13.31,2,NO_ANNOT,,,Exact,0,"Ophioblennius steindachneri Jordan & Evermann, 1898",Ophioblennius steindachneri,49VWS,1,Catalogue of Life,
2949,Isla,Isla,862612,862616,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2950,Isla,Isla,862753,862757,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2951,Plagiotremus azaleus,Plagiotremus azaleus,863257,863277,12.42,2,NO_ANNOT,,,Exact,0,"Plagiotremus azaleus (Jordan & Bollman, 1890)",Plagiotremus azaleus,4JHKP,1,Catalogue of Life,
2952,Isla,Isla,863467,863471,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2953,Gibbonsia elegans,Gibbonsia elegans,864199,864216,9.24,2,NO_ANNOT,,,Exact,0,"Gibbonsia elegans (Cooper, 1864)",Gibbonsia elegans,3FZF5,1,Catalogue of Life,
2954,Isla,Isla,864489,864493,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2955,(Eschmeyer,Eschmeyer,864504,864514,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2956,Eschmeyer,Eschmeyer,864602,864611,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2957,Gibbonsia evides,Gibbonsia evides,864681,864697,9.74,2,NO_ANNOT,,,Exact,0,"Gibbonsia evides (Jordan & Gilbert, 1883)",Gibbonsia evides,3FZF7,1,Catalogue of Life,
2958,Eschmeyer,Eschmeyer,864701,864710,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2959,Gibbonsia metzi,Gibbonsia metzi,864766,864781,8.78,2,NO_ANNOT,,,Exact,0,"Gibbonsia metzi Hubbs, 1927",Gibbonsia metzi,3FZF8,1,Catalogue of Life,
2960,Eschmeyer,Eschmeyer,865012,865021,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2961,Gibbonsia montereyensis,Gibbonsia montereyensis,865158,865181,11.91,2,NO_ANNOT,,,Exact,0,"Gibbonsia montereyensis Hubbs, 1927",Gibbonsia montereyensis,3FZF9,1,Catalogue of Life,
2962,Isla,Isla,865398,865402,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2963,Isla,Isla,865636,865640,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2964,Isla,Isla,865674,865678,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2965,Gibbonsia erythra,Gibbonsia erythra,866000,866017,9.51,2,NO_ANNOT,,,Exact,0,"Gibbonsia erythra Hubbs, 1952",Gibbonsia erythra,3FZF6,1,Catalogue of Life,
2966,Heterostichus rostratus,Heterostichus rostratus,866083,866106,13.16,2,NO_ANNOT,,,Exact,0,"Heterostichus rostratus Girard, 1854",Heterostichus rostratus,6M68P,1,Catalogue of Life,
2967,Isla,Isla,866252,866256,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2968,Eschmeyer,Eschmeyer,866446,866455,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
2969,Alloclinus holderi,Alloclinus holderi,866516,866534,12.93,2,NO_ANNOT,,,Exact,0,"Alloclinus holderi (Lauderbach, 1907)",Alloclinus holderi,BVLN,1,Catalogue of Life,
2970,Isla,Isla,866685,866689,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2971,*Brockius striatus,Brockius striatus,867254,867272,12.37,2,NO_ANNOT,,,Exact,0,"Brockius striatus (Hubbs, 1953)",Brockius striatus,NC8M,1,Catalogue of Life,
2972,Labrisomus striatus,Labrisomus striatus,867799,867818,13.05,2,NO_ANNOT,,,Exact,0,"Labrisomus striatus Hubbs, 1953",Labrisomus striatus,6NPRK,1,Catalogue of Life,
2973,Brockius.,Brockius,867834,867843,4.81,1,NO_ANNOT,,,Exact,0,Brockius,Brockius,62GRN,1,Catalogue of Life,
2974,Cryptotrema corallinum,Cryptotrema corallinum,867845,867867,13.29,2,NO_ANNOT,,,Exact,0,"Cryptotrema corallinum Gilbert, 1890",Cryptotrema corallinum,6BNBM,1,Catalogue of Life,
2975,*Dialommus macrocephalus,Dialommus macrocephalus,868282,868306,12.81,2,NO_ANNOT,,,Exact,0,"Dialommus macrocephalus (Günther, 1861)",Dialommus macrocephalus,3594L,1,Catalogue of Life,
2976,Labrisomus multiporosus,Labrisomus multiporosus,868647,868670,12.91,2,NO_ANNOT,,,Exact,0,"Labrisomus multiporosus Hubbs, 1953",Labrisomus multiporosus,6NPRN,1,Catalogue of Life,
2977,"Chincha,",Chincha,868899,868907,4.29,1,NO_ANNOT,,,Exact,0,"Chincha Lesson, 1842",Chincha,urn:lsid:irmng.org:taxname:1449522,181,IRMNG,
2978,Labrisomus wigginsi,Labrisomus wigginsi,869243,869262,11.29,2,NO_ANNOT,,,Exact,0,"Labrisomus wigginsi Hubbs, 1953",Labrisomus wigginsi,6NQ3K,1,Catalogue of Life,
2979,"Eugenia,",Eugenia,869348,869356,3.62,1,NO_ANNOT,,,Exact,0,Eugenia L.,Eugenia,4FLN,1,Catalogue of Life,
2980,Seco,Seco,869491,869495,2.08,1,NO_ANNOT,,,Exact,0,"Seco Hall & Harvey, 2002",Seco,urn:lsid:irmng.org:taxname:1168547,181,IRMNG,
2981,Labrisomus xanti,Labrisomus xanti,869882,869898,9.92,2,NO_ANNOT,,,Exact,0,"Labrisomus xanti Gill, 1860",Labrisomus xanti,6NPRJ,1,Catalogue of Life,
2982,Malacoctenus ebisui,Malacoctenus ebisui,870449,870468,10.36,2,NO_ANNOT,,,Exact,0,"Malacoctenus ebisui Springer, 1959",Malacoctenus ebisui,3XKJD,1,Catalogue of Life,
2983,Malacoctenus gigas,Malacoctenus gigas,870957,870975,10.54,2,NO_ANNOT,,,Exact,0,"Malacoctenus gigas Springer, 1959",Malacoctenus gigas,3XKJF,1,Catalogue of Life,
2984,Isla,Isla,871053,871057,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2985,Malacoctenus hubbsi,Malacoctenus hubbsi,871547,871566,11.06,2,NO_ANNOT,,,Exact,0,"Malacoctenus hubbsi Springer, 1959",Malacoctenus hubbsi,3XKJH,1,Catalogue of Life,
2986,M. polyporosus,M. polyporosus,871827,871841,7.19,2,NO_ANNOT,,,NoMatch,,,,,,,
2987,M. polyporosus,M. polyporosus,872411,872425,7.19,2,NO_ANNOT,,,NoMatch,,,,,,,
2988,M. hubbsi polyporosus);,M. hubbsi polyporosus,872438,872461,9.94,3,NO_ANNOT,,,NoMatch,,,,,,,
2989,Malacoctenus mexicanus,Malacoctenus mexicanus,872570,872592,13.53,2,NO_ANNOT,,,Exact,0,"Malacoctenus mexicanus Springer, 1959",Malacoctenus mexicanus,3XKJL,1,Catalogue of Life,
2990,Malacoctenus tetranemus,Malacoctenus tetranemus,873078,873101,13.02,2,NO_ANNOT,,,Exact,0,"Malacoctenus tetranemus (Cope, 1877)",Malacoctenus tetranemus,3XKJP,1,Catalogue of Life,
2991,Malacoctenus afuerae),Malacoctenus afuerae,873336,873357,12.32,2,NO_ANNOT,,,Exact,0,"Malacoctenus afuerae (Hildebrand, 1946)",Malacoctenus afuerae,3XKHZ,1,Catalogue of Life,
2992,Malacoctenus zacae,Malacoctenus zacae,873672,873690,11.24,2,NO_ANNOT,,,Exact,0,"Malacoctenus zacae Springer, 1959",Malacoctenus zacae,3XKJS,1,Catalogue of Life,
2993,Isla,Isla,873770,873774,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
2994,Malacoctenus zonifer,Malacoctenus zonifer,874005,874025,11.55,2,NO_ANNOT,,,Exact,0,"Malacoctenus zonifer (Jordan & Gilbert, 1882)",Malacoctenus zonifer,3XKJT,1,Catalogue of Life,
2995,Paraclinus altivelis,Paraclinus altivelis,874515,874535,13.23,2,NO_ANNOT,,,Exact,0,"Paraclinus altivelis (Lockington, 1881)",Paraclinus altivelis,4CQCY,1,Catalogue of Life,
2996,Paraclinus asper,Paraclinus asper,875009,875025,5.54,2,NO_ANNOT,,,Exact,0,Paraclinus asper,Paraclinus asper,7651560,179,Open Tree of Life,
2997,Exerpes.,Exerpes,875456,875464,3.52,1,NO_ANNOT,,,Exact,0,Exerpes,Exerpes,62SXX,1,Catalogue of Life,
2998,Paraclinus beebei,Paraclinus beebei,875466,875483,10.70,2,NO_ANNOT,,,Exact,0,"Paraclinus beebei Hubbs, 1952",Paraclinus beebei,4CQD3,1,Catalogue of Life,
2999,"Seco,",Seco,875567,875572,2.08,1,NO_ANNOT,,,Exact,0,"Seco Hall & Harvey, 2002",Seco,urn:lsid:irmng.org:taxname:1168547,181,IRMNG,
3000,Paraclinus integripinnis,Paraclinus integripinnis,875788,875812,13.46,2,NO_ANNOT,,,Exact,0,"Paraclinus integripinnis (Smith, 1880)",Paraclinus integripinnis,75NNH,1,Catalogue of Life,
3001,Paraclinus magdalenae,Paraclinus magdalenae,876159,876180,12.67,2,NO_ANNOT,,,Exact,0,"Paraclinus magdalenae Rosenblatt & Parr, 1969",Paraclinus magdalenae,4CQDB,1,Catalogue of Life,
3002,*Paraclinus mexicanus,Paraclinus mexicanus,876420,876441,13.18,2,NO_ANNOT,,,Exact,0,"Paraclinus mexicanus (Gilbert, 1904)",Paraclinus mexicanus,4CQDD,1,Catalogue of Life,
3003,Isla,Isla,876582,876586,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3004,Paraclinus sini,Paraclinus sini,876808,876823,10.58,2,NO_ANNOT,,,Exact,0,"Paraclinus sini Hubbs, 1952",Paraclinus sini,4CQDK,1,Catalogue of Life,
3005,Paraclinus stephensi,Paraclinus stephensi,877082,877102,11.88,2,NO_ANNOT,,,Exact,0,"Paraclinus stephensi Rosenblatt & Parr, 1969",Paraclinus stephensi,4CQDM,1,Catalogue of Life,
3006,*Paraclinus tanygnathus,Paraclinus tanygnathus,877376,877399,12.95,2,NO_ANNOT,,,Exact,0,"Paraclinus tanygnathus Rosenblatt & Parr, 1969",Paraclinus tanygnathus,4CQDN,1,Catalogue of Life,
3007,Paraclinus walkeri,Paraclinus walkeri,877649,877667,12.93,2,NO_ANNOT,,,Exact,0,"Paraclinus walkeri Hubbs, 1952",Paraclinus walkeri,4CQDP,1,Catalogue of Life,
3008,Starksia guadalupae,Starksia guadalupae,877956,877975,8.71,2,NO_ANNOT,,,Exact,0,"Starksia guadalupae Rosenblatt & Taylor, 1971",Starksia guadalupae,6ZFXX,1,Catalogue of Life,
3009,Isla,Isla,878144,878148,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3010,*Starksia spinipenis,Starksia spinipenis,878672,878692,11.18,2,NO_ANNOT,,,Exact,0,"Starksia spinipenis (Al-Uthman, 1960)",Starksia spinipenis,4ZKRK,1,Catalogue of Life,
3011,*Xenomedea rhodopyga,Xenomedea rhodopyga,879059,879079,11.08,2,NO_ANNOT,,,Exact,0,"Xenomedea rhodopyga Rosenblatt & Taylor, 1971",Xenomedea rhodopyga,7FWBY,1,Catalogue of Life,
3012,Chaenopsidae,Chaenopsidae,879461,879473,4.81,1,NO_ANNOT,,,Exact,0,Chaenopsidae,Chaenopsidae,7YC,1,Catalogue of Life,
3013,*Acanthemblemaria balanorum,Acanthemblemaria balanorum,879490,879517,13.19,2,NO_ANNOT,,,Exact,0,"Acanthemblemaria balanorum Brock, 1940",Acanthemblemaria balanorum,8THZ,1,Catalogue of Life,
3014,Isla,Isla,879698,879702,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3015,*Acanthemblemaria crockeri,Acanthemblemaria crockeri,879826,879852,13.17,2,NO_ANNOT,,,Exact,0,"Acanthemblemaria crockeri Beebe & Tee-Van, 1938",Acanthemblemaria crockeri,8TJ5,1,Catalogue of Life,
3016,Acanthemblemaria hastingsi,Acanthemblemaria hastingsi,880124,880150,10.69,2,NO_ANNOT,,,Exact,0,"Acanthemblemaria hastingsi Lin & Galland, 2010",Acanthemblemaria hastingsi,8TJB,1,Catalogue of Life,
3017,Chaenopsis alepidota,Chaenopsis alepidota,880522,880542,11.17,2,NO_ANNOT,,,Exact,0,"Chaenopsis alepidota (Gilbert, 1890)",Chaenopsis alepidota,T9M3,1,Catalogue of Life,
3018,Cirriemblemaria lucasana,Cirriemblemaria lucasana,881213,881237,12.59,2,NO_ANNOT,,,Exact,0,"Cirriemblemaria lucasana (Stephens, 1963)",Cirriemblemaria lucasana,VGYK,1,Catalogue of Life,
3019,*Coralliozetus angelicus,Coralliozetus angelicus,881654,881678,13.23,2,NO_ANNOT,,,Exact,0,"Coralliozetus angelicus (Böhlke & Mead, 1957)",Coralliozetus angelicus,5ZZJJ,1,Catalogue of Life,
3020,Coralliozetus micropes,Coralliozetus micropes,882146,882168,12.19,2,NO_ANNOT,,,Exact,0,"Coralliozetus micropes (Beebe & Tee-Van, 1938)",Coralliozetus micropes,5ZZJR,1,Catalogue of Life,
3021,Coralliozetus rosenblatti,Coralliozetus rosenblatti,882647,882672,12.20,2,NO_ANNOT,,,Exact,0,"Coralliozetus rosenblatti Stephens, 1963",Coralliozetus rosenblatti,5ZZJT,1,Catalogue of Life,
3022,Ekemblemaria myersi,Ekemblemaria myersi,883165,883184,10.14,2,NO_ANNOT,,,Exact,0,"Ekemblemaria myersi Stephens, 1963",Ekemblemaria myersi,38W7D,1,Catalogue of Life,
3023,*Emblemaria hypacanthus,Emblemaria hypacanthus,883784,883807,12.04,2,NO_ANNOT,,,Exact,0,"Emblemaria hypacanthus (Jenkins & Evermann, 1889)",Emblemaria hypacanthus,39FZY,1,Catalogue of Life,
3024,Neoclinus blanchardi,Neoclinus blanchardi,884187,884207,11.99,2,NO_ANNOT,,,Exact,0,"Neoclinus blanchardi Girard, 1858",Neoclinus blanchardi,46D64,1,Catalogue of Life,
3025,Isla,Isla,884367,884371,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3026,Neoclinus stephensae,Neoclinus stephensae,884810,884830,12.10,2,NO_ANNOT,,,Exact,0,"Neoclinus stephensae Hubbs, 1953",Neoclinus stephensae,46D6D,1,Catalogue of Life,
3027,Neoclinus uninotatus,Neoclinus uninotatus,885186,885206,13.60,2,NO_ANNOT,,,Exact,0,"Neoclinus uninotatus Hubbs, 1953",Neoclinus uninotatus,46D6F,1,Catalogue of Life,
3028,(Eschmeyer,Eschmeyer,885261,885271,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
3029,(Eschmeyer,Eschmeyer,885350,885360,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
3030,Protemblemaria bicirrus,Protemblemaria bicirrus,885468,885491,12.49,2,NO_ANNOT,,,Exact,0,"Protemblemaria bicirrus (Hildebrand, 1946)",Protemblemaria bicirrus,4N39J,1,Catalogue of Life,
3031,Emblemaria bicirris.,Emblemaria bicirris,886117,886137,12.09,2,NO_ANNOT,,,Exact,0,Emblemaria bicirris Hildebrand,Emblemaria bicirris,2611196,168,ION,
3032,Stathmonotus sinuscalifornici,Stathmonotus sinuscalifornici,886139,886168,12.12,2,NO_ANNOT,,,Exact,0,"Stathmonotus sinuscalifornici (Chabanaud, 1942)",Stathmonotus sinuscalifornici,4ZKYJ,1,Catalogue of Life,
3033,Icosteus aenigmaticus,Icosteus aenigmaticus,886676,886697,13.00,2,NO_ANNOT,,,Exact,0,"Icosteus aenigmaticus Lockington, 1880",Icosteus aenigmaticus,3PB7H,1,Catalogue of Life,
3034,"Loma,",Loma,886973,886978,3.60,1,NO_ANNOT,,,Exact,0,Loma,Loma,639PF,1,Catalogue of Life,
3035,Larvae,Larvae,887022,887028,1.26,1,NO_ANNOT,,,Exact,0,Larvae,Larvae,2579193,168,ION,
3036,Acrotus willoughbyi,Acrotus willoughbyi,887474,887493,10.17,2,NO_ANNOT,,,Exact,0,"Acrotus willoughbyi Bean, 1888",Acrotus willoughbyi,9RNS,1,Catalogue of Life,
3037,*Arcos erythrops,Arcos erythrops,887608,887624,7.17,2,NO_ANNOT,,,Exact,0,"Arcos erythrops (Jordan & Gilbert, 1882)",Arcos erythrops,6829S,1,Catalogue of Life,
3038,Gobiesox adustus,Gobiesox adustus,888120,888136,10.78,2,NO_ANNOT,,,Exact,0,"Gobiesox adustus Jordan & Gilbert, 1882",Gobiesox adustus,3GP4W,1,Catalogue of Life,
3039,Gobiesox adustus,Gobiesox adustus,888655,888671,10.78,2,NO_ANNOT,,,Exact,0,"Gobiesox adustus Jordan & Gilbert, 1882",Gobiesox adustus,3GP4W,1,Catalogue of Life,
3040,Isla,Isla,888681,888685,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3041,Gobiesox eugrammus,Gobiesox eugrammus,888769,888787,10.03,2,NO_ANNOT,,,Exact,0,"Gobiesox eugrammus Briggs, 1955",Gobiesox eugrammus,6KN5H,1,Catalogue of Life,
3042,Isla,Isla,889139,889143,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3043,Gobiesox maeandricus,Gobiesox maeandricus,889382,889402,11.00,2,NO_ANNOT,,,Exact,0,"Gobiesox maeandricus (Girard, 1858)",Gobiesox maeandricus,6KMTJ,1,Catalogue of Life,
3044,(Eschmeyer,Eschmeyer,889462,889472,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
3045,Isla,Isla,889588,889592,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
3046,Gobiesox papillifer,Gobiesox papillifer,889878,889897,9.14,2,NO_ANNOT,,,Exact,0,"Gobiesox papillifer Gilbert, 1890",Gobiesox papillifer,3GP68,1,Catalogue of Life,
3047,*Gobiesox pinniger,Gobiesox pinniger,890176,890194,8.54,2,NO_ANNOT,,,Exact,0,"Gobiesox pinniger Gilbert, 1890",Gobiesox pinniger,6KN5J,1,Catalogue of Life,
3048,Gobiesox rhessodon,Gobiesox rhessodon,890587,890605,9.13,2,NO_ANNOT,,,Exact,0,"Gobiesox rhessodon Smith, 1881",Gobiesox rhessodon,3GP6G,1,Catalogue of Life,
3049,Eschmeyer,Eschmeyer,891163,891172,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
3050,Gobiesox schultzi,Gobiesox schultzi,891219,891236,9.14,2,NO_ANNOT,,,Exact,0,"Gobiesox schultzi Briggs, 1951",Gobiesox schultzi,3GP6P,1,Catalogue of Life,
3051,Rimicola cabrilloi,Rimicola cabrilloi,891408,891426,11.10,2,NO_ANNOT,,,Exact,0,"Rimicola cabrilloi Briggs, 2002",Rimicola cabrilloi,4T3JM,1,Catalogue of Life,
3052,Rimicola dimorpha,Rimicola dimorpha,891857,891874,11.57,2,NO_ANNOT,,,Exact,0,"Rimicola dimorpha Briggs, 1955",Rimicola dimorpha,4T3JP,1,Catalogue of Life,
3053,Gaviota,Gaviota,892032,892039,3.26,1,NO_ANNOT,,,Exact,0,"Gaviota Barnard, 1958",Gaviota,urn:lsid:irmng.org:taxname:1307058,181,IRMNG,
3054,Rimicola eigenmanni,Rimicola eigenmanni,892284,892303,11.69,2,NO_ANNOT,,,Exact,0,"Rimicola eigenmanni (Gilbert, 1890)",Rimicola eigenmanni,4T3JR,1,Catalogue of Life,
3055,Rimicola muscarum,Rimicola muscarum,892773,892790,12.57,2,NO_ANNOT,,,Exact,0,"Rimicola muscarum (Meek & Pierson, 1895)",Rimicola muscarum,4T3JT,1,Catalogue of Life,
