"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"612","Alburnus caeruleus",0,1,0,0
"613","Alburnus carianorum",0,1,0,0
"614","Alburnus carinatus",0,1,0,0
"615","Alburnus chalcoides",0,1,0,0
"616","Alburnus demiri",0,1,0,0
"617","Alburnus derjugini",0,1,0,0
"618","Alburnus doriae",0,1,0,0
"619","Alburnus escherichii",0,1,0,0
"620","Alburnus filippii",0,1,0,0
"621","Alburnus goekhani",0,1,0,0
"622","Alburnus heckeli",0,1,0,0
"623","Alburnus hohenackeri",0,1,0,0
"624","Alburnus istanbulensis",0,1,0,0
"625","Alburnus kotschyi",0,1,0,0
"626","Alburnus kurui",0,1,0,0
"627","Alburnus leobergi",0,1,0,0
"628","Alburnus macedonicus",0,1,0,0
"629","Alburnus magnificus",0,1,0,0
"630","Alburnus mandrensis",0,1,0,0
"631","Alburnus mento",0,1,0,0
"632","Alburnus mentoides",0,1,0,0
"633","Alburnus mossulensis",0,1,0,0
"634","Alburnus nasreddini",0,1,0,0
"635","Alburnus neretvae",0,1,0,0
"636","Alburnus oblongus",0,1,0,0
"637","Alburnus orontis",0,1,0,0
"638","Alburnus qalilus",0,1,0,0
"639","Alburnus sava",0,1,0,0
"640","Alburnus schischkovi",0,1,0,0
"641","Alburnus scoranza",0,1,0,0
"642","Alburnus sellal",0,1,0,0
"643","Alburnus tarichi",0,1,0,0
"644","Alburnus thessalicus",0,1,0,0
"645","Alburnus timarensis",0,1,0,0
"646","Alburnus vistonicus",0,1,0,0
"647","Alburnus volviticus",0,1,0,0
"648","Alburnus zagrosensis",0,1,0,0
"649","Alcichthys alcicornis",0,1,0,0
"650","Alcichthys elongatus",0,1,0,0
"651","Aldrichetta forsteri",0,1,0,0
"652","Aldrovandia affinis",0,1,0,0
"653","Aldrovandia oleosa",0,1,0,0
"654","Aldrovandia phalacra",0,1,0,0
"655","Alectis alexandrina",0,1,0,0
"656","Alectis ciliaris",0,1,1,0
"657","Alectis indica",0,1,0,0
"658","Alectrias alectrolophus",0,1,1,0
"659","Alectrias benjamini",0,1,0,0
"660","Alectrias cirratus",0,1,0,0
"661","Alectrias gallinus",0,1,0,0
"662","Alepes apercna",0,1,0,0
"663","Alepes djedaba",0,1,0,0
"664","Alepes kleinii",0,1,0,0
"665","Alepes melanoptera",0,1,0,0
"666","Alepes vari",0,1,0,0
"667","Alepidomus evermanni",0,1,0,0
"668","Alepisaurus brevirostris",0,1,0,0
"669","Alepisaurus ferox",0,1,1,0
"670","Alepocephalus agassizii",0,1,0,0
"671","Alepocephalus antipodianus",0,1,0,0
"672","Alepocephalus australis",0,1,0,0
"673","Alepocephalus bairdii",0,1,0,0
"674","Alepocephalus bicolor",0,1,0,0
"675","Alepocephalus longiceps",0,1,0,0
"676","Alepocephalus productus",0,1,0,0
"677","Alepocephalus rostratus",0,1,0,0
"678","Alepocephalus tenebrosus",0,1,1,0
"679","Alepocephalus triangularis",0,1,0,0
"680","Alepocephalus umbriceps",0,1,0,0
"681","Alertichthys blacki",0,1,0,0
"682","Alestes baremoze",0,1,0,0
"683","Alestes bimaculatus",0,1,0,0
"684","Alestes comptus",0,1,0,0
"685","Alestes dentex",0,1,0,0
"686","Alestes grandisquamis",0,1,0,0
"687","Alestes inferus",0,1,0,0
"688","Alestes liebrechtsii",0,1,0,0
"689","Alestes macrophthalmus",0,1,0,0
"690","Alestes schoutedeni",0,1,0,0
"691","Alestes sp",0,1,0,0
"692","Alestopetersius bifasciatus",0,1,0,0
"693","Alestopetersius brichardi",0,1,0,0
"694","Alestopetersius caudalis",0,1,0,0
"695","Alestopetersius compressus",0,1,0,0
"696","Alestopetersius conspectus",0,1,0,0
"697","Alestopetersius hilgendorfi",0,1,0,0
"698","Alestopetersius nigropterus",0,1,0,0
"699","Alestopetersius tumbensis",0,1,0,0
"700","Alfaro cultratus",0,1,0,0
"701","Alfaro huberi",0,1,0,0
"702","Algansea amecae",0,1,0,0
"703","Algansea aphanea",0,1,0,0
"704","Algansea avia",0,1,0,0
"705","Algansea barbata",0,1,0,0
"706","Algansea lacustris",0,1,0,0
"707","Algansea monticola",0,1,0,0
"708","Algansea tincella",0,1,0,0
"709","Alionematichthys piger",0,1,0,0
"710","Alionematichthys riukiuensis",0,1,0,0
"711","Allenbatrachus grunniens",0,1,0,0
"712","Alloblennius pictus",0,1,0,0
"713","Allocareproctus jordani",0,1,1,0
"714","Allocareproctus kallaion",0,1,1,0
"715","Allocareproctus tanix",0,1,1,0
"716","Allocareproctus unangas",0,1,1,0
"717","Allocareproctus ungak",0,1,1,0
"718","Alloclinus holderi",0,1,0,0
"719","Allocyttus folletti",0,1,1,0
"720","Allocyttus niger",0,1,0,0
"721","Allocyttus verrucosus",0,1,0,0
"722","Allodontichthys hubbsi",0,1,0,0
"723","Allodontichthys polylepis",0,1,0,0
"724","Allodontichthys tamazulae",0,1,0,0
"725","Allodontichthys zonistius",0,1,0,0
"726","Allomycterus pilatus",0,1,0,0
"727","Alloophorus robustus",0,1,0,0
"728","Allosmerus elongatus",0,1,1,0
"729","Allothunnus fallai",0,1,0,0
"730","Allotoca catarinae",0,1,0,0
"731","Allotoca diazi",0,1,0,0
"732","Allotoca dugesii",0,1,0,0
"733","Allotoca goslinei",0,1,0,0
"734","Allotoca maculata",0,1,0,0
"735","Allotoca meeki",0,1,0,0
"736","Allotoca regalis",0,1,0,0
"737","Allotoca zacapuensis",0,1,0,0
"738","Alopias pelagicus",0,1,0,0
"739","Alopias superciliosus",0,1,1,0
"740","Alopias vulpinus",0,1,1,0
"741","Alosa aestivalis",0,1,0,0
"742","Alosa agone",0,1,0,0
"743","Alosa alabamae",0,1,0,0
"744","Alosa algeriensis",0,1,0,0
"745","Alosa alosa",0,1,0,0
"746","Alosa alosa x Alosa fallax",0,1,0,0
"747","Alosa braschnikowi",0,1,0,0
"748","Alosa caspia",0,1,0,0
"749","Alosa chrysochloris",0,1,0,0
"750","Alosa fallax",0,1,0,0
"751","Alosa immaculata",0,1,0,0
"752","Alosa killarnensis",0,1,0,0
"753","Alosa macedonica",0,1,0,0
"754","Alosa mediocris",0,1,0,0
"755","Alosa pseudoharengus",0,1,0,0
"756","Alosa sapidissima",0,1,1,0
"757","Alosa vistonica",0,1,0,0
"758","Alphestes afer",0,1,0,0
"759","Alphestes immaculatus",0,1,0,0
"760","Alphestes multiguttatus",0,1,0,0
"761","Alticorpus geoffreyi",0,1,0,0
"762","Alticorpus pectinatum",0,1,0,0
"763","Alticus anjouanae",0,1,0,0
"764","Alticus arnoldorum",0,1,0,0
"765","Alticus kirkii",0,1,0,0
"766","Alticus monochrus",0,1,0,0
"767","Alticus montanoi",0,1,0,0
"768","Alticus orientalis",0,1,0,0
"769","Alticus saliens",0,1,0,0
"770","Alticus simplicirrus",0,1,0,0
"771","Altigena wui",0,1,0,0
"772","Altigena yunnanensis",0,1,0,0
"773","Altolamprologus calvus",0,1,0,0
"774","Altolamprologus compressiceps",0,1,0,0
"775","Altrichthys alelia",0,1,0,0
"776","Altrichthys azurelineatus",0,1,0,0
"777","Altrichthys curatus",0,1,0,0
"778","Aluterus heudelotii",0,1,0,0
"779","Aluterus monoceros",0,1,0,0
"780","Aluterus schoepfii",0,1,0,0
"781","Aluterus scriptus",0,1,0,0
"782","Amanses scopas",0,1,0,0
"783","Amaralia hypsiura",0,1,0,0
"784","Amaralia oviraptor",0,1,0,0
"785","Amarsipus carlsbergi",0,1,0,0
"786","Amatitlania coatepeque",0,1,0,0
"787","Amatitlania myrnae",0,1,0,0
"788","Amatitlania nanolutea",0,1,0,0
"789","Amatitlania nigrofasciata",0,1,0,0
"790","Amatitlania sajica",0,1,0,0
"791","Amatitlania septemfasciata",0,1,0,0
"792","Amatitlania siquia",0,1,0,0
"793","Amazonspinther dalmata",0,1,0,0
"794","Amazonsprattus scintilla",0,1,0,0
"795","Ambassis agassizii",0,1,0,0
"796","Ambassis agrammus",0,1,0,0
"797","Ambassis ambassis",0,1,0,0
"798","Ambassis buruensis",0,1,0,0
"799","Ambassis commersoni",0,1,0,0
"800","Ambassis dussumieri",0,1,0,0
"801","Ambassis elongata",0,1,0,0
"802","Ambassis gymnocephalus",0,1,0,0
"803","Ambassis interrupta",0,1,0,0
"804","Ambassis jacksoniensis",0,1,0,0
"805","Ambassis macleayi",0,1,0,0
"806","Ambassis marianus",0,1,0,0
"807","Ambassis miops",0,1,0,0
"808","Ambassis muelleri",0,1,0,0
"809","Ambassis nalua",0,1,0,0
"810","Ambassis natalensis",0,1,0,0
"811","Ambassis productus",0,1,0,0
"812","Ambassis urotaenia",0,1,0,0
"813","Ambassis vachellii",0,1,0,0
"814","Ambastaia nigrolineata",0,1,0,0
"815","Ambastaia sidthimunki",0,1,0,0
"816","Ambiserrula jugosa",0,1,0,0
"817","Ambloplites ariommus",0,1,0,0
"818","Ambloplites cavifrons",0,1,0,0
"819","Ambloplites constellatus",0,1,0,0
"820","Ambloplites rupestris",0,1,0,0
"821","Amblyceps apangi",0,1,0,0
"822","Amblyceps arunchalensis",0,1,0,0
"823","Amblyceps foratum",0,1,0,0
"824","Amblyceps laticeps",0,1,0,0
"825","Amblyceps mangois",0,1,0,0
"826","Amblyceps mucronatum",0,1,0,0
"827","Amblyceps murraystuarti",0,1,0,0
"828","Amblyceps serratum",0,1,0,0
"829","Amblychaeturichthys hexanema",0,1,0,0
"830","Amblychaeturichthys sciistius",0,1,0,0
"831","Amblycirrhitus bimacula",0,1,0,0
"832","Amblycirrhitus pinos",0,1,0,0
"833","Amblycirrhitus unimacula",0,1,0,0
"834","Amblydoras affinis",0,1,0,0
"835","Amblydoras gonzalezi",0,1,0,0
"836","Amblydoras nauticus",0,1,0,0
"837","Amblydoras nheco",0,1,0,0
"838","Amblyeleotris aurora",0,1,0,0
"839","Amblyeleotris diagonalis",0,1,0,0
"840","Amblyeleotris downingi",0,1,0,0
"841","Amblyeleotris fasciata",0,1,0,0
"842","Amblyeleotris fontanesii",0,1,0,0
"843","Amblyeleotris guttata",0,1,0,0
"844","Amblyeleotris gymnocephala",0,1,0,0
"845","Amblyeleotris japonica",0,1,0,0
"846","Amblyeleotris katherine",0,1,0,0
"847","Amblyeleotris latifasciata",0,1,0,0
"848","Amblyeleotris macronema",0,1,0,0
"849","Amblyeleotris marquesas",0,1,0,0
"850","Amblyeleotris masuii",0,1,0,0
"851","Amblyeleotris melanocephala",0,1,0,0
"852","Amblyeleotris ogasawarensis",0,1,0,0
"853","Amblyeleotris periophthalma",0,1,0,0
"854","Amblyeleotris randalli",0,1,0,0
"855","Amblyeleotris rubrimarginata",0,1,0,0
"856","Amblyeleotris steinitzi",0,1,0,0
"857","Amblyeleotris sungami",0,1,0,0
"858","Amblyeleotris wheeleri",0,1,0,0
"859","Amblyeleotris yanoi",0,1,0,0
"860","Amblygaster clupeoides",0,1,0,0
"861","Amblygaster leiogaster",0,1,0,0
"862","Amblygaster sirm",0,1,0,0
"863","Amblyglyphidodon aureus",0,1,0,0
"864","Amblyglyphidodon batunai",0,1,0,0
"865","Amblyglyphidodon curacao",0,1,0,0
"866","Amblyglyphidodon flavilatus",0,1,0,0
"867","Amblyglyphidodon indicus",0,1,0,0
"868","Amblyglyphidodon leucogaster",0,1,0,0
"869","Amblyglyphidodon melanopterus",0,1,0,0
"870","Amblyglyphidodon orbicularis",0,1,0,0
"871","Amblyglyphidodon ternatensis",0,1,0,0
"872","Amblygobius albimaculatus",0,1,0,0
"873","Amblygobius buanensis",0,1,0,0
"874","Amblygobius decussatus",0,1,0,0
"875","Amblygobius nocturnus",0,1,0,0
"876","Amblygobius phalaena",0,1,0,0
"877","Amblygobius sphynx",0,1,0,0
"878","Amblygobius stethophthalmus",0,1,0,0
"879","Amblyopsis rosae",0,1,0,0
"880","Amblyopsis spelaea",0,1,0,0
"881","Amblyotrypauchen arctocephalus",0,1,0,0
"882","Amblypharyngodon chakaiensis",0,1,0,0
"883","Amblypharyngodon chulabhornae",0,1,0,0
"884","Amblypharyngodon grandisquamis",0,1,0,0
"885","Amblypharyngodon melettinus",0,1,0,0
"886","Amblypharyngodon mola",0,1,0,0
"887","Amblypomacentrus breviceps",0,1,0,0
"888","Amblypomacentrus clarus",0,1,0,0
"889","Amblyraja badia",0,1,1,0
"890","Amblyraja doellojuradoi",0,1,0,0
"891","Amblyraja georgiana",0,1,0,0
"892","Amblyraja hyperborea",0,1,0,0
"893","Amblyraja jenseni",0,1,0,0
"894","Amblyraja radiata",0,1,0,0
"895","Amblyraja taaf",0,1,0,0
"896","Amblyrhynchichthys truncatus",0,1,0,0
"897","Amblyrhynchotes honckenii",0,1,0,0
"898","Ambophthalmos angustus",0,1,0,0
"899","Ameca splendens",0,1,0,0
"900","Ameiurus brunneus",0,1,0,0
"901","Ameiurus catus",0,1,0,0
"902","Ameiurus melas",0,1,0,0
"903","Ameiurus natalis",0,1,0,0
"904","Ameiurus nebulosus",0,1,1,0
"905","Ameiurus platycephalus",0,1,0,0
"906","Ameiurus serracanthus",0,1,0,0
"907","Amia calva",0,1,0,0
"908","Amissidens hainesi",0,1,0,0
"909","Ammocrypta beanii",0,1,0,0
"910","Ammocrypta bifascia",0,1,0,0
"911","Ammocrypta clara",0,1,0,0
"912","Ammocrypta meridiana",0,1,0,0
"913","Ammocrypta pellucida",0,1,0,0
"914","Ammocrypta vivax",0,1,0,0
"915","Ammocryptocharax elegans",0,1,0,0
"916","Ammocryptocharax lateralis",0,1,0,0
"917","Ammodytes americanus",0,1,0,0
"918","Ammodytes dubius",0,1,0,0
"919","Ammodytes heian",0,1,0,0
"920","Ammodytes japonicus",0,1,0,0
"921","Ammodytes sp",0,1,0,0
"922","Ammodytes tobianus",0,1,1,0
"923","Ammolabrus dicrus",0,1,0,0
"924","Ammotretis lituratus",0,1,0,0
"925","Ammotretis rostratus",0,1,0,0
"926","Amniataba affinis",0,1,0,0
"927","Amniataba caudavittata",0,1,0,0
"928","Amniataba percoides",0,1,0,0
"929","Amoya chusanensis",0,1,0,0
"930","Amoya gracilis",0,1,0,0
"931","Amoya signata",0,1,0,0
"932","Amphelikturus dendriticus",0,1,0,0
"933","Amphiarius phrygiatus",0,1,0,0
"934","Amphiarius rugispinis",0,1,0,0
"935","Amphichaetodon howensis",0,1,0,0
"936","Amphichaetodon melbae",0,1,0,0
"937","Amphilius atesuensis",0,1,0,0
"938","Amphilius brevidorsalis",0,1,0,0
"939","Amphilius brevis",0,1,0,0
"940","Amphilius chalei",0,1,0,0
"941","Amphilius cryptobullatus",0,1,0,0
"942","Amphilius cubangoensis",0,1,0,0
"943","Amphilius engelbrechti",0,1,0,0
"944","Amphilius grammatophorus",0,1,0,0
"945","Amphilius grandis",0,1,0,0
"946","Amphilius hargeri",0,1,0,0
"947","Amphilius jacksonii",0,1,0,0
"948","Amphilius kakrimensis",0,1,0,0
"949","Amphilius kivuensis",0,1,0,0
"950","Amphilius krefftii",0,1,0,0
"951","Amphilius lampei",0,1,0,0
"952","Amphilius laticaudatus",0,1,0,0
"953","Amphilius leroyi",0,1,0,0
"954","Amphilius longirostris",0,1,0,0
"955","Amphilius maesii",0,1,0,0
"956","Amphilius natalensis",0,1,0,0
"957","Amphilius nigricaudatus",0,1,0,0
"958","Amphilius platychir",0,1,0,0
"959","Amphilius rheophilus",0,1,0,0
"960","Amphilius sp",0,1,0,0
"961","Amphilius uranoscopus",0,1,0,0
"962","Amphilius zairensis",0,1,0,0
"963","Amphilius zuluorum",0,1,0,0
"964","Amphilophus amarillo",0,1,0,0
"965","Amphilophus calobrensis",0,1,0,0
"966","Amphilophus citrinellus",0,1,0,0
"967","Amphilophus hogaboomorum",0,1,0,0
"968","Amphilophus istlanus",0,1,0,0
"969","Amphilophus labiatus",0,1,0,0
"970","Amphilophus lyonsi",0,1,0,0
"971","Amphilophus macracanthus",0,1,0,0
"972","Amphiprion akallopisos",0,1,0,0
"973","Amphiprion akindynos",0,1,0,0
"974","Amphiprion allardi",0,1,0,0
"975","Amphiprion barberi",0,1,0,0
"976","Amphiprion bicinctus",0,1,0,0
"977","Amphiprion bicinctus x Amphiprion omanensis",0,1,0,0
"978","Amphiprion chagosensis",0,1,0,0
"979","Amphiprion chrysogaster",0,1,0,0
"980","Amphiprion chrysopterus",0,1,0,0
"981","Amphiprion chrysopterus x Amphiprion sandaracinos",0,1,0,0
"982","Amphiprion clarkii",0,1,0,0
"983","Amphiprion ephippium",0,1,0,0
"984","Amphiprion frenatus",0,1,0,0
"985","Amphiprion latezonatus",0,1,0,0
"986","Amphiprion latifasciatus",0,1,0,0
"987","Amphiprion leucokranos",0,1,0,0
"988","Amphiprion mccullochi",0,1,0,0
"989","Amphiprion melanopus",0,1,0,0
"990","Amphiprion nigripes",0,1,0,0
"991","Amphiprion ocellaris",0,1,0,0
"992","Amphiprion ocellaris x Amphiprion percula",0,1,0,0
"993","Amphiprion omanensis",0,1,0,0
"994","Amphiprion pacificus",0,1,0,0
"995","Amphiprion percula",0,1,0,0
"996","Amphiprion perideraion",0,1,0,0
"997","Amphiprion polymnus",0,1,0,0
"998","Amphiprion rubrocinctus",0,1,0,0
"999","Amphiprion sandaracinos",0,1,0,0
"1000","Amphiprion sebae",0,1,0,0
"1001","Amphiprion tricinctus",0,1,0,0
"1002","Amphistichus koelzi",0,1,1,0
"1003","Amsichthys knighti",0,1,0,0
"1004","Anabarilius andersoni",0,1,0,0
"1005","Anabarilius brevianalis",0,1,0,0
"1006","Anabarilius grahami",0,1,0,0
"1007","Anabarilius liui",0,1,0,0
"1008","Anabas cobojius",0,1,0,0
"1009","Anabas testudineus",0,1,0,0
"1010","Anableps anableps",0,1,0,0
"1011","Anableps dowei",0,1,0,0
"1012","Anableps microlepis",0,1,0,0
"1013","Anablepsoides amphoreus",0,1,0,0
"1014","Anablepsoides cearensis",0,1,0,0
"1015","Anablepsoides compressus",0,1,0,0
"1016","Anablepsoides cryptocallus",0,1,0,0
"1017","Anablepsoides deltaphilus",0,1,0,0
"1018","Anablepsoides gamae",0,1,0,0
"1019","Anablepsoides hartii",0,1,0,0
"1020","Anablepsoides igneus",0,1,0,0
"1021","Anablepsoides immaculatus",0,1,0,0
"1022","Anablepsoides iridescens",0,1,0,0
"1023","Anablepsoides jucundus",0,1,0,0
"1024","Anablepsoides ophiomimus",0,1,0,0
"1025","Anablepsoides ornatus",0,1,0,0
"1026","Anablepsoides rubrolineatus",0,1,0,0
"1027","Anablepsoides speciosus",0,1,0,0
"1028","Anablepsoides stagnatus",0,1,0,0
"1029","Anablepsoides urophthalmus",0,1,0,0
"1030","Anablepsoides waimacui",0,1,0,0
"1031","Anacanthus barbatus",0,1,0,0
"1032","Anadoras grypus",0,1,0,0
"1033","Anadoras weddellii",0,1,0,0
"1034","Anaecypris hispanica",0,1,0,0
"1035","Anaecypris punica",0,1,0,0
"1036","Anampses caeruleopunctatus",0,1,0,0
"1037","Anampses chrysocephalus",0,1,0,0
"1038","Anampses cuvier",0,1,0,0
"1039","Anampses elegans",0,1,0,0
"1040","Anampses femininus",0,1,0,0
"1041","Anampses geographicus",0,1,0,0
"1042","Anampses lennardi",0,1,0,0
"1043","Anampses lineatus",0,1,0,0
"1044","Anampses melanurus",0,1,0,0
"1045","Anampses meleagrides",0,1,0,0
"1046","Anampses neoguinaicus",0,1,0,0
"1047","Anampses twistii",0,1,0,0
"1048","Anarchias seychellensis",0,1,0,0
"1049","Anarchias similis",0,1,0,0
"1050","Anarchopterus criniger",0,1,0,0
"1051","Anarhichas denticulatus",0,1,0,0
"1052","Anarhichas lupus",0,1,0,0
"1053","Anarhichas minor",0,1,0,0
"1054","Anarhichas orientalis",0,1,1,0
"1055","Ancherythroculter daovantieni",0,1,0,0
"1056","Ancherythroculter kurematsui",0,1,0,0
"1057","Ancherythroculter lini",0,1,0,0
"1058","Ancherythroculter nigrocauda",0,1,0,0
"1059","Ancherythroculter wangi",0,1,0,0
"1060","Anchichoerops natalensis",0,1,0,0
"1061","Anchoa cayorum",0,1,0,0
"1062","Anchoa chamensis",0,1,0,0
"1063","Anchoa choerostoma",0,1,0,0
"1064","Anchoa colonensis",0,1,0,0
"1065","Anchoa compressa",0,1,0,0
"1066","Anchoa cubana",0,1,0,0
"1067","Anchoa delicatissima",0,1,0,0
"1068","Anchoa filifera",0,1,0,0
"1069","Anchoa hepsetus",0,1,0,0
"1070","Anchoa ischana",0,1,0,0
"1071","Anchoa lamprotaenia",0,1,0,0
"1072","Anchoa lucida",0,1,0,0
"1073","Anchoa lyolepis",0,1,0,0
"1074","Anchoa mitchilli",0,1,0,0
"1075","Anchoa mundeola",0,1,0,0
"1076","Anchoa mundeoloides",0,1,0,0
"1077","Anchoa nasus",0,1,0,0
"1078","Anchoa panamensis",0,1,0,0
"1079","Anchoa parva",0,1,0,0
"1080","Anchoa scofieldi",0,1,0,0
"1081","Anchoa spinifer",0,1,0,0
"1082","Anchoa walkeri",0,1,0,0
"1083","Anchovia clupeoides",0,1,0,0
"1084","Anchovia macrolepidota",0,1,0,0
"1085","Anchovia surinamensis",0,1,0,0
"1086","Anchoviella alleni",0,1,0,0
"1087","Anchoviella balboae",0,1,0,0
"1088","Anchoviella brevirostris",0,1,0,0
"1089","Anchoviella carrikeri",0,1,0,0
"1090","Anchoviella elongata",0,1,0,0
"1091","Anchoviella guianensis",0,1,0,0
"1092","Anchoviella jamesi",0,1,0,0
"1093","Anchoviella lepidentostole",0,1,0,0
"1094","Anchoviella manamensis",0,1,0,0
"1095","Ancistomus feldbergae",0,1,0,0
"1096","Ancistomus snethlageae",0,1,0,0
"1097","Ancistrogobius yoshigoui",0,1,0,0
"1098","Ancistrus aguaboensis",0,1,0,0
"1099","Ancistrus bolivianus",0,1,0,0
"1100","Ancistrus brevipinnis",0,1,0,0
"1101","Ancistrus bufonius",0,1,0,0
"1102","Ancistrus chagresi",0,1,0,0
"1103","Ancistrus cirrhosus",0,1,0,0
"1104","Ancistrus clementinae",0,1,0,0
"1105","Ancistrus cryptophthalmus",0,1,0,0
"1106","Ancistrus cuiabae",0,1,0,0
"1107","Ancistrus dolichopterus",0,1,0,0
"1108","Ancistrus hoplogenys",0,1,0,0
"1109","Ancistrus leucostictus",0,1,0,0
"1110","Ancistrus macrophthalmus",0,1,0,0
"1111","Ancistrus megalostomus",0,1,0,0
"1112","Ancistrus multispinis",0,1,0,0
"1113","Ancistrus pirareta",0,1,0,0
"1114","Ancistrus ranunculus",0,1,0,0
"1115","Ancistrus spinosus",0,1,0,0
"1116","Ancistrus temminckii",0,1,0,0
"1117","Ancistrus trinitatis",0,1,0,0
"1118","Ancylopsetta dilecta",0,1,0,0
"1119","Ancylopsetta ommata",0,1,0,0
"1120","Andamia reyi",0,1,0,0
"1121","Andamia tetradactylus",0,1,0,0
"1122","Andersonia leptura",0,1,0,0
"1123","Andinoacara biseriatus",0,1,0,0
"1124","Andinoacara coeruleopunctatus",0,1,0,0
"1125","Andinoacara latifrons",0,1,0,0
"1126","Andinoacara pulcher",0,1,0,0
"1127","Andinoacara rivulatus",0,1,0,0
"1128","Andinoacara sapayensis",0,1,0,0
"1129","Andinoacara stalsbergi",0,1,0,0
"1130","Andromakhe latens",0,1,0,0
"1131","Andromakhe saguazu",0,1,0,0
"1132","Andromakhe stenohalina",0,1,0,0
"1133","Andromakhe tupi",0,1,0,0
"1134","Anduzedoras oxyrhynchus",0,1,0,0
"1135","Anguilla anguilla",0,1,0,0
"1136","Anguilla anguilla x Anguilla rostrata",0,1,0,0
"1137","Anguilla australis",0,1,0,0
"1138","Anguilla bengalensis",0,1,0,0
"1139","Anguilla bicolor",0,1,0,0
"1140","Anguilla celebesensis",0,1,0,0
"1141","Anguilla dieffenbachii",0,1,0,0
"1142","Anguilla interioris",0,1,0,0
"1143","Anguilla japonica",0,1,0,0
"1144","Anguilla labiata",0,1,0,0
"1145","Anguilla luzonensis",0,1,0,0
"1146","Anguilla malgumora",0,1,0,0
"1147","Anguilla marmorata",0,1,0,0
"1148","Anguilla megastoma",0,1,0,0
"1149","Anguilla mossambica",0,1,0,0
"1150","Anguilla nebulosa",0,1,0,0
"1151","Anguilla obscura",0,1,0,0
"1152","Anguilla reinhardtii",0,1,0,0
"1153","Anguilla rostrata",0,1,0,0
"1154","Anisarchus macrops",0,1,0,0
"1155","Anisarchus medius",0,1,1,0
"1156","Anisotremus caesius",0,1,0,0
"1157","Anisotremus davidsonii",0,1,0,0
"1158","Anisotremus interruptus",0,1,0,0
"1159","Anisotremus moricandi",0,1,0,0
"1160","Anisotremus scapularis",0,1,0,0
"1161","Anisotremus surinamensis",0,1,0,0
"1162","Anisotremus taeniatus",0,1,0,0
"1163","Anisotremus virginicus",0,1,0,0
"1164","Anodontiglanis dahli",0,1,0,0
"1165","Anodontostoma chacunda",0,1,0,0
"1166","Anodus elongatus",0,1,0,0
"1167","Anodus orinocensis",0,1,0,0
"1168","Anomalochromis thomasi",0,1,0,0
"1169","Anomalops katoptron",0,1,0,0
"1170","Anoplagonus inermis",0,1,1,0
"1171","Anoplagonus occidentalis",0,1,0,0
"1172","Anoplocapros amygdaloides",0,1,0,0
"1173","Anoplocapros inermis",0,1,0,0
"1174","Anoplocapros lenticularis",0,1,0,0
"1175","Anoplogaster cornuta",0,1,1,0
"1176","Anostomoides atrianalis",0,1,0,0
"1177","Anostomoides laticeps",0,1,0,0
"1178","Anostomus anostomus",0,1,0,0
"1179","Anostomus brevior",0,1,0,0
"1180","Anostomus ternetzi",0,1,0,0
"1181","Anotopterus nikparini",0,1,1,0
"1182","Anotopterus pharao",0,1,1,0
"1183","Anotopterus vorax",0,1,0,0
"1184","Anoxypristis cuspidata",0,1,0,0
"1185","Antennablennius bifilum",0,1,0,0
"1186","Antennarius commerson",0,1,0,0
"1187","Antennarius hispidus",0,1,0,0
"1188","Antennarius indicus",0,1,0,0
"1189","Antennarius maculatus",0,1,0,0
"1190","Antennarius multiocellatus",0,1,0,0
"1191","Antennarius pauciradiatus",0,1,0,0
"1192","Antennarius pictus",0,1,0,0
"1193","Antennarius pinniceps",0,1,0,0
"1194","Antennarius striatus",0,1,0,0
"1195","Antennatus analis",0,1,0,0
"1196","Antennatus bermudensis",0,1,0,0
