subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num
KX982651,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,4
KX982649,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,5
KX982640,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,6
KX982638,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,7
KX146493,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,8
KX620012,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,9
KT279759,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,10
KT965278,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,1
OQ303842,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,1
OQ303841,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,2
ON706057,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,2
OM069301,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,3
KJ746662,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,4
MN025258,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,5
KC469586,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,6
NC_014692,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,3
NC_012095,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,7
ON804887,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,8
ON715893,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,9
OM236539,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,10
KP301137,415978,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa scrofa,1
