sample_id,kingdom,phylum,phylum_read_raw,phylum_read_index,phylum_pa,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,species,species_read_raw,species_read_index,species_pa,terrestrial,holoplankton
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Branchiopoda,21,0.00308360038735312,1,Diplostraca,21,0.002995198698145838,1,Podonidae,21,0.00308360038735312,1,Evadne,21,0.00308360038735312,1,Evadne nordmanni,21,0.00308360038735312,1,0,0
GH001,Animalia,Mollusca,539,0.09599622249264779,1,Gastropoda,0,0,0,Trochida,0,0,0,Tegulidae,0,0,0,Tegula,0,0,0,Tegula pulligo,0,0,0,0,0
GH001,Animalia,Mollusca,539,0.09599622249264779,1,Bivalvia,539,0.12683784613075857,1,Venerida,528,0.5783025518116452,1,Veneridae,528,0.6004793458339207,1,Humilaria,72,0.08188354715917101,1,Humilaria kennerleyi,72,0.08188354715917101,1,0,0
GH001,Animalia,Annelida,204,0.03570935741555634,1,Polychaeta,204,0.03570935741555634,1,NA,0,NA,NA,Terebellidae,0,0,0,Eupolymnia,0,0,0,Eupolymnia heterobranchia,0,0,0,0,0
GH001,Animalia,Mollusca,539,0.09599622249264779,1,Gastropoda,0,0,0,Cephalaspidea,0,0,0,Haminoeidae,0,0,0,Haminoea,0,0,0,Haminoea vesicula,0,0,0,0,0
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Maxillopoda,0,0,0,Sessilia,0,0,0,Chthamalidae,0,0,0,Chthamalus,0,0,0,Chthamalus dalli,0,0,0,0,0
GH001,Animalia,Annelida,204,0.03570935741555634,1,Polychaeta,204,0.03570935741555634,1,Phyllodocida,204,0.03570935741555634,1,Glyceridae,0,0,0,Hemipodia,0,0,0,Hemipodia simplex,0,0,0,0,0
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Maxillopoda,0,0,0,Sessilia,0,0,0,Chthamalidae,0,0,0,Chthamalus,0,0,0,Chthamalus fragilis,0,0,0,0,0
GH001,Animalia,Annelida,204,0.03570935741555634,1,Polychaeta,204,0.03570935741555634,1,NA,0,NA,NA,Spionidae,0,0,0,Scolelepis,0,0,0,Scolelepis squamata,0,0,0,0,0
GH001,Animalia,Echinodermata,0,0,0,Asteroidea,0,0,0,Valvatida,0,0,0,Asterinidae,0,0,0,Patiria,0,0,0,Patiria miniata,0,0,0,0,0
GH001,Animalia,Cnidaria,636,0.07658959537572255,1,Hydrozoa,636,0.07658959537572255,1,Leptothecata,636,0.07658959537572255,1,Campanulariidae,0,0,0,Clytia,0,0,0,Clytia gregaria,0,0,0,0,0
GH001,Animalia,Annelida,204,0.03570935741555634,1,Polychaeta,204,0.03570935741555634,1,Phyllodocida,204,0.03570935741555634,1,Hesionidae,0,0,0,Micropodarke,0,0,0,Micropodarke dubia,0,0,0,0,0
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Branchiopoda,21,0.00308360038735312,1,Onychopoda,0,0,0,Podonidae,21,0.00308360038735312,1,Podon,0,0,0,Podon leuckartii,0,0,0,0,0
GH001,Animalia,Mollusca,539,0.09599622249264779,1,Gastropoda,0,0,0,Cephalaspidea,0,0,0,Haminoeidae,0,0,0,Haminoea,0,0,0,Haminoea virescens,0,0,0,0,0
GH001,Animalia,Annelida,204,0.03570935741555634,1,Polychaeta,204,0.03570935741555634,1,Phyllodocida,204,0.03570935741555634,1,Polynoidae,0,0,0,Halosydna,0,0,0,Halosydna brevisetosa,0,0,0,0,0
GH001,Animalia,Cnidaria,636,0.07658959537572255,1,Hydrozoa,636,0.07658959537572255,1,Siphonophorae,0,0,0,Agalmatidae,0,0,0,Agalma,0,0,0,Agalma elegans,0,0,0,0,1
GH001,Animalia,Mollusca,539,0.09599622249264779,1,Gastropoda,0,0,0,Trochida,0,0,0,Calliostomatidae,0,0,0,Calliostoma,0,0,0,Calliostoma ligatum,0,0,0,0,0
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Maxillopoda,0,0,0,Sessilia,0,0,0,Archaeobalanidae,0,0,0,Semibalanus,0,0,0,Semibalanus cariosus,0,0,0,0,0
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Hexanauplia,6904,0.8314065510597303,1,Calanoida,6904,0.8314065510597303,1,Calanidae,121,0.018651615103958716,1,Calanus,121,0.018651615103958716,1,Calanus pacificus,121,0.018651615103958716,1,0,1
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Maxillopoda,0,0,0,Sessilia,0,0,0,Balanidae,0,0,0,Balanus,0,0,0,Balanus glandula,0,0,0,0,0
GH001,Animalia,Cnidaria,636,0.07658959537572255,1,Hydrozoa,636,0.07658959537572255,1,Anthoathecata,0,0,0,Corynidae,0,0,0,Sarsia,0,0,0,Sarsia tubulosa,0,0,0,0,0
GH001,Animalia,Arthropoda,6925,0.8339354527938343,1,Malacostraca,0,0,0,Euphausiacea,0,0,0,Euphausiidae,0,0,0,Thysanoessa,0,0,0,Thysanoessa spinifera,0,0,0,0,1
GH001,Animalia,Annelida,204,0.03570935741555634,1,Polychaeta,204,0.03570935741555634,1,Phyllodocida,204,0.03570935741555634,1,Phyllodocidae,0,0,0,Phyllodoce,0,0,0,Phyllodoce medipapillata,0,0,0,0,0
GH001,Animalia,Mollusca,539,0.09599622249264779,1,Gastropoda,0,0,0,Trochida,0,0,0,Turbinidae,0,0,0,Pomaulax,0,0,0,Pomaulax gibberosus,0,0,0,0,0
GH001,Animalia,Sipuncula,0,0,0,Phascolosomatidea,0,0,0,Phascolosomatiformes,0,0,0,Phascolosomatidae,0,0,0,Phascolosoma,0,0,0,Phascolosoma agassizii,0,0,0,0,0
