accession,found_taxa,common_name,rank,taxa_verbatim,taxonomy_search,hybrid,worms_sciname,worms_aphiaid,original_aphiaid,status,unacceptreason,valid_authority,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only,n_dups
KJ197450,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KJ197351,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KJ007891,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KF972662,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
MW853965,Pseudonitzschia hainanensis,Diatom,offtarget,Pseudo-nitzschia hainanensis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,1
MW722945,Pseudonitzschia multiseries,Diatom,offtarget,Pseudo-nitzschia multiseries,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,1
JQ197887,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN838663,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF177784,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
JQ515778,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
KF247439,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
MW971520,Nitzschia inconspicua,Diatom,offtarget,Nitzschia inconspicua,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA,NA,1
KF185602,Unknown bacteria,Bacteria,offtarget,uncultured marine bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF185129,Unknown bacteria,Bacteria,offtarget,uncultured marine bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KC917989,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KC917930,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KC917619,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
JN986550,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN986374,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN986145,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KC299094,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
NC_069609,Stephanopyxis turris,Diatom,offtarget,Stephanopyxis turris,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,NA,NA,1
FJ002176,Stephanopyxis palmeriana,Diatom,offtarget,Stephanopyxis palmeriana,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,NA,NA,1
DQ536180,Unknown algae,Unknown algae,offtarget,uncultured alga,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
AJ536465,Stephanopyxis nipponica,Diatom,offtarget,Stephanopyxis nipponica,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,NA,NA,1
HM129976,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ849115,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
EU847610,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
FJ425607,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
EU442935,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KT862577,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
LC130581,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LM652214,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
OM827248,Actinocyclus in diatoms,Diatom,offtarget,Actinocyclus sp. (in: diatoms),NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,NA,NA,1
KC189453,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
AB550483,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JF344275,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
HQ601898,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
GQ204791,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
FJ425627,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
FJ002212,Thalassiosira nordenskioeldii,Diatom,offtarget,Thalassiosira nordenskioeldii,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,1
FJ002163,Actinocyclus actinochilus,Diatom,offtarget,Actinocyclus actinochilus,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,NA,NA,1
EU181093,Unknown organism,Unknown organism,offtarget,uncultured microorganism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
EU780374,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
EU290446,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
EU290328,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
AF497901,Unknown algae,Unknown algae,offtarget,uncultured alga,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
JQ515578,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
HM129642,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ002165,Odontella aurita,Diatom,offtarget,Odontella aurita,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,NA,NA,1
MH819002,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
MG755795,Licmophora,Diatom,offtarget,Licmophora sp.,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Licmophoraceae,Licmophora,NA,NA,1
KX938028,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LM652207,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
NC_024080,Asterionellopsis glacialis,Diatom,offtarget,Asterionellopsis glacialis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,NA,NA,1
KF179781,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF596522,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JQ515579,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
KC595556,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JX463403,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
JX463401,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
JQ712399,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JF929537,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
JQ726894,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN166508,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
JN813857,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN813800,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JF514258,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ002233,Asterionellopsis glacialis,Diatom,offtarget,Asterionellopsis glacialis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,NA,NA,1
JF272018,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
HQ601826,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
GU170696,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ849133,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ849111,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FN646718,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
GU368940,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ358905,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
FJ425604,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
FJ203308,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ203816,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
FJ159134,Papiliocellulus,Diatom,offtarget,Papiliocellulus sp. NIOZ,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Papiliocellulus,NA,NA,1
EU290174,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
DQ289913,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
DQ200635,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
AF514855,Haslea wawrikae,Diatom,offtarget,Haslea wawrikae,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
AF514854,Haslea salstonica,Diatom,offtarget,Haslea salstonica,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
AF514850,Haslea nipkowii,Diatom,offtarget,Haslea nipkowii,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
AY702144,Bolidomonas mediterranea,Other algae,offtarget,Bolidomonas mediterranea,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,NA,NA,1
AJ319828,Asterionellopsis glacialis,Diatom,offtarget,Asterionellopsis glacialis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,NA,NA,1
FJ930816,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
AY274246,Unknown algae,Unknown algae,offtarget,uncultured alga,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
MH819039,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
MH818996,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
MH818897,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
LC065762,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
LC065738,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
MH356727,Seminavis robusta,Diatom,offtarget,Seminavis robusta,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,NA,NA,1
LC377906,uncultured Nitzschia,Diatom,offtarget,uncultured Nitzschia,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA,NA,1
KX977190,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
MF361082,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KX938024,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937978,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937897,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX508692,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KU353832,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KU243260,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
LM652289,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LM652185,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LM652147,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LM652126,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LM652095,Unknown protist,Unknown protist,offtarget,uncultured protist,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
LC016908,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
NC_024079,Asterionella formosa,Diatom,offtarget,Asterionella formosa,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,NA,NA,1
NC_016731,Ulnaria acus,Diatom,offtarget,Ulnaria acus,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,NA,NA,1
ON390793,Amicula,Diatom,offtarget,Amicula sp. isolate GU52X-4 cfCalB7,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Amicula,NA,NA,1
KP012233,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
NC_066075,Navicula arenaria,Diatom,offtarget,Navicula arenaria,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA,NA,1
KJ192054,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
KM156339,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF101861,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KJ007933,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KF972799,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JQ197897,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JQ196502,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
AB491627,Pseudoscourfieldia marina,Green algae,offtarget,Pseudoscourfieldia marina,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Chlorophyta,NA,NA,Pycnococcaceae,Pseudoscourfieldia,NA,NA,1
AY702145,Pseudoscourfieldia  marina,Green algae,offtarget,Pseudoscourfieldia cf. marina RCC261,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Chlorophyta,NA,NA,Pycnococcaceae,Pseudoscourfieldia,NA,NA,1
KC000799,Unknown bacteria,Bacteria,offtarget,unidentified marine bacterioplankton,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
AY702168,Unknown organism,Unknown organism,offtarget,uncultured organism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MF450655,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ466037,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ466029,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ466046,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
MK938364,Unknown bacteria,Bacteria,offtarget,uncultured Chroococcidiopsis sp.,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,NA,NA,1
MF527191,Cyanobacteria,Bacteria,offtarget,uncultured Pleurocapsales cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,NA,NA,NA,NA,1
KX780281,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
MF101411,Acrosorium ciliolatum,Red algae,offtarget,Acrosorium ciliolatum,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,NA,NA,1
KX013986,Unknown algae,Unknown algae,offtarget,uncultured eukaryotic phytoplankton,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
JN986565,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN986555,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KX938012,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
JN986530,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN986496,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
FJ002204,Chaetoceros,Diatom,offtarget,Chaetoceros sp. C134,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA,NA,1
