accession,found_taxa,common_name,rank,taxa_verbatim,taxonomy_search,hybrid,worms_sciname,worms_aphiaid,original_aphiaid,status,unacceptreason,valid_authority,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only,n_dups
MH263668,Eigenmannia humboldtii,NA,species,Eigenmannia humboldtii,Eigenmannia humboldtii,NA,Eigenmannia humboldtii,1020131,1020131,accepted,NA,"(Steindachner, 1878)",Animalia,Chordata,Teleostei,Gymnotiformes,Sternopygidae,Eigenmannia,1,0,1
AP018100,Schismatogobius ampluvinculus,NA,species,Schismatogobius ampluvinculus,Schismatogobius ampluvinculus,NA,Schismatogobius ampluvinculus,1010855,1010855,accepted,NA,"Chen, Shao & Fang, 1995",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018099,Schismatogobius saurii,NA,species,Schismatogobius ninja,Schismatogobius ninja,NA,Schismatogobius saurii,1385202,1494121,unaccepted,NA,"Keith, Lord, Hadiaty & Hubert, 2017",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,0,0,1
AP018097,Schismatogobius ampluvinculus,NA,species,Schismatogobius ampluvinculus,Schismatogobius ampluvinculus,NA,Schismatogobius ampluvinculus,1010855,1010855,accepted,NA,"Chen, Shao & Fang, 1995",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018095,Schismatogobius ampluvinculus,NA,species,Schismatogobius ampluvinculus,Schismatogobius ampluvinculus,NA,Schismatogobius ampluvinculus,1010855,1010855,accepted,NA,"Chen, Shao & Fang, 1995",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018092,Schismatogobius ampluvinculus,NA,species,Schismatogobius ampluvinculus,Schismatogobius ampluvinculus,NA,Schismatogobius ampluvinculus,1010855,1010855,accepted,NA,"Chen, Shao & Fang, 1995",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018090,Schismatogobius ampluvinculus,NA,species,Schismatogobius ampluvinculus,Schismatogobius ampluvinculus,NA,Schismatogobius ampluvinculus,1010855,1010855,accepted,NA,"Chen, Shao & Fang, 1995",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018067,Schismatogobius marmoratus,NA,species,Schismatogobius marmoratus,Schismatogobius marmoratus,NA,Schismatogobius marmoratus,1421144,1421144,accepted,NA,"(Peters, 1868)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018060,Schismatogobius marmoratus,NA,species,Schismatogobius marmoratus,Schismatogobius marmoratus,NA,Schismatogobius marmoratus,1421144,1421144,accepted,NA,"(Peters, 1868)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018059,Schismatogobius marmoratus,NA,species,Schismatogobius marmoratus,Schismatogobius marmoratus,NA,Schismatogobius marmoratus,1421144,1421144,accepted,NA,"(Peters, 1868)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,1,0,1
AP018056,Schismatogobius saurii,NA,species,Schismatogobius ninja,Schismatogobius ninja,NA,Schismatogobius saurii,1385202,1494121,unaccepted,NA,"Keith, Lord, Hadiaty & Hubert, 2017",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Schismatogobius,0,0,1
AP018055,Kraemeria cunicularia,NA,species,Kraemeria cunicularia,Kraemeria cunicularia,NA,Kraemeria cunicularia,276653,276653,accepted,NA,"Rofen, 1958",Animalia,Chordata,Teleostei,Gobiiformes,Kraemeriidae,Kraemeria,0,0,1
AP018054,Kraemeria cunicularia,NA,species,Kraemeria cunicularia,Kraemeria cunicularia,NA,Kraemeria cunicularia,276653,276653,accepted,NA,"Rofen, 1958",Animalia,Chordata,Teleostei,Gobiiformes,Kraemeriidae,Kraemeria,0,0,1
MF278962,Dipturus chilensis,NA,species,Dipturus chilensis,Dipturus chilensis,NA,Dipturus chilensis,271542,271542,accepted,NA,"(Guichenot, 1848)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,0,0,1
KX267048,Gadus morhua,NA,species,Gadus morhua,Gadus morhua,NA,Gadus morhua,126436,126436,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0,0,1
KX267046,Gadus morhua,NA,species,Gadus morhua,Gadus morhua,NA,Gadus morhua,126436,126436,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0,0,1
KX376479,Triplophysa,NA,genus,Triplophysa sp. ZP-2016,Triplophysa,NA,Triplophysa,271154,271154,accepted,NA,"Rendahl, 1933",Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Triplophysa,0,0,1
MG271911,Pelates quadrilineatus,NA,species,Pelates quadrilineatus,Pelates quadrilineatus,NA,Pelates quadrilineatus,127077,127077,accepted,NA,"(Bloch, 1790)",Animalia,Chordata,Teleostei,Centrarchiformes,Terapontidae,Pelates,0,0,1
MG728097,Syngnathoides biaculeatus,NA,species,Syngnathoides biaculeatus,Syngnathoides biaculeatus,NA,Syngnathoides biaculeatus,218035,218035,accepted,NA,"(Bloch, 1785)",Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathoides,0,0,1
MF083116,Phractocephalus hemioliopterus,NA,species,Phractocephalus hemioliopterus,Phractocephalus hemioliopterus,NA,Phractocephalus hemioliopterus,1026980,1026980,accepted,NA,"(Bloch & Schneider, 1801)",Animalia,Chordata,Teleostei,Siluriformes,Pimelodidae,Phractocephalus,1,0,1
KX087170,Hoplosternum littorale,NA,species,Hoplosternum littorale,Hoplosternum littorale,NA,Hoplosternum littorale,1014873,1014873,accepted,NA,"(Hancock, 1828)",Animalia,Chordata,Teleostei,Siluriformes,Callichthyidae,Hoplosternum,1,0,1
KX118035,Anarhichas denticulatus,NA,species,Anarhichas denticulatus,Anarhichas denticulatus,NA,Anarhichas denticulatus,126757,126757,accepted,NA,"Krøyer, 1845",Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas,0,0,1
KX118004,Anarhichas lupus,NA,species,Anarhichas lupus,Anarhichas lupus,NA,Anarhichas lupus,126758,126758,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas,0,0,1
MG523272,Onychostoma,NA,genus,Onychostoma sp. n. FH-2018,Onychostoma,NA,Onychostoma,270095,270095,accepted,NA,"Günther, 1896",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Onychostoma,0,0,1
MG822727,Hippocampus fuscus,NA,species,Hippocampus fuscus,Hippocampus fuscus,NA,Hippocampus fuscus,212230,212230,accepted,NA,"Rüppell, 1838",Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,0,0,1
MG515171,Abalistes stellatus,NA,species,Abalistes stellaris,Abalistes stellaris,NA,Abalistes stellatus,219873,219872,unaccepted,NA,"(Anonymous, 1798)",Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Abalistes,0,0,1
AP018348,Trichonotus filamentosus,NA,species,Trichonotus filamentosus,Trichonotus filamentosus,NA,Trichonotus filamentosus,279120,279120,accepted,NA,"(Steindachner, 1867)",Animalia,Chordata,Teleostei,Gobiiformes,Trichonotidae,Trichonotus,0,0,1
AP018347,Glaucosoma buergeri,NA,species,Glaucosoma buergeri,Glaucosoma buergeri,NA,Glaucosoma buergeri,279189,279189,accepted,NA,"Richardson, 1845",Animalia,Chordata,Teleostei,Acropomatiformes,Glaucosomatidae,Glaucosoma,0,0,1
MG551591,Salmo ischchan,NA,species,Salmo ischchan,Salmo ischchan,NA,Salmo ischchan,1019744,1019744,accepted,NA,"Kessler, 1877",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,1,0,1
MF983538,Sphyrna zygaena,NA,species,Sphyrna zygaena,Sphyrna zygaena,NA,Sphyrna zygaena,105819,105819,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,0,0,1
MH037008,Pampus cinereus,NA,species,Pampus cinereus,Pampus cinereus,NA,Pampus cinereus,273994,273994,accepted,NA,"(Bloch, 1795)",Animalia,Chordata,Teleostei,Scombriformes,Stromateidae,Pampus,0,0,1
JX625133,Coilia nasus,NA,species,Coilia nasus,Coilia nasus,NA,Coilia nasus,279083,279083,accepted,NA,"Temminck & Schlegel, 1846",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia,0,0,1
KT983411,Bagarius yarrelli,NA,species,Bagarius yarrelli,Bagarius yarrelli,NA,Bagarius yarrelli,1018581,1018581,accepted,NA,"(Sykes, 1839)",Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Bagarius,1,0,1
KX151654,Mobula kuhlii,NA,species,Mobula kuhlii,Mobula kuhlii,NA,Mobula kuhlii,217436,217436,accepted,NA,"(Müller & Henle, 1841)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151652,Rhinoptera bonasus,NA,species,Rhinoptera bonasus,Rhinoptera bonasus,NA,Rhinoptera bonasus,158544,158544,accepted,NA,"(Mitchill, 1815)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Rhinopteridae,Rhinoptera,0,0,1
KX151649,Aetobatus narinari,NA,species,Aetobatus narinari,Aetobatus narinari,NA,Aetobatus narinari,217426,217426,accepted,NA,"(Euphrasen, 1790)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Aetobatidae,Aetobatus,0,0,1
KX151648,Mobula birostris,NA,species,Mobula birostris,Mobula birostris,NA,Mobula birostris,1026118,1026118,accepted,NA,"(Walbaum, 1792)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151647,Mobula tarapacana,NA,species,Mobula tarapacana,Mobula tarapacana,NA,Mobula tarapacana,105859,105859,accepted,NA,"(Philippi, 1892)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151646,Mobula hypostoma,NA,species,Mobula hypostoma,Mobula hypostoma,NA,Mobula hypostoma,158530,158530,accepted,NA,"(Bancroft, 1831)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151645,Mobula munkiana,NA,species,Mobula munkiana,Mobula munkiana,NA,Mobula munkiana,271482,271482,accepted,NA,"Notarbartolo-di-Sciara, 1987",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151644,Mobula mobular,NA,species,Mobula mobular,Mobula mobular,NA,Mobula mobular,105858,105858,accepted,NA,"(Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151643,Mobula mobular,NA,species,Mobula mobular,Mobula mobular,NA,Mobula mobular,105858,105858,accepted,NA,"(Bonnaterre, 1788)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,0,0,1
KX151642,Myliobatis aquila,NA,species,Myliobatis aquila,Myliobatis aquila,NA,Myliobatis aquila,105860,105860,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,0,0,1
MF038886,Eucyclogobius newberryi,NA,species,Eucyclogobius newberryi,Eucyclogobius newberryi,NA,Eucyclogobius newberryi,280737,280737,accepted,NA,"(Girard, 1856)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Eucyclogobius,0,0,1
MG650171,Opsariichthys pachycephalus,NA,species,Opsariichthys pachycephalus,Opsariichthys pachycephalus,NA,Opsariichthys pachycephalus,1012268,1012268,accepted,NA,"Günther, 1868",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Opsariichthys,1,0,1
KT359599,Rhynchocypris percnura,NA,species,Rhynchocypris percnurus,Rhynchocypris percnurus,NA,Rhynchocypris percnura,1026590,1621466,misspelling,NA,"(Pallas, 1814)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rhynchocypris,1,0,1
KJ123693,Hippocampus spinosissimus,NA,species,Hippocampus spinosissimus,Hippocampus spinosissimus,NA,Hippocampus spinosissimus,275210,275210,accepted,NA,"Weber, 1913",Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,0,0,1
JQ707062,Stegastes planifrons,NA,species,Stegastes planifrons,Stegastes planifrons,NA,Stegastes planifrons,276679,276679,accepted,NA,"(Cuvier, 1830)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,0,0,1
JQ707061,Stegastes fuscus,NA,species,Stegastes fuscus,Stegastes fuscus,NA,Stegastes fuscus,276669,276669,accepted,NA,"(Cuvier, 1830)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,0,0,1
JQ707060,Stegastes albifasciatus,NA,species,Stegastes albifasciatus,Stegastes albifasciatus,NA,Stegastes albifasciatus,218847,218847,accepted,NA,"(Schlegel & Müller, 1839)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,0,0,1
JQ707058,Pomacentrus trilineatus,NA,species,Pomacentrus trilineatus,Pomacentrus trilineatus,NA,Pomacentrus trilineatus,212995,212995,accepted,NA,"Cuvier, 1830",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707057,Pomacentrus sulfureus,NA,species,Pomacentrus sulfureus,Pomacentrus sulfureus,NA,Pomacentrus sulfureus,212964,212964,accepted,NA,"Klunzinger, 1871",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707056,Pomacentrus pavo,NA,species,Pomacentrus pavo,Pomacentrus pavo,NA,Pomacentrus pavo,212990,212990,accepted,NA,"(Bloch, 1787)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707055,Pomacentrus imitator,NA,species,Pomacentrus imitator,Pomacentrus imitator,NA,Pomacentrus imitator,277152,277152,accepted,NA,"(Whitley, 1964)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707054,Pomacentrus callainus,NA,species,Pomacentrus callainus,Pomacentrus callainus,NA,Pomacentrus callainus,277144,277144,accepted,NA,"Randall, 2002",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707053,Pomacentrus caeruleus,NA,species,Pomacentrus caeruleus,Pomacentrus caeruleus,NA,Pomacentrus caeruleus,212993,212993,accepted,NA,"Quoy & Gaimard, 1825",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707052,Pomacentrus caeruleopunctatus,NA,species,Pomacentrus caeruleopunctatus,Pomacentrus caeruleopunctatus,NA,Pomacentrus caeruleopunctatus,277143,277143,accepted,NA,"Allen, 2002",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707051,Pomacentrus baenschi,NA,species,Pomacentrus baenschi,Pomacentrus baenschi,NA,Pomacentrus baenschi,212973,212973,accepted,NA,"Allen, 1991",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707050,Pomacentrus auriventris,NA,species,Pomacentrus auriventris,Pomacentrus auriventris,NA,Pomacentrus auriventris,277137,277137,accepted,NA,"Allen, 1991",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707049,Pomacentrus alleni,NA,species,Pomacentrus alleni,Pomacentrus alleni,NA,Pomacentrus alleni,277131,277131,accepted,NA,"Burgess, 1981",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,0,0,1
JQ707048,Parma oligolepis,NA,species,Parma oligolepis,Parma oligolepis,NA,Parma oligolepis,282158,282158,accepted,NA,"Whitley, 1929",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Parma,0,0,1
JQ707047,Neopomacentrus metallicus,NA,species,Neopomacentrus metallicus,Neopomacentrus metallicus,NA,Neopomacentrus metallicus,278913,278913,accepted,NA,"(Jordan & Seale, 1906)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Neopomacentrus,0,0,1
JQ707046,Neopomacentrus cyanomos,NA,species,Neopomacentrus cyanomos,Neopomacentrus cyanomos,NA,Neopomacentrus cyanomos,218839,218839,accepted,NA,"(Bleeker, 1856)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Neopomacentrus,0,0,1
JQ707045,Neoglyphidodon polyacanthus,NA,species,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,NA,Neoglyphidodon polyacanthus,278815,278815,accepted,NA,"(Ogilby, 1889)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Neoglyphidodon,0,0,1
JQ707044,Neoglyphidodon carlsoni,NA,species,Neoglyphidodon carlsoni,Neoglyphidodon carlsoni,NA,Neoglyphidodon carlsoni,278811,278811,accepted,NA,"(Allen, 1975)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Neoglyphidodon,0,0,1
JQ707043,Chrysiptera traceyi,NA,species,Chrysiptera traceyi,Chrysiptera traceyi,NA,Chrysiptera traceyi,276847,276847,accepted,NA,"(Woods & Schultz, 1960)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera,0,0,1
JQ707042,Chrysiptera taupou,NA,species,Chrysiptera taupou,Chrysiptera taupou,NA,Chrysiptera taupou,276846,276846,accepted,NA,"(Jordan & Seale, 1906)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera,0,0,1
JQ707041,Chrysiptera glauca,NA,species,Chrysiptera glauca,Chrysiptera glauca,NA,Chrysiptera glauca,218783,218783,accepted,NA,"(Cuvier, 1830)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera,0,0,1
JQ707040,Chrysiptera biocellata,NA,species,Chrysiptera biocellata,Chrysiptera biocellata,NA,Chrysiptera biocellata,218784,218784,accepted,NA,"(Quoy & Gaimard, 1825)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera,0,0,1
JQ707039,Pycnochromis vanderbilti,NA,species,Chromis vanderbilti,Chromis vanderbilti,NA,Pycnochromis vanderbilti,320883,273758,unaccepted,NA,"Fowler, 1941",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707038,Pycnochromis nigrurus,NA,species,Chromis nigrura,Chromis nigrura,NA,Pycnochromis nigrurus,1592292,212799,unaccepted,NA,"(Smith, 1960)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707036,Chromis enchrysurus,NA,species,Chromis enchrysura,Chromis enchrysura,NA,Chromis enchrysurus,304153,273722,unaccepted,NA,"Jordan & Gilbert, 1882",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707035,Pycnochromis dimidiatus,NA,species,Pycnochromis dimidiatus,Pycnochromis dimidiatus,NA,Pycnochromis dimidiatus,1551089,1551089,accepted,NA,"(Klunzinger, 1871)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pycnochromis,0,0,1
JQ707034,Pycnochromis delta,NA,species,Chromis delta,Chromis delta,NA,Pycnochromis delta,1593661,273719,unaccepted,NA,"(Randall, 1988)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707033,Azurina cyanea,NA,species,Chromis cyanea,Chromis cyanea,NA,Azurina cyanea,1565681,273718,junior objective synonym,NA,"(Poey, 1860)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707032,Pycnochromis bami,NA,species,Pycnochromis bami,Pycnochromis bami,NA,Pycnochromis bami,1592271,1592271,accepted,NA,"(Randall & McCosker, 1992)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pycnochromis,0,0,1
JQ707031,Pycnochromis atripes,NA,species,Chromis atripes,Chromis atripes,NA,Pycnochromis atripes,1605306,273713,unaccepted,NA,"(Fowler & Bean, 1928)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707030,Chromis alta,NA,species,Chromis alta,Chromis alta,NA,Chromis alta,273710,273710,accepted,NA,"Greenfield & Woods, 1980",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,0,0,1
JQ707029,Amblyglyphidodon orbicularis,NA,species,Amblyglyphidodon orbicularis,Amblyglyphidodon orbicularis,NA,Amblyglyphidodon orbicularis,277600,277600,accepted,NA,"(Hombron & Jacquinot, 1853)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amblyglyphidodon,0,0,1
JQ707028,Abudefduf sparoides,NA,species,Abudefduf sparoides,Abudefduf sparoides,NA,Abudefduf sparoides,212862,212862,accepted,NA,"(Quoy & Gaimard, 1825)",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,0,0,1
MF804538,Channa lucius,NA,species,Channa lucius,Channa lucius,NA,Channa lucius,1016705,1016705,accepted,NA,"(Cuvier, 1831)",Animalia,Chordata,Teleostei,Anabantiformes,Channidae,Channa,1,0,1
MF787293,Schizopygopsis selincuoensis,NA,species,Schizopygopsis selincuoensis,Schizopygopsis selincuoensis,NA,Schizopygopsis selincuoensis,1525493,1525493,accepted,NA,"(Chen & Cao, 2000)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Schizopygopsis,1,0,1
AP018401,Parupeneus barberinus,NA,species,Parupeneus barberinus,Parupeneus barberinus,NA,Parupeneus barberinus,218660,218660,accepted,NA,"(Lacepède, 1801)",Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Parupeneus,0,0,1
MG718032,Liparis ochotensis,NA,species,Liparis ochotensis,Liparis ochotensis,NA,Liparis ochotensis,274529,274529,accepted,NA,"Schmidt, 1904",Animalia,Chordata,Teleostei,Perciformes,Liparidae,Liparis,0,0,1
MG026730,Sinocyclocheilus multipunctatus,NA,species,Sinocyclocheilus multipunctatus,Sinocyclocheilus multipunctatus,NA,Sinocyclocheilus multipunctatus,1015793,1015793,accepted,NA,"(Pellegrin, 1931)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Sinocyclocheilus,1,0,1
MF457481,Ptychidio macrops,NA,species,Ptychidio macrops,Ptychidio macrops,NA,Ptychidio macrops,1012288,1012288,accepted,NA,"Fang, 1981",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ptychidio,1,0,1
AP017956,Encrasicholina punctifer,NA,species,Encrasicholina punctifer,Encrasicholina punctifer,NA,Encrasicholina punctifer,219982,219982,accepted,NA,"Fowler, 1938",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Encrasicholina,0,0,1
AP017955,Encrasicholina punctifer,NA,species,Encrasicholina punctifer,Encrasicholina punctifer,NA,Encrasicholina punctifer,219982,219982,accepted,NA,"Fowler, 1938",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Encrasicholina,0,0,1
AP017954,Encrasicholina heteroloba,NA,species,Encrasicholina pseudoheteroloba,Encrasicholina pseudoheteroloba,NA,Encrasicholina heteroloba,219980,1529163,unaccepted,NA,"(Rüppell, 1837)",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Encrasicholina,0,0,1
AP017952,Encrasicholina heteroloba,NA,species,Encrasicholina heteroloba,Encrasicholina heteroloba,NA,Encrasicholina heteroloba,219980,219980,accepted,NA,"(Rüppell, 1837)",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Encrasicholina,0,0,1
AP017950,Setipinna tenuifilis,NA,species,Setipinna tenuifilis,Setipinna tenuifilis,NA,Setipinna tenuifilis,282769,282769,accepted,NA,"(Valenciennes, 1848)",Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Setipinna,0,0,1
MF787799,Acanthogobio guentheri,NA,species,Acanthogobio guentheri,Acanthogobio guentheri,NA,Acanthogobio guentheri,1019534,1019534,accepted,NA,"Herzenstein, 1892",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acanthogobio,1,0,1
MF804392,Ancistrus cryptophthalmus,NA,species,Ancistrus cryptophthalmus,Ancistrus cryptophthalmus,NA,Ancistrus cryptophthalmus,1011652,1011652,accepted,NA,"Reis, 1987",Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Ancistrus,1,0,1
AP006029,Schindleria praematura,NA,species,Schindleria praematura,Schindleria praematura,NA,Schindleria praematura,282679,282679,accepted,NA,"(Schindler, 1930)",Animalia,Chordata,Teleostei,Gobiiformes,Schindleriidae,Schindleria,0,0,1
AP005989,Sebastiscus marmoratus,NA,species,Sebastiscus marmoratus,Sebastiscus marmoratus,NA,Sebastiscus marmoratus,282738,282738,accepted,NA,"(Cuvier, 1829)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastiscus,0,0,1
KY067948,Hirundichthys oxycephalus,NA,species,Hirundichthys oxycephalus,Hirundichthys oxycephalus,NA,Hirundichthys oxycephalus,272171,272171,accepted,NA,"(Bleeker, 1853)",Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Hirundichthys,0,0,1
KU365899,Centropyge interrupta,NA,species,Centropyge interrupta,Centropyge interrupta,NA,Centropyge interrupta,712745,712745,accepted,NA,"(Tanaka, 1918)",Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Centropyge,0,0,1
MF180232,Hypophthalmichthys molitrix,NA,species,Hypophthalmichthys molitrix,Hypophthalmichthys molitrix,NA,Hypophthalmichthys molitrix,154319,154319,accepted,NA,"(Valenciennes, 1844)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Hypophthalmichthys,0,0,1
KY117237,Protonibea diacanthus,NA,species,Protonibea diacanthus,Protonibea diacanthus,NA,Protonibea diacanthus,282382,282382,accepted,NA,"(Lacepède, 1802)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Protonibea,0,0,1
MF958973,Garra imberba,NA,species,Garra pingi,Garra pingi,NA,Garra imberba,1011689,1044799,unaccepted,NA,"Garman, 1912",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra,1,0,1
MG255116,Lutjanus decussatus,NA,species,Lutjanus decussatus,Lutjanus decussatus,NA,Lutjanus decussatus,276530,276530,accepted,NA,"(Cuvier, 1828)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0,0,1
MG255115,Lutjanus madras,NA,species,Lutjanus madras,Lutjanus madras,NA,Lutjanus madras,218478,218478,accepted,NA,"(Valenciennes, 1831)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0,0,1
MG255114,Lutjanus fulviflamma,NA,species,Lutjanus fulviflamma,Lutjanus fulviflamma,NA,Lutjanus fulviflamma,218490,218490,accepted,NA,"(Forsskål, 1775)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0,0,1
