accession,taxonomy
EF616851,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_burgessi
EF616849,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_pelewensis
EF616848,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_punctofasciatus
EF616847,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_larvatus
EF616846,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_plebeius
EF616845,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_oxycephalus
EF616841,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_fremblii
EF616840,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_collare
EF616839,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_quadrimaculatus
EF616838,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_multicinctus
EF616837,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_robustus
EF616836,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_semilarvatus
EF616835,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_falcula
EF616834,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_miliaris
EF616829,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_semeion
EF616828,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_sedentarius
EF616827,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_bennetti
EF616826,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_austriacus
EF616825,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_kleinii
EF616824,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_hoefleri
EF616823,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Heniochus;Heniochus_acuminatus
EF616821,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Prognathodes;Prognathodes_aya
EF616820,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Amphichaetodon;Amphichaetodon_melbae
MK112563,root;Eukaryota;Chordata;Actinopteri;Characiformes;Erythrinidae;Hoplias;Hoplias_malabaricus
MK112562,root;Eukaryota;Chordata;Actinopteri;Characiformes;Erythrinidae;Hoplias;Hoplias_malabaricus
MK112561,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Auchenipteridae;Ageneiosus;Ageneiosus_inermis
MK112560,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Auchenipteridae;Ageneiosus;Ageneiosus_pardalis
AU242340,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias_latipes
MK208924,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Rhynchocypris;Rhynchocypris_oxycephalus
KX025131,root;Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Pagothenia;Pagothenia_borchgrevinki
DV567081,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Platichthys;Platichthys_flesus
BM028763,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ictaluridae;Ictalurus;Ictalurus_punctatus
KF991391,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Bathyraja;Bathyraja_bergi
KF962934,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus_argentinensis
KF953911,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Okamejei;Okamejei_meerdervoortii
KF648507,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Okamejei;Okamejei_acutispina
MF363002,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia_mystus
MG986722,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Horabagrus;Horabagrus_nigricollaris
MG986721,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa_diplogramma
MH370837,root;Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Osmerus;Osmerus_mordax
MH636617,root;Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Hypomesus;Hypomesus_japonicus
MG677547,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Photopectoralis;Photopectoralis_bindus
MG677546,root;Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;Siganus_sutor
MH399592,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Apteronotidae;Apteronotus;Apteronotus_rostratus
MH399590,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Sternopygus;Sternopygus_dariensis
MH399591,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Hypopomidae;Brachyhypopomus;Brachyhypopomus_occidentalis
MH606192,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Hephaestus;Hephaestus_fuliginosus
MH211123,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola_aureovittata
MH538886,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_menidia
MH538871,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_menidia
MH538853,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_menidia
MH538743,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_menidia
MH538727,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_menidia
MH538725,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_menidia
MG924478,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Prosopium;Prosopium_coulterii
MG924474,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_ricei
MG924473,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Notropis;Notropis_hudsonius
MG924470,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Prosopium;Prosopium_coulterii
MG924469,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Coregonus;Coregonus_zenithicus
MG924468,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Coregonus;Coregonus_zenithicus
MG924467,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Coregonus;Coregonus_sardinella
MG924466,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Coregonus;Coregonus_sardinella
MG924465,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Coregonus;Coregonus_laurettae
MG924463,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Coregonus;Coregonus_laurettae
MG800786,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_signifer
MG878098,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Acrossocheilus;Acrossocheilus_paradoxus
KP872688,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Glyptothorax;Glyptothorax_sinensis
KP301502,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Dunckerocampus;Dunckerocampus_dactyliophorus
MH729809,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Odontaspididae;Carcharias;Carcharias_taurus
AP018344,root;Eukaryota;Chordata;Actinopteri;Notacanthiformes;Notacanthidae;Notacanthus;Notacanthus_chemnitzii
AP017328,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Monacoa;Monacoa_griseus
AP017327,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Macropinna;Macropinna_microstoma
AP017326,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Monacoa;Monacoa_griseus
AP017324,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Monacoa;Monacoa_griseus
AP017322,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Monacoa;Monacoa_niger
AP012955,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;Nansenia_boreacrassicauda
AP012952,root;Eukaryota;Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;Argentina_silus
AB648909,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Protomyctophum;Protomyctophum_arcticum
AP012264,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema_glaciale
AP012262,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;Notoscopelus_elongatus
AP012261,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Bolinichthys;Bolinichthys_pyrsobolus
AP012259,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Ceratoscopelus;Ceratoscopelus_maderensis
AP012258,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus;Lampanyctus_crocodilus
AP012257,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampadena;Lampadena_yaquinae
AP012256,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;Notoscopelus_caudispinosus
AP012255,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;Myctophum_nitidulum
AP012254,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;Myctophum_orientale
AP012253,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema_fibulatum
AP012252,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;Notoscopelus_japonicus
AP012250,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Gymnoscopelus;Gymnoscopelus_nicholsi
AP012249,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Neoscopelidae;Solivomer;Solivomer_arenidens
AP012248,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Electrona;Electrona_antarctica
AP012247,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Nannobrachium;Nannobrachium_ritteri
AP012246,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Symbolophorus;Symbolophorus_californiensis
AP012245,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Stenobrachius;Stenobrachius_leucopsarus
AP012244,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Taaningichthys;Taaningichthys_minimus
AP012243,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Triphoturus;Triphoturus_nigrescens
AP012242,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lobianchia;Lobianchia_gemellarii
AP012241,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus;Lampanyctus_macdonaldi
AP012240,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus_theta
AP012239,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;Myctophum_punctatum
AP012237,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Centrobranchus;Centrobranchus_choerocephalus
AP012236,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Krefftichthys;Krefftichthys_anderssoni
AP012235,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus_gigas
AP012234,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Dasyscopelus;Dasyscopelus_asper
AP012233,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diogenichthys;Diogenichthys_atlanticus
AP012232,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Bolinichthys;Bolinichthys_distofax
AP012230,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus_chrysorhynchus
AP012227,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus_luetkeni
AP009586,root;Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Rinoctes;Rinoctes_nasutus
AP009573,root;Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Alepocephalus;Alepocephalus_longiceps
MG729397,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua
MG729395,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Leiognathus;Leiognathus_brevirostris
MG729394,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Johnius;Johnius_borneensis
MG729393,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Johnius;Johnius_amblycephalus
MH817023,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Betadevario;Betadevario_ramachandrani
MH823675,root;Eukaryota;Chordata;Chondrichthyes;Lamniformes;Odontaspididae;Carcharias;Carcharias_taurus
KF557651,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_mohnikei
AB920288,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Osphronemidae;Betta;Betta_pi
MF966985,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_scherzeri
MF966984,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_scherzeri
MF966983,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_scherzeri
MF966982,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_scherzeri
AP012985,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_melanogaster
AP010778,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Rhodeus;Rhodeus_atremius
AP010776,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Gobionidae;Squalidus;Squalidus_japonicus
AP010775,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Rutilus;Rutilus_rutilus
AP009314,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Enteromius;Enteromius_guirali
AP009313,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Enteromius;Enteromius_callipterus
AP009312,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Tanakia;Tanakia_himantegus
AP009303,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Acrossocheilus;Acrossocheilus_paradoxus
AP018523,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Stethojulis;Stethojulis_strigiventer
Z48715,root;Eukaryota;Chordata;;Ceratodontiformes;Lepidosirenidae;Lepidosiren;Lepidosiren_paradoxa
Z21923,root;Eukaryota;Chordata;;Ceratodontiformes;Protopteridae;Protopterus;Protopterus_sp.
MH286808,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Mochokidae;Synodontis;Synodontis_membranacea
MH286807,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Heptapteridae;Pimelodella;Pimelodella_cristata
LC342688,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus_pollux
MH263670,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Sternopygus;Sternopygus_aequilabiatus
MH263669,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Eigenmannia;Eigenmannia_limbata
MH263668,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Eigenmannia;Eigenmannia_humboldtii
AP018100,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ampluvinculus
AP018099,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ninja
AP018097,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ampluvinculus
AP018095,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ampluvinculus
AP018092,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ampluvinculus
AP018090,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ampluvinculus
AP018067,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_marmoratus
AP018060,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_marmoratus
AP018059,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_marmoratus
AP018056,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Schismatogobius;Schismatogobius_ninja
AP018055,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Kraemeriidae;Kraemeria;Kraemeria_cunicularia
AP018054,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Kraemeriidae;Kraemeria;Kraemeria_cunicularia
MF278962,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus_chilensis
KX267048,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus_morhua
KX267046,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus_morhua
KX376479,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa_sp._ZP-2016
MG271911,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus
MG728097,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathoides;Syngnathoides_biaculeatus
MF083116,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Phractocephalus;Phractocephalus_hemioliopterus
KX087170,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Callichthyidae;Hoplosternum;Hoplosternum_littorale
KX118035,root;Eukaryota;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;Anarhichas_denticulatus
KX118004,root;Eukaryota;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;Anarhichas_lupus
MG523272,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Onychostoma;Onychostoma_sp._n._FH-2018
MG822727,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_fuscus
MG515171,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Abalistes;Abalistes_stellaris
AP018348,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Trichonotidae;Trichonotus;Trichonotus_filamentosus
AP018347,root;Eukaryota;Chordata;Actinopteri;Acropomatiformes;Glaucosomatidae;Glaucosoma;Glaucosoma_buergeri
MG551591,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo_ischchan
MF983538,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Sphyrna;Sphyrna_zygaena
MH037008,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Pampus;Pampus_cinereus
JX625133,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia_nasus
KT983411,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Bagarius;Bagarius_yarrelli
KX151654,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_kuhlii
KX151652,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Rhinoptera;Rhinoptera_bonasus
KX151649,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Aetobatus;Aetobatus_narinari
KX151648,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_birostris
KX151647,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_tarapacana
KX151646,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_hypostoma
KX151645,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_munkiana
KX151644,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_mobular
KX151643,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Mobula;Mobula_mobular
KX151642,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis_aquila
MF038886,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Eucyclogobius;Eucyclogobius_newberryi
MG650171,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Opsariichthys;Opsariichthys_pachycephalus
KT359599,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Rhynchocypris;Rhynchocypris_percnurus
KJ123693,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_spinosissimus
JQ707062,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes_planifrons
JQ707061,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes_fuscus
JQ707060,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes_albifasciatus
JQ707058,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_trilineatus
JQ707057,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_sulfureus
JQ707056,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_pavo
JQ707055,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_imitator
JQ707054,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_callainus
JQ707053,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_caeruleus
JQ707052,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_caeruleopunctatus
JQ707051,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_baenschi
JQ707050,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_auriventris
JQ707049,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus_alleni
JQ707048,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Parma;Parma_oligolepis
JQ707047,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Neopomacentrus;Neopomacentrus_metallicus
JQ707046,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Neopomacentrus;Neopomacentrus_cyanomos
JQ707045,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Neoglyphidodon;Neoglyphidodon_polyacanthus
