accession,taxonomy
MZ597932,root;Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_nigricauda
MZ597929,root;Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Sargocentron;Sargocentron_spiniferum
MZ597928,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Saurida;Saurida_gracilis
MZ597927,root;Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Ctenochaetus;Ctenochaetus_striatus
MZ597920,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Amblycirrhitus;Amblycirrhitus_bimacula
MZ597918,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_taeniophorus
MZ597913,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes_lividus
MZ597912,root;Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_blochii
MZ597909,root;Eukaryota;Chordata;Actinopteri;;Pomacanthidae;Centropyge;Centropyge_flavissima
MZ597910,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus_dermatogenys
MZ597901,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Bolinichthys;Bolinichthys_sp._FLMOO095
MZ597900,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Bolinichthys;Bolinichthys_sp._FLMOO088
MZ597899,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Notosudidae;Scopelosaurus;Scopelosaurus_sp._FLMOO084
MZ597898,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Luzonichthys;Luzonichthys_sp._FLMOO078
MZ597897,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;Cubiceps_pauciradiatus
MZ597896,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon_sp._FLMOO070
MZ597895,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Ptereleotris;Ptereleotris_sp._FLMOO069
MZ597887,root;Eukaryota;Chordata;Actinopteri;Lophiiformes;Gigantactinidae;Gigantactis;Gigantactis_vanhoeffeni
MZ597886,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampadena;Lampadena_anomala
MZ597883,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Taaningichthys;Taaningichthys_bathyphilus
MZ597881,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pateobatis;Pateobatis_fai
AB974451,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Galeus;Galeus_eastmani
MH380881,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_waitei
MH380880,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_waitei
MH380877,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_waitei
MH380870,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina_heteroloba
MH380868,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina_pseudoheteroloba
MH380863,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina_punctifer
MH380861,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina_punctifer
MH380860,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina_punctifer
MH380857,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_vitrirostris
MH380855,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_vitrirostris
MH380853,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_polybranchialis
MH380852,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_polybranchialis
MH380851,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_setirostris
MH380849,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_setirostris
MH380848,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_mystax
MH380847,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_mystax
MH380845,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_hamiltonii
MH380843,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_hamiltonii
MH380841,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_chefuensis
MH380840,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_dussumieri
MH380838,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_dussumieri
MH380831,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_baelama
MH380832,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_baelama
MH380830,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_breviceps
MH380828,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_taty
MH380823,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_tenuifilis
MH380821,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_melanochir
MH380819,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia_macrognathos
MH381462,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_zakoni
MH381457,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_zakoni
MH381453,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_valentini
MH381448,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_tenuicauda
MH381447,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_tenuicauda
MH381446,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_tenuicauda
MH381445,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_sullivani
MH381437,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_sullivani
MH381434,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_sullivani
MH381432,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_catostoma
MH381430,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_catostoma
MH381429,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_squalostoma
MH381424,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_squalostoma
MH381422,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_squalostoma
MH381419,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_soudanensis
MH381417,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_soudanensis
MH381415,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_similis
MH381412,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_simus
MH381410,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_simus
MH381406,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_schoutedeni
MH381407,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_schoutedeni
MH381404,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_sauvagii
MH381394,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_sauvagii
MH381391,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_pulsivertens
MH381384,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_pellegrini
MH381382,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_pellegrini
MH381383,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_pellegrini
MH381380,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_pallidomaculatus
MH381376,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_pallidomaculatus
MH381370,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_odzalaensis
MH381365,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_microphthalmus
MH381361,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_microphthalmus
MH381348,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_mbossou
MH381349,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_mbossou
MH381345,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_mbossou
MH381342,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_leo
MH381340,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_keatingii
MH381339,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_keatingii
MH381337,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_grandoculis
MH381330,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_frieli
MH381328,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_degeni
MH381326,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_christyi
MH381318,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_bovei
MH381314,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_bovei
MH381310,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_boboto
MH381309,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_bane
MH381308,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_balayi
MH381306,root;Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus_arnegardi
MT903923,root;Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;Siganus_rivulatus
MT903922,root;Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;Siganus_luridus
MT903920,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;Caranx_crysos
MT903919,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Sciaena;Sciaena_umbra
MT903918,root;Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis_chromis
MT903917,root;Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Parablennius;Parablennius_sanguinolentus
MT903916,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Belone;Belone_belone
MT903915,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobius;Gobius_incognitus
MT903913,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_pavo
MT903911,root;Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena_scrofa
MT903912,root;Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena_scrofa
MT903910,root;Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena_porcus
MT903907,root;Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena_porcus
MT903905,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_marginatus
MT903904,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_aeneus
MT903903,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus_cabrilla
MT903902,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus_cabrilla
MT903901,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus_cabrilla
MT903899,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Spondyliosoma;Spondyliosoma_cantharus
MT903898,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Sarpa;Sarpa_salpa
MT903897,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Oblada;Oblada_melanura
MT903900,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus_scriba
MT903896,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Oblada;Oblada_melanura
MT903895,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Boops;Boops_boops
MT903894,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Boops;Boops_boops
MT903893,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Boops;Boops_boops
MT903892,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus;Diplodus_annularis
MT903891,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus;Diplodus_vulgaris
MT903889,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus;Diplodus_sargus
MT903888,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus;Diplodus_sargus
MT903884,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus_surmuletus
MT903885,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus_surmuletus
AB974476,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Ophichthus;Ophichthus_urolophus
AB974674,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Zebrias;Zebrias_zebrinus
MH187588,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus_macrocephalus
MH187581,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus_conirostris
AB974630,root;Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Uranoscopus;Uranoscopus_chinensis
AB974598,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Bathytoshia;Bathytoshia_lata
AB974560,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_modestus
AB972085,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Triacanthodidae;Triacanthodes;Triacanthodes_anomalus
AB969858,root;Eukaryota;Chordata;Actinopteri;Lampriformes;Lampridae;Lampris;Lampris_guttatus
AB938135,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Echeneidae;Phtheirichthys;Phtheirichthys_lineatus
AB974499,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Isonidae;Iso;Iso_flosmaris
AB974467,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pteroplatytrygon;Pteroplatytrygon_violacea
AB972179,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Naucrates;Naucrates_ductor
AB972068,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;Mola_sp._MANBOU
AB969860,root;Eukaryota;Chordata;Actinopteri;Lampriformes;Trachipteridae;Zu;Zu_cristatus
AB938160,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus;Cheilodactylus_zebra
MK330867,root;Eukaryota;Chordata;Actinopteri;;Siganidae;Siganus;Siganus_javus
MK330866,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_venosus
MG755639,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Auchenipteridae;Trachelyopterus;Trachelyopterus_galeatus
MG755637,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Trichomycteridae;Trichomycterus;Trichomycterus_sp._LGC1373
MG755636,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Tetragonopterus;Tetragonopterus_chalceus
MG755634,root;Eukaryota;Chordata;Actinopteri;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus_marmoratus
MG755630,root;Eukaryota;Chordata;Actinopteri;Characiformes;Curimatidae;Steindachnerina;Steindachnerina_elegans
MG755627,root;Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Serrasalmus;Serrasalmus_brandtii
MG755626,root;Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Serrasalmus;Serrasalmus_brandtii
MG755625,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Schizodon;Schizodon_knerii
MG755620,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Rhamdia;Rhamdia_quelen
MG755619,root;Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Pygocentrus;Pygocentrus_piraya
MG755618,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Pterygoplichthys;Pterygoplichthys_etentaculatus
MG755615,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pseudopimelodidae;Pseudopimelodus;Pseudopimelodus_sp._LGC671
MG755614,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Pseudoplatystoma;Pseudoplatystoma_corruscans
MG755613,root;Eukaryota;Chordata;Actinopteri;Characiformes;Prochilodontidae;Prochilodus;Prochilodus_costatus
MG755610,root;Eukaryota;Chordata;Actinopteri;Characiformes;Prochilodontidae;Prochilodus;Prochilodus_argenteus
MG755607,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Planaltina;Planaltina_myersi
MG755606,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Heptapteridae;Pimelodella;Pimelodella_vittata
MG755605,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Heptapteridae;Pimelodella;Pimelodella_vittata
MG755603,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Pimelodus;Pimelodus_pohli
MG755599,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Pimelodus;Pimelodus_maculatus
MG755598,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Pimelodus;Pimelodus_fur
MG755596,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Piabina;Piabina_argentea
MG755595,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Piabina;Piabina_argentea
MG755591,root;Eukaryota;Chordata;Actinopteri;Characiformes;Parodontidae;Parodon;Parodon_hilarii
MG755589,root;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Pamphorichthys;Pamphorichthys_hollandi
MG755587,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Orthospinus;Orthospinus_franciscensis
MG755581,root;Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Myleus;Myleus_micans
MG755577,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Moenkhausia;Moenkhausia_costae
MG755576,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pseudopimelodidae;Microglanis;Microglanis_leptostriatus
MG755574,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Leporinus;Leporinus_taeniatus
MG755573,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Leporinus;Leporinus_taeniatus
MG755572,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus_reinhardti
MG755571,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Leporinus;Leporinus_piau
MG755568,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus_macrocephalus
MG755567,root;Eukaryota;Chordata;Actinopteri;Characiformes;Anostomidae;Megaleporinus;Megaleporinus_elongatus
MG755564,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Heptapteridae;Imparfinis;Imparfinis_minutus
MG755562,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Hypostomus;Hypostomus_alatus
MG755560,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon_santae
MG755556,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Callichthyidae;Hoplosternum;Hoplosternum_littorale
MG755555,root;Eukaryota;Chordata;Actinopteri;Characiformes;Erythrinidae;Hoplias;Hoplias_malabaricus
MG755553,root;Eukaryota;Chordata;Actinopteri;Characiformes;Erythrinidae;Hoplias;Hoplias_intermedius
MG755549,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hemigrammus;Hemigrammus_gracilis
MG755548,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Harttia;Harttia_sp._LGC1156
MG755547,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Harttia;Harttia_sp._LGC1145
MG755546,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus_carapo
MG755545,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Franciscodoras;Franciscodoras_marmoratus
MG755544,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Eigenmannia;Eigenmannia_virescens
MG755543,root;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Eigenmannia;Eigenmannia_virescens
MG755541,root;Eukaryota;Chordata;Actinopteri;Characiformes;Curimatidae;Cyphocharax;Cyphocharax_gilbert
MG755539,root;Eukaryota;Chordata;Actinopteri;Characiformes;Curimatidae;Curimatella;Curimatella_lepidura
MG755536,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Aspredinidae;Bunocephalus;Bunocephalus_sp._LGC1264
MG755534,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Crenicichla;Crenicichla_lepidota
MG755526,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Aspredinidae;Bunocephalus;Bunocephalus_sp._LGC1159
MG755525,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Aspredinidae;Bunocephalus;Bunocephalus_sp._LGC1158
MG755522,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Piabarchus;Piabarchus_stramineus
MG755519,root;Eukaryota;Chordata;Actinopteri;Characiformes;Bryconidae;Brycon;Brycon_orthotaenia
MG755514,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Psalidodon;Psalidodon_fasciatus
MG755510,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Astyanax;Astyanax_sp._LGC1365
MG755511,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Astyanax;Astyanax_bimaculatus
MG755509,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Astyanax;Astyanax_sp._LGC1299
MG755507,root;Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Acinocheirodon;Acinocheirodon_melanogramma
MG755508,root;Eukaryota;Chordata;Actinopteri;Characiformes;Parodontidae;Apareiodon;Apareiodon_ibitiensis
MH688300,root;Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Macrognathus;Macrognathus_siamensis
MH688301,root;Eukaryota;Chordata;Actinopteri;Synbranchiformes;Mastacembelidae;Mastacembelus;Mastacembelus_armatus
MH688299,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Siluridae;Kryptopterus;Kryptopterus_bicirrhis
MH688298,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ailiidae;Laides;Laides_longibarbis
MH688296,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ailiidae;Clupisoma;Clupisoma_sinense
MH688297,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ailiidae;Clupisoma;Clupisoma_sinense
MH688294,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pangasius;Pangasius_macronema
MH688295,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pseudolais;Pseudolais_pleurotaenia
MH688293,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Pseudomystus;Pseudomystus_siamensis
MH688290,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Mystus;Mystus_atrifasciatus
MH688291,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Bagridae;Mystus;Mystus_singaringan
MH688288,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Sikukia;Sikukia_gudgeri
MH688286,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_paviana
MH688285,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_dusonensis
MH688284,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Rasbora;Rasbora_dusonensis
MH688283,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Systomus;Systomus_orphoides
MH688282,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Puntius;Puntius_brevis
MH688280,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Puntioplites;Puntioplites_falcifer
MH688277,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Poropuntius;Poropuntius_normani
MH688278,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Poropuntius;Poropuntius_laoensis
MH688276,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Poropuntius;Poropuntius_carinatus
MH688275,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Poropuntius;Poropuntius_carinatus
