"","found_taxa","rank","worms_sciname","tol_sp","ncbi_sp","approximate_match","is_synonym","flags","status","unacceptreason","valid_authority","worms_aphiaid","ncbi_uid","ott_id","class","order","family","genus","freshwater_only","terrestrial_only"
"10200","Psettina gigantea","species","Psettina gigantea","Psettina gigantea","Psettina gigantea",FALSE,FALSE,"","accepted",NA,"Amaoka, 1963",278137,"1609331",3640334,"Actinopteri","Pleuronectiformes","Bothidae","Psettina","0","0"
"10201","Arnoglossus aspilos","species","Arnoglossus aspilos","Arnoglossus aspilos","Arnoglossus aspilos",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1851)",274158,"1609332",3640352,"Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","0","0"
"10202","Grammatobothus polyophthalmus","species","Grammatobothus polyophthalmus","Grammatobothus polyophthalmus","Grammatobothus polyophthalmus",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1865)",280936,"1609333",3640384,"Actinopteri","Pleuronectiformes","Bothidae","Grammatobothus","0","0"
"10203","Arnoglossus macrolophus","species","Arnoglossus macrolophus","Arnoglossus macrolophus","Arnoglossus macrolophus",FALSE,FALSE,"","accepted",NA,"Alcock, 1889",274167,"1609334",3640364,"Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","0","0"
"10204","Arnoglossus yamanakai","species","Arnoglossus yamanakai","Arnoglossus yamanakai","Arnoglossus yamanakai",FALSE,FALSE,"","accepted",NA,"Fukui, Yamada & Ozawa, 1988",274181,"1609335",3640359,"Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","0","0"
"10205","Samaris cristatus","species","Samaris cristatus","Samaris cristatus","Samaris cristatus",FALSE,FALSE,"","accepted",NA,"Gray, 1831",219818,"1609336",674457,"Actinopteri","Pleuronectiformes","Samaridae","Samaris","0","0"
"10206","Aseraggodes","genus","Aseraggodes","Aseraggodes","Aseraggodes",FALSE,FALSE,"","accepted",NA,"Kaup, 1858",268394,"1609338",67209,"Actinopteri","Pleuronectiformes","Soleidae","Aseraggodes","0","0"
"10207","Heteromycteris matsubarai","species","Heteromycteris matsubarai","Heteromycteris matsubarai","Heteromycteris matsubarai",FALSE,FALSE,"","accepted",NA,"Ochiai, 1963",278104,"1609339",3640657,"Actinopteri","Pleuronectiformes","Soleidae","Heteromycteris","0","0"
"10208","Paraploactis kagoshimensis","species","Paraploactis kagoshimensis","Paraploactis kagoshimensis","Paraploactis kagoshimensis",FALSE,FALSE,"","accepted",NA,"(Ishikawa, 1904)",282092,"1609597",3632325,"Actinopteri","Perciformes","Aploactinidae","Paraploactis","0","0"
"10209","Aploactis aspera","species","Aploactis aspera","Aploactis aspera","Aploactis aspera",FALSE,FALSE,"","accepted",NA,"(Richardson, 1845)",279646,"1609599",3632310,"Actinopteri","Perciformes","Aploactinidae","Aploactis","0","0"
"10210","Ectreposebastes imus","species","Ectreposebastes imus","Ectreposebastes imus","Ectreposebastes imus",FALSE,FALSE,"","accepted",NA,"Garman, 1899",159566,"1609601",3632606,"Actinopteri","Perciformes","Setarchidae","Ectreposebastes","0","0"
"10211","Giganthias immaculatus","species","Giganthias immaculatus","Giganthias immaculatus","Giganthias immaculatus",FALSE,FALSE,"","accepted",NA,"Katayama, 1954",280837,"1609603",3634237,"Actinopteri","Perciformes","Serranidae","Giganthias","0","0"
"10212","Amsichthys knighti","species","Amsichthys knighti","Amsichthys knighti","Amsichthys knighti",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"(Allen, 1987)",712619,"1609616",3633724,"Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Amsichthys","0","0"
"10213","Acanthoplesiops psilogaster","species","Acanthoplesiops psilogaster","Acanthoplesiops psilogaster","Acanthoplesiops psilogaster",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"Hardy, 1985",276757,"1609618",3633822,"Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Acanthoplesiops","0","0"
"10214","Idiastion pacificum","species","Idiastion pacificum","Idiastion pacificum","Idiastion pacificum",FALSE,FALSE,"","accepted",NA,"Ishida & Amaoka, 1992",281155,"1609620",3632495,"Actinopteri","Perciformes","Scorpaenidae","Idiastion","0","0"
"10215","Rhinopias eschmeyeri","species","Rhinopias eschmeyeri","Rhinopias eschmeyeri","Rhinopias eschmeyeri",FALSE,FALSE,"","accepted",NA,"Condé, 1977",218088,"1609622",3632498,"Actinopteri","Perciformes","Scorpaenidae","Rhinopias","0","0"
"10216","Hoplosebastes armatus","species","Hoplosebastes armatus","Hoplosebastes armatus","Hoplosebastes armatus",FALSE,FALSE,"","accepted",NA,"Schmidt, 1929",281088,"1609624",3632522,"Actinopteri","Perciformes","Scorpaenidae","Hoplosebastes","0","0"
"10217","Tosarhombus brevis","species","Tosarhombus brevis","Tosarhombus brevis","Tosarhombus brevis",FALSE,FALSE,"","accepted",NA,"Amaoka, Mihara & Rivaton, 1997",283013,"1609626",3640409,"Actinopteri","Pleuronectiformes","Bothidae","Tosarhombus","0","0"
"10218",NA,NA,NA,NA,"Oncorhynchus mykiss x Salmo salar",NA,NA,NA,NA,NA,NA,NA,"1610699",NA,NA,NA,NA,NA,NA,NA
"10219",NA,NA,NA,NA,"Cyprinus carpio Furong x Carassius auratus red",NA,NA,NA,NA,NA,NA,NA,"1610701",NA,NA,NA,NA,NA,NA,NA
"10220",NA,NA,NA,NA,"Tachysurus fulvidraco x Tachysurus vachelli",NA,NA,NA,NA,NA,NA,NA,"1610892",NA,NA,NA,NA,NA,NA,NA
"10221","Hemiculterella sauvagei","species","Hemiculterella sauvagei","Hemiculterella sauvagei","Hemiculterella sauvagei",FALSE,FALSE,"","accepted",NA,"Warpachowski, 1888",1019731,"1616773",3626249,"Actinopteri","Cypriniformes","Cyprinidae","Hemiculterella","1","0"
"10222",NA,NA,NA,NA,"Pungtungia herzi x Pseudorasbora parva",NA,NA,NA,NA,NA,NA,NA,"1616774",NA,NA,NA,NA,NA,NA,NA
"10223","Glyptothorax granosus","species","Glyptothorax granosus","Glyptothorax granosus","Glyptothorax granosus",FALSE,FALSE,"","accepted",NA,"Jiang, Ng, Yang & Chen, 2012",1007669,"1617373",4949454,"Actinopteri","Siluriformes","Sisoridae","Glyptothorax","1","0"
"10224","Triplophysa nujiangensa","species","Triplophysa nujiangensa","Triplophysa nujiangensa","Triplophysa nujiangensa",FALSE,FALSE,"","accepted",NA,"Chen, Cui & Yang, 2004",1009344,"1617377",3628176,"Actinopteri","Cypriniformes","Nemacheilidae","Triplophysa","1","0"
"10225","Scolecenchelys fuscogularis","species","Scolecenchelys fuscogularis","Scolecenchelys fuscogularis","Scolecenchelys fuscogularis",FALSE,FALSE,"","accepted",NA,"Hibino, Kai & Kimura, 2013",835031,"1617786",5819729,"Actinopteri","Anguilliformes","Ophichthidae","Scolecenchelys","0","0"
"10226","Sebastes nudus","species","Sebastes nudus","Sebastes nudus","Sebastes nudus",FALSE,FALSE,"sibling_higher","accepted",NA,"Matsubara, 1943",1014590,"1617787",869494,"Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"10227","Phyllopteryx dewysea","species","Phyllopteryx dewysea","Phyllopteryx dewysea","Phyllopteryx dewysea",FALSE,FALSE,"","accepted",NA,"Stiller, Wilson & Rouse, 2015",834213,"1619165",5860882,"Actinopteri","Syngnathiformes","Syngnathidae","Phyllopteryx","0","0"
"10228","Solegnathus spinosissimus","species","Solegnathus spinosissimus","Solegnathus spinosissimus","Solegnathus spinosissimus",FALSE,FALSE,"","accepted",NA,"(Günther, 1870)",278078,"1619166",3642133,"Actinopteri","Syngnathiformes","Syngnathidae","Solegnathus","0","0"
"10229","Sinobdella sinensis","species","Sinobdella sinensis","Sinobdella sinensis","Sinobdella sinensis",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1870)",1020609,"1620288",5342897,"Actinopteri","Synbranchiformes","Mastacembelidae","Sinobdella","1","0"
"10230","Solegnathus lettiensis","species","Solegnathus lettiensis","Solegnathus lettiensis","Solegnathus lettiensis",FALSE,FALSE,"","accepted",NA,"Bleeker, 1860",278076,"1620439",5860884,"Actinopteri","Syngnathiformes","Syngnathidae","Solegnathus","0","0"
"10231","Triplophysa strauchii","species","Triplophysa strauchii","Triplophysa strauchii","Triplophysa strauchii",FALSE,FALSE,"","accepted",NA,"(Kessler, 1874)",1014304,"1620450",3628162,"Actinopteri","Cypriniformes","Nemacheilidae","Triplophysa","1","0"
"10232","Neolissochilus hendersoni","species","Neolissochilus hendersoni","Neolissochilus hendersoni","Neolissochilus hendersoni",FALSE,FALSE,"","accepted",NA,"(Herre, 1940)",1014855,"1620464",3626797,"Actinopteri","Cypriniformes","Cyprinidae","Neolissochilus","1","0"
"10233","Ageneiosus pardalis","species","Ageneiosus pardalis","Ageneiosus pardalis","Ageneiosus pardalis",FALSE,FALSE,"","accepted",NA,"Lütken, 1874",1014533,"1621551",3623505,"Actinopteri","Siluriformes","Auchenipteridae","Ageneiosus","1","0"
"10234","Coptodon camerunensis","species","Coptodon camerunensis","Coptodon camerunensis","Coptodon camerunensis",FALSE,FALSE,"","accepted",NA,"(Lönnberg, 1903)",1018750,"1628151",3635748,"Actinopteri","Cichliformes","Cichlidae","Coptodon","1","0"
"10235","Cyprinus carpio specularis",NA,NA,"Cyprinus carpio specularis","Cyprinus carpio specularis",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"1628816",7066473,NA,NA,NA,NA,NA,NA
"10236",NA,NA,NA,NA,"Cyprinus carpio specularis x Carassius cuvieri",NA,NA,NA,NA,NA,NA,NA,"1628817",NA,NA,NA,NA,NA,NA,NA
"10237","Pseudanthias dispar","species","Pseudanthias dispar","Pseudanthias dispar","Pseudanthias dispar",FALSE,FALSE,"","accepted",NA,"(Herre, 1955)",277448,"1630944",3634012,"Actinopteri","Perciformes","Serranidae","Pseudanthias","0","0"
"10238","Chaetodontoplus conspicillatus","species","Chaetodontoplus conspicillatus","Chaetodontoplus conspicillatus","Chaetodontoplus conspicillatus",FALSE,FALSE,"","accepted",NA,"(Waite, 1900)",280116,"1633020",3633877,"Actinopteri","Acanthuriformes","Pomacanthidae","Chaetodontoplus","0","0"
"10239","Baryancistrus xanthellus","species","Baryancistrus xanthellus","Baryancistrus xanthellus","Baryancistrus xanthellus",FALSE,FALSE,"","accepted",NA,"Rapp Py-Daniel, Zuanon & Ribeiro de Oliveira, 2011",1007843,"1633040",3623033,"Actinopteri","Siluriformes","Loricariidae","Baryancistrus","1","0"
"10240","Farlowella vittata","species","Farlowella vittata","Farlowella vittata","Farlowella vittata",FALSE,FALSE,"","accepted",NA,"Myers, 1942",1013575,"1633053",3622689,"Actinopteri","Siluriformes","Loricariidae","Farlowella","1","0"
"10241","Peckoltia furcata","species","Peckoltia furcata","Peckoltia furcata","Peckoltia furcata",FALSE,FALSE,"","accepted",NA,"(Fowler, 1940)",1525223,"1633089",3622623,"Actinopteri","Siluriformes","Loricariidae","Peckoltia","1","0"
"10242","Scobinancistrus aureatus","species","Scobinancistrus aureatus","Scobinancistrus aureatus","Scobinancistrus aureatus",FALSE,FALSE,"","accepted",NA,"Burgess, 1994",1010907,"1633104",3622482,"Actinopteri","Siluriformes","Loricariidae","Scobinancistrus","1","0"
"10243","Characidium","genus","Characidium","Characidium","Characidium",FALSE,FALSE,"","accepted",NA,"Reinhardt, 1867",268718,"1633415",128231,"Actinopteri","Characiformes","Crenuchidae","Characidium","1","0"
"10244","Elachocharax pulcher","species","Elachocharax pulcher","Elachocharax pulcher","Elachocharax pulcher",FALSE,FALSE,"","accepted",NA,"Myers, 1927",1013488,"1633416",3624711,"Actinopteri","Characiformes","Crenuchidae","Elachocharax","1","0"
"10245","Poptella","genus","Poptella","Poptella","Poptella",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1908",270483,"1633419",855291,"Actinopteri","Characiformes","Characidae","Poptella","1","0"
"10246","Bryconamericus","genus","Bryconamericus","Bryconamericus","Bryconamericus",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1907",268610,"1633420",6141514,"Actinopteri","Characiformes","Characidae","Bryconamericus","1","0"
"10247","Mimagoniates barberi","species","Mimagoniates barberi","Mimagoniates barberi","Mimagoniates barberi",FALSE,FALSE,"","accepted",NA,"Regan, 1907",1018262,"1633421",3624917,"Actinopteri","Characiformes","Characidae","Mimagoniates","1","0"
"10248","Salminus brasiliensis","species","Salminus brasiliensis","Salminus brasiliensis","Salminus brasiliensis",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1816)",1016624,"1633422",419009,"Actinopteri","Characiformes","Bryconidae","Salminus","1","0"
"10249","Microschemobrycon","genus","Microschemobrycon","Microschemobrycon","Microschemobrycon",FALSE,FALSE,"","accepted",NA,"Eigenmann, 1915",269876,"1633423",679927,"Actinopteri","Characiformes","Characidae","Microschemobrycon","1","0"
"10250","Tyttocharax","genus","Tyttocharax","Tyttocharax","Tyttocharax",FALSE,FALSE,"","accepted",NA,"Fowler, 1913",271188,"1633424",2708,"Actinopteri","Characiformes","Characidae","Tyttocharax","1","0"
"10251","Copella arnoldi","species","Copella arnoldi","Copella arnoldi","Copella arnoldi",FALSE,FALSE,"","accepted",NA,"(Regan, 1912)",1017646,"1633426",3624437,"Actinopteri","Characiformes","Lebiasinidae","Copella","1","0"
"10252","Ichthyococcus elongatus","species","Ichthyococcus elongatus","Ichthyococcus elongatus","Ichthyococcus elongatus",FALSE,FALSE,"","accepted",NA,"Imai, 1941",274952,"1633427",3628813,"Actinopteri","Stomiiformes","Phosichthyidae","Ichthyococcus","0","0"
"10253","Satyrichthys laticeps","species","Satyrichthys laticeps","Satyrichthys laticeps","Satyrichthys laticeps",FALSE,FALSE,"","accepted",NA,"(Schlegel, 1852)",1011966,"1633428",3631563,"Actinopteri","Perciformes","Peristediidae","Satyrichthys","0","0"
"10254","Ratabulus megacephalus","species","Ratabulus megacephalus","Ratabulus megacephalus","Ratabulus megacephalus",FALSE,FALSE,"","accepted",NA,"(Tanaka, 1917)",282554,"1633429",3631492,"Actinopteri","Perciformes","Platycephalidae","Ratabulus","0","0"
"10255","Inegocia ochiaii","species","Inegocia ochiaii","Inegocia ochiaii","Inegocia ochiaii",FALSE,FALSE,"","accepted",NA,"Imamura, 2010",474962,"1633430",3631483,"Actinopteri","Perciformes","Platycephalidae","Inegocia","0","0"
"10256","Cociella punctata","species","Cociella punctata","Cociella punctata","Cociella punctata",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1829)",218136,"1633431",3631520,"Actinopteri","Perciformes","Platycephalidae","Cociella","0","0"
"10257","Sunagocia otaitensis","species","Sunagocia otaitensis","Sunagocia otaitensis","Sunagocia otaitensis",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1829)",282911,"1633432",3631504,"Actinopteri","Perciformes","Platycephalidae","Sunagocia","0","0"
"10258","Malacocottus","genus","Malacocottus","Malacocottus","Malacocottus",FALSE,FALSE,"","accepted",NA,"Bean, 1890",254405,"1633434",443393,"Actinopteri","Perciformes","Psychrolutidae","Malacocottus","0","0"
"10259","Malacocottus","genus","Malacocottus","Malacocottus","Malacocottus",FALSE,FALSE,"","accepted",NA,"Bean, 1890",254405,"1633435",443393,"Actinopteri","Perciformes","Psychrolutidae","Malacocottus","0","0"
"10260","Gerres","genus","Gerres","Gerres","Gerres",FALSE,FALSE,"","accepted",NA,"Quoy & Gaimard, 1824",204064,"1633436",132686,"Actinopteri","Eupercaria incertae sedis","Gerreidae","Gerres","0","0"
"10261","Pomadasys quadrilineatus","species","Pomadasys quadrilineatus","Pomadasys quadrilineatus","Pomadasys quadrilineatus",FALSE,FALSE,"","accepted",NA,"Shen & Lin, 1984",273512,"1633437",3633341,"Actinopteri","Eupercaria incertae sedis","Haemulidae","Pomadasys","0","0"
"10262","Hapalogenys sennin","species","Hapalogenys sennin","Hapalogenys sennin","Hapalogenys sennin",FALSE,FALSE,"","accepted",NA,"Iwatsuki & Nakabo, 2005",280995,"1633438",3633336,"Actinopteri","Perciformes","Hapalogenyidae","Hapalogenys","0","0"
"10263","Iguanodectes","genus","Iguanodectes","Iguanodectes","Iguanodectes",FALSE,FALSE,"","accepted",NA,"Cope, 1872",269486,"1633439",514241,"Actinopteri","Characiformes","Iguanodectidae","Iguanodectes","1","0"
"10264","Iguanodectes","genus","Iguanodectes","Iguanodectes","Iguanodectes",FALSE,FALSE,"","accepted",NA,"Cope, 1872",269486,"1633440",514241,"Actinopteri","Characiformes","Iguanodectidae","Iguanodectes","1","0"
"10265","Gnathocharax","genus","Gnathocharax","Gnathocharax","Gnathocharax",FALSE,FALSE,"","accepted",NA,"Fowler, 1913",269235,"1633441",597354,"Actinopteri","Characiformes","Acestrorhynchidae","Gnathocharax","1","0"
"10266","Diplophos","genus","Diplophos","Diplophos","Diplophos",FALSE,FALSE,"","accepted",NA,"Günther, 1873",126188,"1633442",350317,"Actinopteri","Stomiiformes","Gonostomatidae","Diplophos","0","0"
"10267","Scopelogadus bispinosus","species","Scopelogadus bispinosus","Scopelogadus bispinosus","Scopelogadus bispinosus",FALSE,FALSE,"","accepted",NA,"(Gilbert, 1915)",306621,"1633443",273417,"Actinopteri","Beryciformes","Melamphaidae","Scopelogadus","0","0"
"10268","Brama","genus","Brama","Brama","Brama",FALSE,FALSE,"","accepted",NA,"Bloch & Schneider, 1801",125924,"1633445",679815,"Actinopteri","Scombriformes","Bramidae","Brama","0","0"
"10269","Spicara","genus","Spicara","Spicara","Spicara",FALSE,FALSE,"","accepted",NA,"Rafinesque, 1810",125949,"1633446",528671,"Actinopteri","Eupercaria incertae sedis","Sparidae","Spicara","0","0"
"10270","Upeneus itoui","species","Upeneus itoui","Upeneus itoui","Upeneus itoui",FALSE,FALSE,"","accepted",NA,"Yamashita, Golani & Motomura, 2011",712739,"1633447",3633398,"Actinopteri","Mulliformes","Mullidae","Upeneus","0","0"
"10271","Upeneus sundaicus","species","Upeneus sundaicus","Upeneus sundaicus","Upeneus sundaicus",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1855)",273673,"1633448",3633399,"Actinopteri","Mulliformes","Mullidae","Upeneus","0","0"
"10272","Artediellus neyelovi","species","Artediellus neyelovi","Artediellus neyelovi","Artediellus neyelovi",FALSE,FALSE,"","accepted",NA,"Muto, Yabe & Amaoka, 1994",274363,"1633449",3632137,"Actinopteri","Perciformes","Cottidae","Artediellus","0","0"
"10273","Icelinus pietschi","species","Icelinus pietschi","Icelinus pietschi","Icelinus pietschi",FALSE,FALSE,"","accepted",NA,"Yabe, Soma & Amaoka, 2001",281140,"1633450",3632124,"Actinopteri","Perciformes","Cottidae","Icelinus","0","0"
"10274","Icelus sekii","species","Icelus sekii","Icelus sekii","Icelus sekii",FALSE,FALSE,"","accepted",NA,"Tsuruoka, Munehara & Yabe, 2006",274385,"1633451",3632118,"Actinopteri","Perciformes","Cottidae","Icelus","0","0"
"10275","Porocottus coronatus","species","Porocottus coronatus","Porocottus coronatus","Porocottus coronatus",FALSE,FALSE,"","accepted",NA,"Yabe, 1992",279427,"1633452",3632208,"Actinopteri","Perciformes","Cottidae","Porocottus","0","0"
"10276","Porocottus","genus","Porocottus","Porocottus","Porocottus",FALSE,FALSE,"","accepted",NA,"Gill, 1859",254382,"1633453",3632181,"Actinopteri","Perciformes","Cottidae","Porocottus","0","0"
"10277","Porocottus","genus","Porocottus","Porocottus","Porocottus",FALSE,FALSE,"","accepted",NA,"Gill, 1859",254382,"1633454",3632181,"Actinopteri","Perciformes","Cottidae","Porocottus","0","0"
"10278","Porocottus tentaculatus","species","Porocottus tentaculatus","Porocottus tentaculatus","Porocottus tentaculatus",FALSE,FALSE,"","accepted",NA,"(Kner, 1868)",279432,"1633455",3632207,"Actinopteri","Perciformes","Cottidae","Porocottus","0","0"
"10279","Zesticelus bathybius","species","Zesticelus bathybius","Zesticelus bathybius","Zesticelus bathybius",FALSE,FALSE,"","accepted",NA,"(Günther, 1878)",283216,"1633456",3632105,"Actinopteri","Perciformes","Cottidae","Zesticelus","0","0"
"10280","Triglops jordani","species","Triglops jordani","Triglops jordani","Triglops jordani",FALSE,FALSE,"","unaccepted",NA,"(Jordan & Starks, 1904)",274398,"1633457",3632129,"Actinopteri","Perciformes","Cottidae","Triglops","0","0"
"10281","Triglops jordani","species","Triglops jordani","Triglops jordani","Triglops jordani",FALSE,FALSE,"","accepted",NA,"(Jordan & Starks, 1904)",274398,"1633457",3632129,"Actinopteri","Perciformes","Cottidae","Triglops","0","0"
"10282","Cottiusculus nihonkaiensis","species","Cottiusculus nihonkaiensis","Cottiusculus nihonkaiensis","Cottiusculus nihonkaiensis",FALSE,FALSE,"","accepted",NA,"Kai & Nakabo, 2009",712558,"1633458",3632146,"Actinopteri","Perciformes","Cottidae","Cottiusculus","0","0"
