"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","order","family","genus","freshwater_only","terrestrial_only"
"972","Capitella teleta","Capitella teleta","species",592089,799264,5854355,707082,"Capitella teleta","Capitella teleta","Capitella teleta","Capitella teleta Blake, Grassle & Eckelbarger, 2009","Annelida","Polychaeta","accepted",NA,FALSE,"","Blake, Grassle & Eckelbarger, 2009","Animalia",NA,"Capitellidae","Capitella","0","0"
"973","Capitella nonatoi","Capitella nonatoi","species",1253304,799258,9551268,7490104,"Capitella nonatoi","Capitella nonatoi","Capitella nonatoi","Capitella nonatoi Silva & Amaral, 2017","Annelida","Polychaeta","accepted",NA,FALSE,"","Silva & Amaral, 2017","Animalia",NA,"Capitellidae","Capitella","0","0"
"974","Capitella biota","Capitella biota","species",1253302,923638,9527738,7490071,"Capitella biota","Capitella biota","Capitella biota","Capitella biota Silva & Amaral, 2017","Annelida","Polychaeta","accepted",NA,FALSE,"","Silva & Amaral, 2017","Animalia",NA,"Capitellidae","Capitella","0","0"
"975","Marphysa corallina","Marphysa corallina","species",NA,920870,2322228,4978627,NA,"Marphysa corallina","Marphysa corallina","Marphysa corallina (Kinberg, 1865)","Annelida","Polychaeta","nomen nudum","subjective synonym",FALSE,"sibling_higher",NA,"Animalia","Eunicida","Eunicidae","Marphysa","0","0"
"976","Marphysa corallina","Marphysa corallina","species",209831,920870,2322228,4978627,"Marphysa corallina","Marphysa corallina","Marphysa corallina","Marphysa corallina (Kinberg, 1865)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Kinberg, 1865)","Animalia","Eunicida","Eunicidae","Marphysa","0","0"
"977","Leodice harassii","Leodice harassii","species",742170,920876,8017526,433143,"Leodice harassii","Leodice harassii","Leodice harassii","Leodice harassii (Audouin & Milne Edwards, 1833)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Audouin & Milne Edwards, 1833)","Animalia","Eunicida","Eunicidae","Leodice","0","0"
"978","Lumbrineris aberrans","Lumbrineris aberrans",NA,NA,NA,NA,4978845,NA,"Lumbrineris aberrans",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Lumbrineridae",NA,NA,NA
"979","Iphitime cuenoti","Iphitime cuenoti","species",130009,920878,2322017,4979504,"Iphitime cuenoti","Iphitime cuenoti","Iphitime cuenoti","Iphitime cuenoti Fauvel, 1914","Annelida","Polychaeta","accepted",NA,FALSE,"","Fauvel, 1914","Animalia","Eunicida","Dorvilleidae","Iphitime","0","0"
"980","Ophryotrocha mediterranea","Ophryotrocha mediterranea","species",130029,799208,2321923,4979471,"Ophryotrocha mediterranea","Ophryotrocha mediterranea","Ophryotrocha mediterranea","Ophryotrocha mediterranea Martin, Abello & Cartes, 1991","Annelida","Polychaeta","accepted",NA,FALSE,"","Martin, Abello & Cartes, 1991","Animalia","Eunicida","Dorvilleidae","Ophryotrocha","0","0"
"981","Ophryotrocha","Ophryotrocha","genus",129266,80791,2321914,449186,"Ophryotrocha","Ophryotrocha","Ophryotrocha","Ophryotrocha Claparède & Mecznikow, 1869","Annelida","Polychaeta","accepted",NA,FALSE,"","Claparède & Mecznikow, 1869","Animalia","Eunicida","Dorvilleidae","Ophryotrocha","0","0"
"982","Treadwellius bifidus","Treadwellius bifidus",NA,NA,NA,NA,4985325,NA,"Treadwellius bifidus",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Flabelligeridae",NA,NA,NA
"983","Kynotus michaelseni","Kynotus michaelseni",NA,NA,NA,NA,6326481,NA,"Kynotus michaelseni",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Kynotidae",NA,NA,NA
"984","Kynotus alaotranus","Kynotus alaotranus",NA,NA,NA,NA,6326480,NA,"Kynotus alaotranus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Kynotidae",NA,NA,NA
"985","Maoridrilus","Maoridrilus",NA,NA,NA,NA,757744,NA,"Maoridrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"986","Grania simonae","Grania simonae","species",992725,923317,9274240,5705878,"Grania simonae","Grania simonae","Grania simonae","Grania simonae Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"987","Helodrilus","Helodrilus",NA,NA,NA,NA,389422,NA,"Helodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"988","Bimastos heimburgeri","Bimastos heimburgeri",NA,NA,NA,NA,7487337,NA,"Bimastos heimburgeri",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"989","Bimastos","Bimastos",NA,NA,NA,NA,994134,NA,"Bimastos",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"990","Eisenoides carolinensis","Eisenoides carolinensis",NA,NA,NA,NA,141904,NA,"Eisenoides carolinensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"991","Bimastos palustris","Bimastos palustris",NA,NA,NA,NA,5723619,NA,"Bimastos palustris",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"992","Bimastos tumidus","Bimastos tumidus",NA,NA,NA,NA,7487342,NA,"Bimastos tumidus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbricidae",NA,NA,NA
"993","Guaranidrilus","Guaranidrilus",NA,NA,NA,NA,2847785,NA,"Guaranidrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Enchytraeidae",NA,NA,NA
"994","Ramiella","Ramiella",NA,NA,NA,NA,2848819,NA,"Ramiella",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Acanthodrilidae",NA,NA,NA
"995","Grania hinojosai","Grania hinojosai","species",992722,923320,9322173,816464,"Grania hinojosai","Grania hinojosai","Grania hinojosai","Grania hinojosai Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"996","Proctodrilus tuberculatus","Proctodrilus tuberculatus",NA,NA,NA,NA,4165400,NA,"Proctodrilus tuberculatus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"incertae_sedis_inherited",NA,NA,NA,"Lumbricidae",NA,NA,NA
"997","Kynotus","Kynotus",NA,NA,NA,NA,558995,NA,"Kynotus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Kynotidae",NA,NA,NA
"998","Olavius longissimus","Olavius longissimus",NA,NA,NA,NA,2846352,NA,"Olavius longissimus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Naididae",NA,NA,NA
"999","Olavius","Olavius","genus",137375,33004,2308657,598045,"Olavius","Olavius","Olavius","Olavius Erséus, 1984","Annelida","Clitellata","accepted",NA,FALSE,"","Erséus, 1984","Animalia","Tubificida","Naididae","Olavius","0","0"
"1000","Grania capensis","Grania capensis","species",992703,923322,9268263,5705879,"Grania capensis","Grania capensis","Grania capensis","Grania capensis Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"1001","Olavius geniculatus","Olavius geniculatus","species",475969,923601,4812341,2846356,"Olavius geniculatus","Olavius geniculatus","Olavius geniculatus","Olavius geniculatus (Erséus, 1981)","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","(Erséus, 1981)","Animalia","Tubificida","Naididae","Olavius","0","0"
"1002","Inanidrilus mojicae","Inanidrilus mojicae","species",475780,923597,5958319,2846403,"Inanidrilus mojicae","Inanidrilus mojicae","Inanidrilus mojicae","Inanidrilus mojicae Erséus, 2003","Annelida","Clitellata","accepted",NA,FALSE,"","Erséus, 2003","Animalia","Tubificida","Naididae","Inanidrilus","0","0"
"1003","Olavius ilvae","Olavius ilvae","species",387437,923589,4307762,2846386,"Olavius ilvae","Olavius ilvae","Olavius ilvae","Olavius ilvae Giere & Erséus, 2002","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Giere & Erséus, 2002","Animalia","Tubificida","Naididae","Olavius","0","0"
"1004","Grania chilensis","Grania chilensis","species",992710,923324,9284411,816463,"Grania chilensis","Grania chilensis","Grania chilensis","Grania chilensis Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"1005","Olavius albidoides","Olavius albidoides","species",475949,923600,4812354,2846389,"Olavius albidoides","Olavius albidoides","Olavius albidoides","Olavius albidoides Erséus, 1997","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Erséus, 1997","Animalia","Tubificida","Naididae","Olavius","0","0"
"1006","Grania cryptica","Grania cryptica","species",992720,923325,9445614,5705880,"Grania cryptica","Grania cryptica","Grania cryptica","Grania cryptica Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"1007","Grania brasiliensis","Grania brasiliensis","species",992696,923326,9606118,5705881,"Grania brasiliensis","Grania brasiliensis","Grania brasiliensis","Grania brasiliensis Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"1008","Olavius imperfectus","Olavius imperfectus","species",475973,33008,5854718,650496,"Olavius imperfectus","Olavius imperfectus","Olavius imperfectus","Olavius imperfectus Erséus, 1984","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Erséus, 1984","Animalia","Tubificida","Naididae","Olavius","0","0"
"1009","Olavius ullae","Olavius ullae","species",476003,923604,5958582,2846344,"Olavius ullae","Olavius ullae","Olavius ullae","Olavius ullae Erséus, 2003","Annelida","Clitellata","accepted",NA,FALSE,"sibling_higher","Erséus, 2003","Animalia","Tubificida","Naididae","Olavius","0","0"
"1010","Peosidrilus","Peosidrilus","genus",475513,682637,2308562,2847626,"Peosidrilus","Peosidrilus","Peosidrilus","Peosidrilus Baker & Erséus, 1979","Annelida","Clitellata","accepted",NA,FALSE,"","Baker & Erséus, 1979","Animalia","Tubificida","Naididae","Peosidrilus","0","0"
"1011","Grania unitheca","Grania unitheca","species",992732,923327,9617182,5705876,"Grania unitheca","Grania unitheca","Grania unitheca","Grania unitheca Prantoni, De Wit & Erséus, 2016","Annelida","Clitellata","accepted",NA,FALSE,"","Prantoni, De Wit & Erséus, 2016","Animalia","Enchytraeida","Enchytraeidae","Grania","0","0"
"1012","Glyphidrilus kralanhensis","Glyphidrilus kralanhensis",NA,NA,NA,NA,7486958,NA,"Glyphidrilus kralanhensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1013","Glyphidrilus chaophraya","Glyphidrilus chaophraya",NA,NA,NA,NA,7486950,NA,"Glyphidrilus chaophraya",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1014","Glyphidrilus borealis","Glyphidrilus borealis",NA,NA,NA,NA,7486948,NA,"Glyphidrilus borealis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1015","Glyphidrilus kotatinggi","Glyphidrilus kotatinggi",NA,NA,NA,NA,7486957,NA,"Glyphidrilus kotatinggi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1016","Glyphidrilus singaporensis","Glyphidrilus singaporensis",NA,NA,NA,NA,7486970,NA,"Glyphidrilus singaporensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1017","Glyphidrilus vangviengensis","Glyphidrilus vangviengensis",NA,NA,NA,NA,7486995,NA,"Glyphidrilus vangviengensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1018","Glyphidrilus vangthongensis","Glyphidrilus vangthongensis",NA,NA,NA,NA,7486994,NA,"Glyphidrilus vangthongensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1019","Glyphidrilus chiensis","Glyphidrilus chiensis",NA,NA,NA,NA,7486952,NA,"Glyphidrilus chiensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1020","Glyphidrilus wararamensis","Glyphidrilus wararamensis",NA,NA,NA,NA,7486997,NA,"Glyphidrilus wararamensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1021","Glyphidrilus bisegmentus","Glyphidrilus bisegmentus",NA,NA,NA,NA,7486947,NA,"Glyphidrilus bisegmentus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1022","Glyphidrilus mekongensis","Glyphidrilus mekongensis",NA,NA,NA,NA,7486961,NA,"Glyphidrilus mekongensis",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1023","Glyphidrilus vesper","Glyphidrilus vesper",NA,NA,NA,NA,7486996,NA,"Glyphidrilus vesper",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1024","Glyphidrilus quadratus","Glyphidrilus quadratus",NA,NA,NA,NA,7486967,NA,"Glyphidrilus quadratus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Almidae",NA,NA,NA
"1025","Hirudo","Hirudo",NA,NA,NA,NA,954041,NA,"Hirudo",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"sibling_higher",NA,NA,NA,"Hirudinidae",NA,NA,NA
"1026","Barbronia weberi","Barbronia weberi",NA,NA,NA,NA,227463,NA,"Barbronia weberi",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Salifidae",NA,NA,NA
"1027","Haementeria acuecueyetzin","Haementeria acuecueyetzin",NA,NA,NA,NA,511785,NA,"Haementeria acuecueyetzin",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Glossiphoniidae",NA,NA,NA
"1028","Chtonobdella","Chtonobdella",NA,NA,NA,NA,62613,NA,"Chtonobdella",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haemadipsidae",NA,NA,NA
"1029","Chtonobdella whitmani","Chtonobdella whitmani",NA,NA,NA,NA,532382,NA,"Chtonobdella whitmani",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haemadipsidae",NA,NA,NA
"1030","Tritetrabdella scandens","Tritetrabdella scandens",NA,NA,NA,NA,1031550,NA,"Tritetrabdella scandens",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Haemadipsidae",NA,NA,NA
"1031","Stylodrilus","Stylodrilus",NA,NA,NA,NA,329276,NA,"Stylodrilus",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Lumbriculidae",NA,NA,NA
"1032","Drawida impertusa","Drawida impertusa",NA,NA,NA,NA,5972740,NA,"Drawida impertusa",NA,NA,"Annelida","Clitellata",NA,NA,FALSE,"",NA,NA,NA,"Moniligastridae",NA,NA,NA
"1033","Phascolosoma","Phascolosoma",NA,NA,NA,NA,247684,NA,"Phascolosoma",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Phascolosomatidae",NA,NA,NA
"1034","Eulalia clavigera","Eulalia clavigera","species",155375,370303,5195301,786889,"Eulalia clavigera","Eulalia clavigera","Eulalia clavigera","Eulalia clavigera (Audouin & Milne Edwards, 1833)","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","(Audouin & Milne Edwards, 1833)","Animalia","Phyllodocida","Phyllodocidae","Eulalia","0","0"
"1035","Platynereis massiliensis","Platynereis massiliensis","species",130418,715074,2315971,4981185,"Platynereis massiliensis","Platynereis massiliensis","Platynereis massiliensis","Platynereis massiliensis (Moquin-Tandon, 1869)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Moquin-Tandon, 1869)","Animalia","Phyllodocida","Nereididae","Platynereis","0","0"
"1036","Dendronereis aestuarina","Dendronereis aestuarina","species",326899,920912,2316386,4981779,"Dendronereis aestuarina","Dendronereis aestuarina","Dendronereis aestuarina","Dendronereis aestuarina Southern, 1921","Annelida","Polychaeta","accepted",NA,FALSE,"","Southern, 1921","Animalia","Phyllodocida","Nereididae","Dendronereis","0","0"
"1037","Glycera alba","Glycera alba","species",130116,415338,5195463,40425,"Glycera alba","Glycera alba","Glycera alba","Glycera alba (O.F.Müller, 1776)","Annelida","Polychaeta","accepted",NA,FALSE,"","(O.F. Müller, 1776)","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1038","Branchipolynoe pettiboneae","Branchipolynoe pettiboneae","species",327284,285927,5958896,4984256,"Branchipolynoe pettiboneae","Branchipolynoe pettiboneae","Branchipolynoe pettiboneae","Branchipolynoe pettiboneae Miura & Hashimoto, 1991","Annelida","Polychaeta","accepted",NA,FALSE,"","Miura & Hashimoto, 1991","Animalia","Phyllodocida","Polynoidae","Branchipolynoe","0","0"
"1039","Paralacydonia weberi","Paralacydonia weberi","species",330294,920913,2316793,4983963,"Paralacydonia weberi","Paralacydonia weberi","Paralacydonia weberi","Paralacydonia weberi Horst, 1923","Annelida","Polychaeta","accepted",NA,FALSE,"","Horst, 1923","Animalia","Phyllodocida","Paralacydoniidae","Paralacydonia","0","0"
"1040","Glycera benguellana","Glycera benguellana","species",333497,651218,5195496,4981101,"Glycera benguellana","Glycera benguellana","Glycera benguellana","Glycera benguellana Augener, 1931","Annelida","Polychaeta","accepted",NA,FALSE,"","Augener, 1931","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1041","Sphaerodoropsis","Sphaerodoropsis","genus",129601,153136,2311318,28127,"Sphaerodoropsis","Sphaerodoropsis","Sphaerodoropsis","Sphaerodoropsis Hartman & Fauchald, 1971","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman & Fauchald, 1971","Animalia","Phyllodocida","Sphaerodoridae","Sphaerodoropsis","0","0"
"1042","Sphaerodoridium fauchaldi","Sphaerodoridium fauchaldi",NA,NA,NA,NA,4980225,NA,"Sphaerodoridium fauchaldi",NA,NA,"Annelida","Polychaeta",NA,NA,FALSE,"",NA,NA,NA,"Sphaerodoridae",NA,NA,NA
"1043","Perinereis euiini","Perinereis euiini","species",999991,920916,9296474,7488726,"Perinereis euiini","Perinereis euiini","Perinereis euiini","Perinereis euiini Park & Kim, 2017","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Park & Kim, 2017","Animalia","Phyllodocida","Nereididae","Perinereis","0","0"
"1044","Peinaleopolynoe","Peinaleopolynoe","genus",324975,923405,2314359,4984642,"Peinaleopolynoe","Peinaleopolynoe","Peinaleopolynoe","Peinaleopolynoe Desbruyères & Laubier, 1988","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Desbruyères & Laubier, 1988","Animalia","Phyllodocida","Polynoidae","Peinaleopolynoe","0","0"
"1045","Vigtorniella zaikai","Vigtorniella zaikai","species",129936,920917,2312801,4983800,"Vigtorniella zaikai","Vigtorniella zaikai","Vigtorniella zaikai","Vigtorniella zaikai (Kiseleva, 1992)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Kiseleva, 1992)","Animalia","Phyllodocida","Chrysopetalidae","Vigtorniella","0","0"
"1046","Namanereis","Namanereis","genus",129377,475755,2316205,4981789,"Namanereis","Namanereis","Namanereis","Namanereis Chamberlin, 1919","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Chamberlin, 1919","Animalia","Phyllodocida","Nereididae","Namanereis","0","0"
"1047","Macellicephala","Macellicephala","genus",129498,671326,2314803,4984264,"Macellicephala","Macellicephala","Macellicephala","Macellicephala McIntosh, 1885","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","McIntosh, 1885","Animalia","Phyllodocida","Polynoidae","Macellicephala","0","0"
"1048","Branchipolynoe","Branchipolynoe","genus",182930,28522,7236656,618024,"Branchipolynoe","Branchipolynoe","Branchipolynoe","Branchipolynoe Pettibone, 1984","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Pettibone, 1984","Animalia","Phyllodocida","Polynoidae","Branchipolynoe","0","0"
"1049","Laeonereis culveri","Laeonereis culveri","species",333727,589041,2316376,4981737,"Laeonereis culveri","Laeonereis culveri","Laeonereis culveri","Laeonereis culveri (Webster, 1879)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Webster, 1879)","Animalia","Phyllodocida","Nereididae","Laeonereis","0","0"
"1050","Hemipodia simplex","Hemipodia simplex","species",333592,705515,4811484,4981142,"Hemipodia simplex","Hemipodia simplex","Hemipodia simplex","Hemipodia simplex (Grube, 1857)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Grube, 1857)","Animalia","Phyllodocida","Glyceridae","Hemipodia","0","0"
"1051","Trypanosyllis (Trypanobia)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,"Syllidae",NA,NA,NA
"1052","Streptosyllis","Streptosyllis","genus",129678,153129,2310238,941637,"Streptosyllis","Streptosyllis","Streptosyllis","Streptosyllis Webster & Benedict, 1884","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Webster & Benedict, 1884","Animalia","Phyllodocida","Syllidae","Streptosyllis","0","0"
"1053","Glycera tesselata","Glycera tesselata","species",130128,378414,5195484,4981108,"Glycera tesselata","Glycera tesselata","Glycera tesselata","Glycera tesselata Grube, 1863","Annelida","Polychaeta","accepted",NA,FALSE,"","Grube, 1863","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1054","Glycera dibranchiata","Glycera dibranchiata","species",157392,252994,5195479,305734,"Glycera dibranchiata","Glycera dibranchiata","Glycera dibranchiata","Glycera dibranchiata Ehlers, 1868","Annelida","Polychaeta","accepted",NA,FALSE,"","Ehlers, 1868","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1055","Glycera tridactyla","Glycera tridactyla","species",130130,29424,5195560,310149,"Glycera tridactyla","Glycera tridactyla","Glycera tridactyla","Glycera tridactyla Schmarda, 1861","Annelida","Polychaeta","accepted",NA,FALSE,"","Schmarda, 1861","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1056","Glycera fallax","Glycera fallax","species",336908,730982,5195509,4981054,"Glycera fallax","Glycera fallax","Glycera fallax","Glycera fallax Quatrefages, 1850","Annelida","Polychaeta","accepted",NA,FALSE,"","Quatrefages, 1850","Animalia","Phyllodocida","Glyceridae","Glycera","0","0"
"1057","Osedax deceptionensis","Osedax deceptionensis","species",740916,652816,7784815,5224488,"Osedax deceptionensis","Osedax deceptionensis","Osedax deceptionensis","Osedax deceptionensis Taboada, Cristobo, Avila, Wiklund & Glover, 2013","Annelida","Polychaeta","accepted",NA,FALSE,"","Taboada, Cristobo, Avila, Wiklund & Glover, 2013","Animalia","Sabellida","Siboglinidae","Osedax","0","0"
"1058","Sabellaria","Sabellaria","genus",129520,362378,5198801,638889,"Sabellaria","Sabellaria","Sabellaria","Sabellaria Lamarck, 1818","Annelida","Polychaeta","accepted",NA,FALSE,"","Lamarck, 1818","Animalia",NA,"Sabellariidae","Sabellaria","0","0"
"1059","Bispira manicata","Bispira manicata","species",333109,501441,2329525,95316,"Bispira manicata","Bispira manicata","Bispira manicata","Bispira manicata (Grube, 1878)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Grube, 1878)","Animalia","Sabellida","Sabellidae","Bispira","0","0"
"1060","Parasabella crassichaetae","Parasabella crassichaetae","species",1299057,799207,10468906,5972845,"Parasabella crassichaetae","Parasabella crassichaetae","Parasabella crassichaetae","Parasabella crassichaetae Capa & Murray, 2015","Annelida","Polychaeta","accepted",NA,FALSE,"","Capa & Murray, 2015","Animalia","Sabellida","Sabellidae","Parasabella","0","0"
"1061","Parasabella aberrans","Parasabella aberrans","species",530659,501447,2328924,4987183,"Parasabella aberrans","Parasabella aberrans","Parasabella aberrans","Parasabella aberrans (Augener, 1926)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Augener, 1926)","Animalia","Sabellida","Sabellidae","Parasabella","0","0"
"1062","Idanthyrsus australiensis","Idanthyrsus australiensis","species",333663,501449,2326535,221555,"Idanthyrsus australiensis","Idanthyrsus australiensis","Idanthyrsus australiensis","Idanthyrsus australiensis (Haswell, 1883)","Annelida","Polychaeta","accepted",NA,FALSE,"","(Haswell, 1883)","Animalia",NA,"Sabellariidae","Idanthyrsus","0","0"
"1063","Sclerolinum contortum","Sclerolinum contortum","species",129130,200002,2307321,306570,"Sclerolinum contortum","Sclerolinum contortum","Sclerolinum contortum","Sclerolinum contortum Smirnov, 2000","Annelida","Polychaeta","accepted",NA,FALSE,"","Smirnov, 2000","Animalia","Sabellida","Siboglinidae","Sclerolinum","0","0"
"1064","Prionospio cirrifera","Prionospio cirrifera","species",131153,122728,2320625,802814,"Prionospio cirrifera","Prionospio cirrifera","Prionospio cirrifera","Prionospio cirrifera Wirén, 1883","Annelida","Polychaeta","accepted",NA,FALSE,"","Wirén, 1883","Animalia","Spionida","Spionidae","Prionospio","0","0"
"1065","Laonice weddellia","Laonice weddellia","species",328649,266413,2320783,4976366,"Laonice weddellia","Laonice weddellia","Laonice weddellia","Laonice weddellia Hartman, 1978","Annelida","Polychaeta","accepted",NA,FALSE,"","Hartman, 1978","Animalia","Spionida","Spionidae","Laonice","0","0"
"1066","Polydora websteri","Polydora websteri","species",153847,274207,5197736,865786,"Polydora websteri","Polydora websteri","Polydora websteri","Polydora websteri Hartman, 1943","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Hartman in Loosanoff & Engle, 1943","Animalia","Spionida","Spionidae","Polydora","0","0"
"1067","Polydora aura","Polydora aura","species",330906,920937,5197762,665239,"Polydora aura","Polydora aura","Polydora aura","Polydora aura Sato-Okoshi, 1998","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Sato-Okoshi, 1998","Animalia","Spionida","Spionidae","Polydora","0","0"
"1068","Polydora brevipalpa","Polydora brevipalpa","species",334572,715075,5197699,665170,"Polydora brevipalpa","Polydora brevipalpa","Polydora brevipalpa","Polydora brevipalpa Zachs, 1933","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Zachs, 1933","Animalia","Spionida","Spionidae","Polydora","0","0"
"1069","Scoloplos dayi","Scoloplos dayi","species",868020,923611,2319791,4977229,"Scoloplos dayi","Scoloplos dayi","Scoloplos dayi","Scoloplos dayi Hartmann-Schröder, 1980","Annelida","Polychaeta","accepted",NA,FALSE,"sibling_higher","Hartmann-Schröder, 1980","Animalia",NA,"Orbiniidae","Scoloplos","0","0"
