"","name","rank","phylum","class","subclass","order","family","genus","species"
"209","Zaprora silenus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zaproridae","Zaprora","Zaprora silenus"
"210","Salvelinus fontinalis","species","Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis"
"211","Allosmerus elongatus","species","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus"
"212","Lycodapus mandibularis","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis"
"213","Pachycara gymninium","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Pachycara","Pachycara gymninium"
"214","Bothrocara brunneum","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara brunneum"
"215","Sebastes serranoides","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes serranoides"
"216","Avocettina infans","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Nemichthyidae","Avocettina","Avocettina infans"
"217","Eptatretus deani","species","Chordata","Myxini",NA,"Myxiniformes","Myxinidae","Eptatretus","Eptatretus deani"
"218","Sebastes polyspinis","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes polyspinis"
"219","Cryptacanthodes aleutensis","species","Chordata","Actinopteri","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes aleutensis"
"220","Tactostoma macropus","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Stomiidae","Tactostoma","Tactostoma macropus"
"221","Lycodes palearis","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes palearis"
"222","Paraliparis rosaceus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis","Paraliparis rosaceus"
"223","Lycodes diapterus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes diapterus"
"224","Careproctus georgianus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus georgianus"
"225","Careproctus canus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus canus"
"226","Myoxocephalus scorpius","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius"
"227","Acantholumpenus mackayi","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Acantholumpenus","Acantholumpenus mackayi"
"228","Lumpenus fabricii","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus fabricii"
"229","Enophrys lucasi","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Enophrys","Enophrys lucasi"
"230","Icelinus borealis","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus","Icelinus borealis"
"231","Eumicrotremus phrynoides","species","Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus phrynoides"
"232","Chesnonia verrucosa","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Chesnonia","Chesnonia verrucosa"
"233","Lycodes cortezianus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes cortezianus"
"234","Pachycara lepinium","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Pachycara","Pachycara lepinium"
"235","Bathyagonus infraspinatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus infraspinatus"
"236","Xeneretmus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus",NA
"237","Cottus asper","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Cottus","Cottus asper"
"238","Sebastes aleutianus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes aleutianus"
"239","Lampanyctus","genus","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Lampanyctus",NA
"240","Tarletonbeania crenularis","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"241","Sebastes babcocki","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes babcocki"
"242","Icelinus fimbriatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus","Icelinus fimbriatus"
"243","Pallasina barbata","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Pallasina","Pallasina barbata"
"244","Ruscarius meanyi","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Ruscarius","Ruscarius meanyi"
"245","Hexagrammos lagocephalus","species","Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos lagocephalus"
"246","Sebastes crameri","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes crameri"
"247","Protomyctophum thompsoni","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum thompsoni"
"248","Sebastes rubrivinctus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes rubrivinctus"
"249","Embassichthys bathybius","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Embassichthys","Embassichthys bathybius"
"250","Raja","genus","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae","Raja",NA
"251","Liparis cyclopus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis cyclopus"
"252","Lestidiops ringens","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Paralepididae","Lestidiops","Lestidiops ringens"
"253","Sebastes goodei","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes goodei"
"254","Sebastolobus alascanus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastolobus","Sebastolobus alascanus"
"255","Arctozenus risso","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Paralepididae","Arctozenus","Arctozenus risso"
"256","Paricelinus hopliticus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Paricelinus","Paricelinus hopliticus"
"257","Tarletonbeania","genus","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania",NA
"258","Clinocottus embryum","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Clinocottus","Clinocottus embryum"
"259","Salvelinus malma","species","Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus malma"
"260","Bathyagonus nigripinnis","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus nigripinnis"
"261","Lipolagus ochotensis","species","Chordata","Actinopteri","Teleostei","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis"
"262","Myctophidae","family","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae",NA,NA
"263","Enophrys","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Enophrys",NA
"264","Sagamichthys abei","species","Chordata","Actinopteri","Teleostei","Alepocephaliformes","Platytroctidae","Sagamichthys","Sagamichthys abei"
"265","Bryozoichthys marjorius","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Bryozoichthys","Bryozoichthys marjorius"
"266","Cyclothone atraria","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone atraria"
"267","Cyclothone microdon","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone microdon"
"268","Triglops jordani","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Triglops","Triglops jordani"
"269","Spirinchus thaleichthys","species","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys"
"270","Pleuronectidae","family","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae",NA,NA
"271","Gasterosteus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Gasterosteidae","Gasterosteus",NA
"272","Triglops","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Triglops",NA
"273","Tarletonbeania taylori","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania taylori"
"274","Lycenchelys crotalinus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys crotalinus"
"275","Xenomystax atrarius","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Congridae","Xenomystax","Xenomystax atrarius"
"276","Liparis callyodon","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis callyodon"
"277","Serrivomer jesperseni","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer jesperseni"
"278","Hemilepidotus jordani","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus jordani"
"279","Benthalbella dentata","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella","Benthalbella dentata"
"280","Nemichthys scolopaceus","species","Chordata","Actinopteri","Teleostei","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus"
"281","Coryphaenoides","genus","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides",NA
"282","Citharichthys","genus","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys",NA
"283","Limanda aspera","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Limanda","Limanda aspera"
"284","Liparis mucosus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis mucosus"
"285","Chaenophryne draco","species","Chordata","Actinopteri","Teleostei","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne draco"
"286","Lepidogobius lepidus","species","Chordata","Actinopteri","Teleostei","Gobiiformes","Gobiidae","Lepidogobius","Lepidogobius lepidus"
"287","Stichaeidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae",NA,NA
"288","Microgadus proximus","species","Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Microgadus","Microgadus proximus"
"289","Xeneretmus triacanthus","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus triacanthus"
"290","Gymnocanthus galeatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus galeatus"
"291","Careproctus melanurus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus melanurus"
"292","Liparis rutteri","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis","Liparis rutteri"
"293","Careproctus gilberti","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus gilberti"
"294","Trichodon trichodon","species","Chordata","Actinopteri","Teleostei","Perciformes","Trichodontidae","Trichodon","Trichodon trichodon"
"295","Scorpaenidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Scorpaenidae",NA,NA
"296","Isopsetta isolepis","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Isopsetta","Isopsetta isolepis"
"297","Albatrossia pectoralis","species","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis"
"298","Bathophilus flemingi","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus flemingi"
"299","Antimora microlepis","species","Chordata","Actinopteri","Teleostei","Gadiformes","Moridae","Antimora","Antimora microlepis"
"300","Lycodapus endemoscotus","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus endemoscotus"
"301","Paraliparis deani","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis","Paraliparis deani"
"302","Scytalina cerdale","species","Chordata","Actinopteri","Teleostei","Perciformes","Scytalinidae","Scytalina","Scytalina cerdale"
"303","Bothrocara molle","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara molle"
"304","Sebastes ciliatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes ciliatus"
"305","Hexagrammos octogrammus","species","Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos octogrammus"
"306","Mola mola","species","Chordata","Actinopteri","Teleostei","Tetraodontiformes","Molidae","Mola","Mola mola"
"307","Mallotus villosus","species","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus"
"308","Sebastes aurora","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes aurora"
"309","Zaproridae","family","Chordata","Actinopteri","Teleostei","Perciformes","Zaproridae",NA,NA
"310","Poroclinus rothrocki","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Poroclinus","Poroclinus rothrocki"
"311","Pholis schultzi","species","Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Pholis","Pholis schultzi"
"312","Spirinchus starksi","species","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Spirinchus","Spirinchus starksi"
"313","Embiotocidae","family","Chordata","Actinopteri","Teleostei","Ovalentaria incertae sedis","Embiotocidae",NA,NA
"314","Anoplagonus inermis","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Anoplagonus","Anoplagonus inermis"
"315","Lycodapus parviceps","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus parviceps"
"316","Caulolatilus princeps","species","Chordata","Actinopteri","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","Caulolatilus princeps"
"317","Gadidae","family","Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae",NA,NA
"318","Clupea harengus","species","Chordata","Actinopteri","Teleostei","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"319","Oligocottus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Oligocottus",NA
"320","Bathyraja trachura","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja trachura"
"321","Lumpenopsis","genus","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Lumpenopsis",NA
"322","Icelus spiniger","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelus","Icelus spiniger"
"323","Bathyagonus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bathyagonus",NA
"324","Trachurus symmetricus","species","Chordata","Actinopteri","Teleostei","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"325","Nectoliparis pelagicus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Nectoliparis","Nectoliparis pelagicus"
"326","Stichaeus punctatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Stichaeus","Stichaeus punctatus"
"327","Sebastes mystinus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"328","Leptoclinus maculatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus"
"329","Gobiesox","genus","Chordata","Actinopteri","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox",NA
"330","Protomyctophum arcticum","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum arcticum"
"331","Sebastes wilsoni","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes wilsoni"
"332","Xiphister","genus","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Xiphister",NA
"333","Lycenchelys jordani","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys jordani"
"334","Chirolophis tarsodes","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis tarsodes"
"335","Icelinus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Icelinus",NA
"336","Liparis","genus","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Liparis",NA
"337","Coryphaenoides armatus","species","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides armatus"
"338","Bothrocara pusillum","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara pusillum"
"339","Cyclothone","genus","Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone",NA
"340","Careproctus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Careproctus",NA
"341","Eumicrotremus spinosus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus spinosus"
"342","Scopelosaurus harryi","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus","Scopelosaurus harryi"
"343","Hexagrammidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae",NA,NA
"344","Stenobrachius nannochir","species","Chordata","Actinopteri","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius nannochir"
"345","Spectrunculus grandis","species","Chordata","Actinopteri","Teleostei","Ophidiiformes","Ophidiidae","Spectrunculus","Spectrunculus grandis"
"346","Bothragonus swanii","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Bothragonus","Bothragonus swanii"
"347","Xeneretmus leiops","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus leiops"
"348","Lycodapus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus",NA
"349","Apodichthys fucorum","species","Chordata","Actinopteri","Teleostei","Perciformes","Pholidae","Apodichthys","Apodichthys fucorum"
"350","Xeneretmus latifrons","species","Chordata","Actinopteri","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus latifrons"
"351","Lycodapus fierasfer","species","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus fierasfer"
"352","Zaniolepis latipinnis","species","Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis"
"353","Reinhardtius hippoglossoides","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Reinhardtius","Reinhardtius hippoglossoides"
"354","Cyclothone pseudopallida","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone pseudopallida"
"355","Lepidopsetta polyxystra","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta polyxystra"
"356","Cyclothone signata","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"357","Sebastes carnatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes carnatus"
"358","Oligocottus rimensis","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Oligocottus","Oligocottus rimensis"
"359","Theragra","genus","Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Theragra",NA
"360","Glyptocephalus","genus","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus",NA
"361","Nezumia stelgidolepis","species","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae","Nezumia","Nezumia stelgidolepis"
"362","Acanthostracion quadricornis","species","Chordata","Actinopteri","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","Acanthostracion quadricornis"
"363","Soldatovia polyactocephala","species","Chordata","Actinopteri","Teleostei","Perciformes","Stichaeidae","Soldatovia","Soldatovia polyactocephala"
"364","Hippocampus erectus","species","Chordata","Actinopteri","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus erectus"
"365","Bathyraja abyssicola","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja abyssicola"
"366","Microgadus","genus","Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Microgadus",NA
"367","Thaleichthys","genus","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae","Thaleichthys",NA
"368","Gobiesocidae","family","Chordata","Actinopteri","Teleostei","Gobiesociformes","Gobiesocidae",NA,NA
"369","Rhamdia","genus","Chordata","Actinopteri","Teleostei","Siluriformes","Heptapteridae","Rhamdia",NA
"370","Squalus acanthias","species","Chordata","Elasmobranchii","Neoselachii","Squaliformes","Squalidae","Squalus","Squalus acanthias"
"371","Perciformes","order","Chordata","Actinopteri","Teleostei","Perciformes",NA,NA,NA
"372","Antimora","genus","Chordata","Actinopteri","Teleostei","Gadiformes","Moridae","Antimora",NA
"373","Ronquilus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Ronquilus",NA
"374","Lipariscus nanus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Lipariscus","Lipariscus nanus"
"375","Sebastes melanostictus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes melanostictus"
"376","Sebastolobus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastolobus",NA
"377","Argyropelecus affinis","species","Chordata","Actinopteri","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus affinis"
"378","Phycis","genus","Chordata","Actinopteri","Teleostei","Gadiformes","Phycidae","Phycis",NA
"379","Beringraja inornata","species","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae","Beringraja","Beringraja inornata"
"380","Orthonopias triacis","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Orthonopias","Orthonopias triacis"
"381","Diodon hystrix","species","Chordata","Actinopteri","Teleostei","Tetraodontiformes","Diodontidae","Diodon","Diodon hystrix"
"382","Alepisaurus ferox","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox"
"383","Gadus chalcogrammus","species","Chordata","Actinopteri","Teleostei","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus"
"384","Acipenser medirostris","species","Chordata","Actinopteri","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Acipenser medirostris"
"385","Gibbonsia metzi","species","Chordata","Actinopteri","Teleostei","Blenniiformes","Clinidae","Gibbonsia","Gibbonsia metzi"
"386","Salmo trutta","species","Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"387","Balistes polylepis","species","Chordata","Actinopteri","Teleostei","Tetraodontiformes","Balistidae","Balistes","Balistes polylepis"
"388","Xiphias gladius","species","Chordata","Actinopteri","Teleostei","Carangiformes","Xiphiidae","Xiphias","Xiphias gladius"
"389","Chanos chanos","species","Chordata","Actinopteri","Teleostei","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"390","Salvelinus confluentus","species","Chordata","Actinopteri","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus confluentus"
"391","Thunnus alalunga","species","Chordata","Actinopteri","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus alalunga"
"392","Cottus cognatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Cottus","Cottus cognatus"
"393","Gibbonsia montereyensis","species","Chordata","Actinopteri","Teleostei","Blenniiformes","Clinidae","Gibbonsia","Gibbonsia montereyensis"
"394","Cyclopterus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae","Cyclopterus",NA
"395","Gambusia affinis","species","Chordata","Actinopteri","Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"396","Rajiformes","order","Chordata","Elasmobranchii","Neoselachii","Rajiformes",NA,NA,NA
"397","Bathymasteridae","family","Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae",NA,NA
"398","Cyclopteridae","family","Chordata","Actinopteri","Teleostei","Perciformes","Cyclopteridae",NA,NA
"399","Lepidopsetta","genus","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Lepidopsetta",NA
"400","Sebastes variabilis","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes variabilis"
"401","Bathymaster signatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster signatus"
"402","Pleurogrammus monopterygius","species","Chordata","Actinopteri","Teleostei","Perciformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius"
"403","Macrouridae","family","Chordata","Actinopteri","Teleostei","Gadiformes","Macrouridae",NA,NA
"404","Pleuronectes quadrituberculatus","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes quadrituberculatus"
"405","Lamna ditropis","species","Chordata","Elasmobranchii","Neoselachii","Lamniformes","Lamnidae","Lamna","Lamna ditropis"
"406","Hemilepidotus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Hemilepidotus",NA
"407","Osmeridae","family","Chordata","Actinopteri","Teleostei","Osmeriformes","Osmeridae",NA,NA
"408","Squaliformes","order","Chordata","Elasmobranchii","Neoselachii","Squaliformes",NA,NA,NA
"409","Atheresthes evermanni","species","Chordata","Actinopteri","Teleostei","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes evermanni"
"410","Myoxocephalus","genus","Chordata","Actinopteri","Teleostei","Perciformes","Cottidae","Myoxocephalus",NA
"411","Lepomis","genus","Chordata","Actinopteri","Teleostei","Centrarchiformes","Centrarchidae","Lepomis",NA
"412","Liparidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae",NA,NA
"413","Gasterosteidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Gasterosteidae",NA,NA
"414","Pholidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Pholidae",NA,NA
"415","Rajidae","family","Chordata","Elasmobranchii","Neoselachii","Rajiformes","Rajidae",NA,NA
"416","Allocareproctus jordani","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Allocareproctus","Allocareproctus jordani"
"417","Magnisudis atlantica","species","Chordata","Actinopteri","Teleostei","Aulopiformes","Paralepididae","Magnisudis","Magnisudis atlantica"
"418","Lycenchelys","genus","Chordata","Actinopteri","Teleostei","Perciformes","Zoarcidae","Lycenchelys",NA
"419","Sebastes chlorostictus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes chlorostictus"
"420","Peprilus simillimus","species","Chordata","Actinopteri","Teleostei","Perciformes","Stromateidae","Peprilus","Peprilus simillimus"
"421","Icosteus aenigmaticus","species","Chordata","Actinopteri","Teleostei","Scombriformes","Icosteidae","Icosteus","Icosteus aenigmaticus"
"422","Paraliparis ulochir","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Paraliparis","Paraliparis ulochir"
"423","Sebastidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae",NA,NA
"424","Myxinidae","family","Chordata","Myxini",NA,"Myxiniformes","Myxinidae",NA,NA
"425","Elassodiscus caudatus","species","Chordata","Actinopteri","Teleostei","Perciformes","Liparidae","Elassodiscus","Elassodiscus caudatus"
"426","Ammodytidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Ammodytidae",NA,NA
"427","Ptilichthyidae","family","Chordata","Actinopteri","Teleostei","Perciformes","Ptilichthyidae",NA,NA
"428","Sebastes rufus","species","Chordata","Actinopteri","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes rufus"
