"","species","obisgbif","love2021","hakai2020","hart","hakaiseine","hakaisample","caution","verifiedbc","terrestrial_only","freshwater_only","worms_sciname","class","order","family","genus","status","unacceptreason","is_synonym","worms_aphiaid","bold_id","gbif_key","ott_id"
"141","Xiphias gladius",1,1,0,0,0,0,1,0,"0","0","Xiphias gladius","Actinopteri","Carangiformes","Xiphiidae","Xiphias","accepted",NA,FALSE,127094,11091,NA,358621
"142","Chanos chanos",1,1,0,0,0,0,1,0,"0","0","Chanos chanos","Actinopteri","Gonorynchiformes","Chanidae","Chanos","accepted",NA,FALSE,217625,16505,NA,575844
"143","Salvelinus confluentus",1,1,0,0,0,0,1,0,"0","0","Salvelinus confluentus","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","accepted",NA,FALSE,274352,88750,NA,688321
"144","Cottus cognatus",1,0,0,0,0,0,1,0,"0","0","Cottus cognatus","Actinopteri","Perciformes","Cottidae","Cottus","accepted",NA,FALSE,159512,11388,NA,993337
"145","Gambusia affinis",1,1,0,0,0,0,1,0,"0","0","Gambusia affinis","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","accepted",NA,FALSE,159325,10908,NA,617445
"146","Sebastes variabilis",1,1,0,0,0,0,1,0,"0","0","Sebastes variabilis","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,398442,122200,NA,98995
"147","Pleurogrammus monopterygius",1,1,0,0,0,0,1,0,"0","0","Pleurogrammus monopterygius","Actinopteri","Perciformes","Hexagrammidae","Pleurogrammus","accepted",NA,FALSE,282289,110724,NA,185876
"148","Pleuronectes quadrituberculatus",1,1,0,0,0,0,1,0,"0","0","Pleuronectes quadrituberculatus","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","accepted",NA,FALSE,254564,122622,NA,535447
"149","Atheresthes evermanni",1,1,0,0,0,0,1,0,"0","0","Atheresthes evermanni","Actinopteri","Pleuronectiformes","Pleuronectidae","Atheresthes","accepted",NA,FALSE,279791,140418,NA,357203
"150","Allocareproctus jordani",1,1,0,0,0,0,1,0,"0","0","Allocareproctus jordani","Actinopteri","Perciformes","Liparidae","Allocareproctus","accepted",NA,FALSE,279555,879080,NA,3631964
"151","Magnisudis atlantica",1,1,0,0,0,0,1,0,"0","0","Magnisudis atlantica","Actinopteri","Aulopiformes","Paralepididae","Magnisudis","accepted",NA,FALSE,126359,72899,NA,440244
"152","Sebastes chlorostictus",1,1,0,0,0,0,1,0,"0","0","Sebastes chlorostictus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274781,140836,NA,1057068
"153","Paraliparis ulochir",1,1,0,0,0,0,1,0,"0","0","Paraliparis ulochir","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274612,804237,NA,3631747
"154","Elassodiscus caudatus",1,1,0,0,0,0,1,0,"0","0","Elassodiscus caudatus","Actinopteri","Perciformes","Liparidae","Elassodiscus","accepted",NA,FALSE,280629,125651,NA,1019575
"155","Sebastes rufus",1,1,0,0,0,0,1,0,"0","0","Sebastes rufus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274847,160605,NA,884513
"156","Coryphaenoides filifer",1,1,0,0,0,0,1,0,"0","0","Coryphaenoides filifer","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272331,125470,NA,46599
"157","Bathyraja parmifera",1,1,0,0,0,0,1,0,"0","0","Bathyraja parmifera","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271528,81029,NA,529910
"158","Symphurus atricaudus",1,1,0,0,0,0,1,0,"0","0","Symphurus atricaudus","Actinopteri","Pleuronectiformes","Cynoglossidae","Symphurus","accepted",NA,FALSE,274234,NA,NA,547448
"159","Malacocottus aleuticus",1,1,0,0,0,0,1,0,"0","0","Malacocottus aleuticus","Actinopteri","Perciformes","Psychrolutidae","Malacocottus","accepted",NA,FALSE,279440,NA,NA,3632035
"160","Lycodapus dermatinus",1,1,0,0,0,0,1,0,"0","0","Lycodapus dermatinus","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,279387,NA,NA,3632956
"161","Sebastes chrysomelas",1,1,0,0,0,0,1,0,"0","0","Sebastes chrysomelas","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,240737,160607,NA,561990
"162","Ophichthus triserialis",1,1,0,0,0,0,1,0,"0","0","Ophichthus triserialis","Actinopteri","Anguilliformes","Ophichthidae","Ophichthus","accepted",NA,FALSE,271987,452594,NA,462604
"163","Talismania bifurcata",1,1,0,0,0,0,1,0,"0","0","Talismania bifurcata","Actinopteri","Alepocephaliformes","Alepocephalidae","Talismania","accepted",NA,FALSE,272884,34564,NA,936132
"164","Nemichthys larseni",1,1,0,0,0,0,1,0,"0","0","Nemichthys larseni","Actinopteri","Anguilliformes","Nemichthyidae","Nemichthys","accepted",NA,FALSE,271905,78140,NA,992678
"165","Gyrinomimus grahami",1,0,0,0,0,0,1,0,"0","0","Gyrinomimus grahami","Actinopteri","Beryciformes","Cetomimidae","Gyrinomimus","accepted",NA,FALSE,221398,148284,NA,353814
"166","Bathyraja violacea",1,1,0,0,0,0,1,0,"0","0","Bathyraja violacea","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271540,33986,NA,824089
"167","Paraliparis melanobranchus",1,1,0,0,0,0,1,0,"0","0","Paraliparis melanobranchus","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274596,750794,NA,529023
"168","Acantholiparis opercularis",1,1,0,0,0,0,1,0,"0","0","Acantholiparis opercularis","Actinopteri","Perciformes","Liparidae","Acantholiparis","accepted",NA,FALSE,279480,78145,NA,11732
"169","Amblyraja badia",1,1,0,0,0,0,1,0,"0","0","Amblyraja hyperborea","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","junior subjective synonym",NA,FALSE,105863,33989,NA,1012668
"170","Melanostigma pammelas",1,1,0,0,0,0,1,0,"0","0","Melanostigma pammelas","Actinopteri","Perciformes","Zoarcidae","Melanostigma","accepted",NA,FALSE,274134,33999,NA,584428
"171","Kali indica",1,1,0,0,0,0,1,0,"0","0","Kali indica","Actinopteri","Scombriformes","Chiasmodontidae","Kali","accepted",NA,FALSE,159666,59484,NA,928588
"172","Anotopterus nikparini",1,1,0,0,0,0,1,0,"0","0","Anotopterus nikparini","Actinopteri","Aulopiformes","Anotopteridae","Anotopterus","accepted",NA,FALSE,272040,33973,NA,580267
"173","Bassozetus zenkevitchi",1,1,0,0,0,0,1,0,"0","0","Bassozetus zenkevitchi","Actinopteri","Ophidiiformes","Ophidiidae","Bassozetus","accepted",NA,FALSE,272795,28693,NA,21927
"174","Cyema atrum",1,1,0,0,0,0,1,0,"0","0","Cyema atrum","Actinopteri","Saccopharyngiformes","Cyematidae","Cyema","accepted",NA,FALSE,127164,78120,NA,374630
"175","Galeorhinus galeus",1,1,0,0,0,0,1,0,"0","0","Galeorhinus galeus","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","accepted",NA,FALSE,105820,12791,NA,898984
"176","Osmerus eperlanus",1,0,0,0,0,0,1,0,"0","0","Osmerus eperlanus","Actinopteri","Osmeriformes","Osmeridae","Osmerus","accepted",NA,FALSE,126736,200839,NA,987406
"177","Paraplagusia bilineata",1,0,0,0,0,0,1,0,"0","0","Paraplagusia bilineata","Actinopteri","Pleuronectiformes","Cynoglossidae","Paraplagusia","accepted",NA,FALSE,219858,72412,NA,3640598
"178","Platax teira",1,0,0,0,0,0,1,0,"0","0","Platax teira","Actinopteri","Acanthuriformes","Ephippidae","Platax","accepted",NA,FALSE,218710,13775,NA,763935
"179","Osmerus dentex",1,1,0,0,0,0,1,0,"0","0","Osmerus dentex","Actinopteri","Osmeriformes","Osmeridae","Osmerus","accepted",NA,TRUE,254557,360472,NA,739935
"180","Sebastes melanostomus",1,1,0,0,0,0,1,0,"0","0","Sebastes melanostomus","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274819,140830,NA,9607
"181","Bathylychnops exilis",1,1,0,0,0,0,1,0,"0","0","Bathylychnops exilis","Actinopteri","Argentiniformes","Opisthoproctidae","Bathylychnops","accepted",NA,FALSE,126730,59415,NA,258147
"182","Agonomalus mozinoi",1,1,0,0,0,0,1,0,"0","0","Agonomalus mozinoi","Actinopteri","Perciformes","Agonidae","Agonomalus","accepted",NA,FALSE,279517,NA,NA,3632026
"183","Coryphaenoides liocephalus",1,1,0,0,0,0,1,0,"0","0","Coryphaenoides liocephalus","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272334,NA,NA,3630842
"184","Clidoderma asperrimum",1,1,0,0,0,0,1,0,"0","0","Clidoderma asperrimum","Actinopteri","Pleuronectiformes","Pleuronectidae","Clidoderma","accepted",NA,FALSE,280216,125505,NA,1014985
"185","Regalecus glesne",1,0,0,0,0,0,1,0,"0","0","Regalecus glesne","Actinopteri","Lampriformes","Regalecidae","Regalecus","accepted",NA,FALSE,126525,52964,NA,617751
"186","Allocyttus folletti",1,1,0,0,0,0,1,0,"0","0","Allocyttus folletti","Actinopteri","Zeiformes","Oreosomatidae","Allocyttus","accepted",NA,FALSE,254555,125492,NA,1016737
"187","Coryphaenoides cinereus",1,1,0,0,0,0,1,0,"0","0","Coryphaenoides cinereus","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","accepted",NA,FALSE,272326,33960,NA,1074166
"188","Paraliparis cephalus",1,1,0,0,0,0,1,0,"0","0","Paraliparis cephalus","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274562,393340,NA,717098
"189","Ceratias holboelli",1,1,0,0,0,0,1,0,"0","0","Ceratias holboelli","Actinopteri","Lophiiformes","Ceratiidae","Ceratias","accepted",NA,FALSE,126537,20239,NA,60129
"190","Chaenophryne longiceps",1,1,0,0,0,0,1,0,"0","0","Chaenophryne longiceps","Actinopteri","Lophiiformes","Oneirodidae","Chaenophryne","accepted",NA,FALSE,126560,125610,NA,236481
"191","Catostomus catostomus",1,0,0,0,0,0,1,0,"0","0","Catostomus catostomus","Actinopteri","Cypriniformes","Catostomidae","Catostomus","accepted",NA,FALSE,158706,50664,NA,341229
"192","Artedius corallinus",1,1,0,0,0,0,1,0,"0","0","Artedius corallinus","Actinopteri","Perciformes","Cottidae","Artedius","accepted",NA,FALSE,279699,76452,NA,131558
"193","Lycodapus leptus",1,1,0,0,0,0,1,0,"0","0","Lycodapus leptus","Actinopteri","Perciformes","Zoarcidae","Lycodapus","accepted",NA,FALSE,279390,72887,NA,7535
"194","Halargyreus johnsonii",1,1,0,0,0,0,1,0,"0","0","Halargyreus johnsonii","Actinopteri","Gadiformes","Moridae","Halargyreus","accepted",NA,FALSE,126489,33964,NA,847900
"195","Lampadena urophaos",1,1,0,0,0,0,1,0,"0","0","Lampadena urophaos","Actinopteri","Myctophiformes","Myctophidae","Lampadena","accepted",NA,FALSE,126609,59490,NA,847896
"196","Molva molva",1,0,0,0,0,0,1,0,"0","0","Molva molva","Actinopteri","Gadiformes","Lotidae","Molva","accepted",NA,FALSE,126461,78488,NA,659849
"197","Lutjanus fulvus",1,0,0,0,0,0,1,0,"0","0","Lutjanus fulvus","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus","accepted",NA,FALSE,218475,78601,NA,616726
"198","Epinephelus areolatus",1,0,0,0,0,0,1,0,"0","0","Epinephelus areolatus","Actinopteri","Perciformes","Serranidae","Epinephelus","accepted",NA,FALSE,218204,11665,NA,534164
"199","Lycenchelys paxillus",1,0,0,0,0,0,1,0,"0","0","Lycenchelys paxillus","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","accepted",NA,FALSE,159257,72131,NA,3632992
"200","Stegastes partitus",1,0,0,0,0,0,1,0,"0","0","Stegastes partitus","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes","accepted",NA,FALSE,276677,52250,NA,345269
"201","Plectroglyphidodon sindonis",1,0,0,0,0,0,1,0,"0","0","Plectroglyphidodon sindonis","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon","accepted",NA,FALSE,277234,NA,NA,3635445
"202","Aphareus rutilans",1,0,0,0,0,0,1,0,"0","0","Aphareus rutilans","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Aphareus","accepted",NA,FALSE,218468,22174,NA,875856
"203","Stegastes planifrons",1,0,0,0,0,0,1,0,"0","0","Stegastes planifrons","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Stegastes","accepted",NA,FALSE,276679,52270,NA,665837
"204","Tinca tinca",1,0,0,0,0,0,1,0,"0","0","Tinca tinca","Actinopteri","Cypriniformes","Cyprinidae","Tinca","accepted",NA,FALSE,154343,47342,NA,753550
"205","Argyropelecus sladeni",1,1,0,0,0,0,1,0,"0","0","Argyropelecus sladeni","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","accepted",NA,FALSE,158837,125543,NA,803437
"206","Amphiprion perideraion",1,0,0,0,0,0,1,0,"0","0","Amphiprion perideraion","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","accepted",NA,FALSE,278403,47207,NA,674640
"207","Chirolophis japonicus",1,0,0,0,0,0,1,0,"0","0","Chirolophis japonicus","Actinopteri","Perciformes","Stichaeidae","Chirolophis","accepted",NA,FALSE,273989,110859,NA,9658
"208","Symbolophorus californiensis",1,1,0,0,0,0,1,0,"0","0","Symbolophorus californiensis","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","accepted",NA,FALSE,272733,125481,NA,785193
"209","Benthodesmus tenuis",1,1,0,0,0,0,1,0,"0","0","Benthodesmus tenuis","Actinopteri","Scombriformes","Trichiuridae","Benthodesmus","accepted",NA,FALSE,159834,140864,NA,3638486
"210","Anoplogaster cornuta",1,1,0,0,0,0,1,0,"0","0","Anoplogaster cornuta","Actinopteri","Trachichthyiformes","Anoplogastridae","Anoplogaster","accepted",NA,FALSE,126393,28698,NA,246418
"211","Paralichthys californicus",1,1,0,0,0,0,1,0,"0","0","Paralichthys californicus","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","accepted",NA,FALSE,275809,72408,NA,301358
"212","Triglops forficatus",1,1,0,0,0,0,1,0,"0","0","Triglops forficatus","Actinopteri","Perciformes","Cottidae","Triglops","accepted",NA,FALSE,254530,140840,NA,3632132
"213","Lycodes beringi",1,1,0,0,0,0,1,0,"0","0","Lycodes beringi","Actinopteri","Perciformes","Zoarcidae","Lycodes","accepted",NA,NA,398582,NA,NA,NA
"214","Lampanyctus jordani",1,1,0,0,0,0,1,0,"0","0","Lampanyctus jordani","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","accepted",NA,FALSE,272712,717150,NA,168912
"215","Paraliparis mento",1,1,0,0,0,0,1,0,"0","0","Paraliparis mento","Actinopteri","Perciformes","Liparidae","Paraliparis","accepted",NA,FALSE,274597,NA,NA,3631790
"216","Scopelosaurus adleri",1,1,0,0,0,0,1,0,"0","0","Scopelosaurus adleri","Actinopteri","Aulopiformes","Notosudidae","Scopelosaurus","accepted",NA,FALSE,254552,NA,NA,3629276
"217","Amphiprion frenatus",1,0,0,0,0,0,1,0,"0","0","Amphiprion frenatus","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","accepted",NA,FALSE,278394,47194,NA,674634
"218","Melanonus zugmayeri",1,1,0,0,0,0,1,0,"0","0","Melanonus zugmayeri","Actinopteri","Gadiformes","Melanonidae","Melanonus","accepted",NA,FALSE,126483,28691,NA,887841
"219","Seriphus politus",1,1,0,0,0,0,1,0,"0","0","Seriphus politus","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Seriphus","accepted",NA,FALSE,282761,125529,NA,827210
"220","Sebastes rastrelliger",1,1,0,0,0,0,1,0,"0","0","Sebastes rastrelliger","Actinopteri","Perciformes","Sebastidae","Sebastes","accepted",NA,FALSE,274839,160602,NA,582315
"221","Triakis semifasciata",1,1,0,0,0,0,1,0,"0","0","Triakis semifasciata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis","accepted",NA,FALSE,279060,122048,NA,32029
"222","Stellerina xyosterna",1,1,0,0,0,0,1,0,"0","0","Stellerina xyosterna","Actinopteri","Perciformes","Agonidae","Stellerina","accepted",NA,FALSE,254366,71898,NA,706144
"223","Liparis gibbus",1,1,0,0,0,0,1,0,"0","0","Liparis gibbus","Actinopteri","Perciformes","Liparidae","Liparis","accepted",NA,FALSE,159526,59638,NA,581997
"224","Nannobrachium regale",1,1,0,0,0,0,1,0,"0","0","Nannobrachium regale","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium","accepted",NA,FALSE,275869,34559,NA,169226
"225","Pachystomias microdon",1,1,0,0,0,0,1,0,"0","0","Pachystomias microdon","Actinopteri","Stomiiformes","Stomiidae","Pachystomias","accepted",NA,FALSE,127367,141129,NA,988976
"226","Barbourisia rufa",1,1,0,0,0,0,1,0,"0","0","Barbourisia rufa","Actinopteri","Beryciformes","Barbourisiidae","Barbourisia","accepted",NA,FALSE,159425,91727,NA,118778
"227","Chiasmodon niger",1,1,0,0,0,0,1,0,"0","0","Chiasmodon niger","Actinopteri","Scombriformes","Chiasmodontidae","Chiasmodon","accepted",NA,FALSE,126840,54201,NA,251761
"228","Protomyctophum crockeri",1,1,0,0,0,0,1,0,"0","0","Protomyctophum crockeri","Actinopteri","Myctophiformes","Myctophidae","Protomyctophum","accepted",NA,FALSE,272731,125480,NA,169222
"229","Triglops scepticus",1,1,0,0,0,0,1,0,"0","0","Triglops scepticus","Actinopteri","Perciformes","Cottidae","Triglops","accepted",NA,FALSE,254531,140469,NA,880665
"230","Rondeletia loricata",1,1,0,0,0,0,1,0,"0","0","Rondeletia loricata","Actinopteri","Beryciformes","Rondeletiidae","Rondeletia","accepted",NA,FALSE,126412,30383,NA,765014
"231","Opostomias mitsuii",1,1,0,0,0,0,1,0,"0","0","Opostomias mitsuii","Actinopteri","Stomiiformes","Stomiidae","Opostomias","accepted",NA,FALSE,281926,NA,NA,3629072
"232","Porichthys myriaster",1,1,0,0,0,0,1,0,"0","0","Porichthys myriaster","Actinopteri","Batrachoidiformes","Batrachoididae","Porichthys","accepted",NA,FALSE,275657,25258,NA,713032
"233","Lycenchelys micropora",1,1,0,0,0,0,1,0,"0","0","Lycenchelys micropora","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","accepted",NA,FALSE,274073,NA,NA,3633014
"234","Argentina sialis",1,1,0,0,0,0,1,0,"0","0","Argentina sialis","Actinopteri","Argentiniformes","Argentinidae","Argentina","accepted",NA,FALSE,272897,71904,NA,43672
"235","Monopterus cuchia",1,0,0,0,0,0,1,0,"0","0","Monopterus cuchia","Actinopteri","Synbranchiformes","Synbranchidae","Monopterus","accepted",NA,FALSE,281591,509410,NA,1067002
"236","Zesticelus profundorum",1,1,0,0,0,0,1,0,"0","0","Zesticelus profundorum","Actinopteri","Perciformes","Cottidae","Zesticelus","accepted",NA,FALSE,283218,125667,NA,170491
"237","Kathetostoma averruncus",1,1,0,0,0,0,1,0,"0","0","Kathetostoma averruncus","Actinopteri","Perciformes","Uranoscopidae","Kathetostoma","accepted",NA,FALSE,275989,125655,NA,609982
"238","Prosopium cylindraceum",1,1,0,0,0,0,1,0,"0","0","Prosopium cylindraceum","Actinopteri","Salmoniformes","Salmonidae","Prosopium","accepted",NA,FALSE,282373,10574,NA,265768
"239","Lampris incognitus",1,1,0,0,0,0,1,0,"0","0","Lampris incognitus","Actinopteri","Lampriformes","Lampridae","Lampris","accepted",NA,FALSE,1493716,1056403,NA,7064182
"240","Rhinoliparis attenuatus",1,1,0,0,0,0,1,0,"0","0","Rhinoliparis attenuatus","Actinopteri","Perciformes","Liparidae","Rhinoliparis","accepted",NA,FALSE,282584,142497,NA,1055092
"241","Mola tecta",1,1,0,0,0,0,1,0,"0","0","Mola tecta","Actinopteri","Tetraodontiformes","Molidae","Mola","accepted",NA,FALSE,1042750,990924,NA,7062426
"242","Tetronarce californica",1,1,0,0,0,0,1,0,"0","0","Tetronarce californica","Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce","accepted",NA,FALSE,845703,754761,NA,493412
"243","Thalassenchelys coheni",1,1,0,0,0,0,1,0,"0","0","Congriscus megastoma","Actinopteri","Anguilliformes","Colocongridae","Thalassenchelys","unaccepted",NA,TRUE,280374,71903,NA,182991
"244","Coryphaena hippurus",1,1,0,0,0,0,1,0,"0","0","Coryphaena hippurus","Actinopteri","Carangiformes","Coryphaenidae","Coryphaena","accepted",NA,FALSE,126846,13788,NA,223663
"245","Icelus uncinalis",1,1,0,0,0,0,1,0,"0","0","Icelus uncinalis","Actinopteri","Perciformes","Cottidae","Icelus","accepted",NA,FALSE,274388,NA,NA,3632112
"246","Bathyraja minispinosa",1,1,0,0,0,0,1,0,"0","0","Bathyraja minispinosa","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","accepted",NA,FALSE,271524,80069,NA,529898
"247","Lycenchelys camchatica",1,1,0,0,0,0,1,0,"0","0","Lycenchelys camchatica","Actinopteri","Perciformes","Zoarcidae","Lycenchelys","accepted",NA,FALSE,254591,125599,NA,519255
"248","Careproctus colletti",1,1,0,0,0,0,1,0,"0","0","Careproctus colletti","Actinopteri","Perciformes","Liparidae","Careproctus","accepted",NA,FALSE,254547,794624,NA,611888
"249","Acanthonus armatus",1,1,0,0,0,0,1,0,"0","0","Acanthonus armatus","Actinopteri","Ophidiiformes","Ophidiidae","Acanthonus","accepted",NA,FALSE,158998,203139,NA,3629836
"250","Oneirodes thompsoni",1,1,0,0,0,0,1,0,"0","0","Oneirodes thompsoni","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes","accepted",NA,FALSE,254554,78113,NA,36648
"251","Derepodichthys alepidotus",1,1,0,0,0,0,1,0,"0","0","Derepodichthys alepidotus","Actinopteri","Perciformes","Zoarcidae","Derepodichthys","accepted",NA,FALSE,280501,NA,NA,3633091
"252","Chaenophryne melanorhabdus",1,1,0,0,0,0,1,0,"0","0","Chaenophryne melanorhabdus","Actinopteri","Lophiiformes","Oneirodidae","Chaenophryne","accepted",NA,FALSE,272616,125611,NA,953318
"253","Rhinoliparis barbulifer",1,1,0,0,0,0,1,0,"0","0","Rhinoliparis barbulifer","Actinopteri","Perciformes","Liparidae","Rhinoliparis","accepted",NA,FALSE,282585,125663,NA,1070101
"254","Oneirodes bulbosus",1,1,0,0,0,0,1,0,"0","0","Oneirodes bulbosus","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes","accepted",NA,FALSE,254553,140403,NA,755982
"255","Lumpenus lampretaeformis",1,0,0,0,0,0,1,0,"0","0","Lumpenus lampretaeformis","Actinopteri","Perciformes","Stichaeidae","Lumpenus","accepted",NA,FALSE,154675,59599,NA,3632880
"256","Cebidichthys violaceus",1,1,0,0,0,0,1,0,"0","0","Cebidichthys violaceus","Actinopteri","Perciformes","Stichaeidae","Cebidichthys","accepted",NA,FALSE,280053,125645,NA,525452
