species,value
Anchoa mitchilli,224718
Anchoa mundeola,1249489
Anchoa mundeoloides,1150432
Anchoa nasus,485433
Anchoa panamensis,1150433
Anchoa parva,1150434
Anchoa scofieldi,1150435
Anchoa spinifer,1450341
Anchoa walkeri,1150436
Anchovia clupeoides,521020
Anchovia macrolepidota,1150437
Anchovia surinamensis,1150439
Anchoviella alleni,1150440
Anchoviella balboae,1150441
Anchoviella brevirostris,1150442
Anchoviella carrikeri,1150443
Anchoviella elongata,1150445
Anchoviella guianensis,1150446
Anchoviella jamesi,1450342
Anchoviella lepidentostole,521021
Anchoviella manamensis,1450343
Ancistomus feldbergae,1633162
Ancistomus snethlageae,2019907
Ancistrogobius yoshigoui,2768308
Ancistrus aguaboensis,2517879
Ancistrus bolivianus,1633022
Ancistrus brevipinnis,510750
Ancistrus bufonius,2682743
Ancistrus chagresi,1740680
Ancistrus cirrhosus,52072
Ancistrus clementinae,1633023
Ancistrus cryptophthalmus,1280074
Ancistrus cuiabae,1740681
Ancistrus dolichopterus,52073
Ancistrus hoplogenys,2748562
Ancistrus leucostictus,1633024
Ancistrus macrophthalmus,1633025
Ancistrus megalostomus,1633026
Ancistrus multispinis,52074
Ancistrus pirareta,52075
Ancistrus ranunculus,52076
Ancistrus spinosus,2099938
Ancistrus temminckii,2765304
Ancistrus trinitatis,2841642
Ancylopsetta dilecta,1459822
Ancylopsetta ommata,1286116
Andamia reyi,879701
Andamia tetradactylus,879702
Andersonia leptura,1233666
Andinoacara biseriatus,449250
Andinoacara coeruleopunctatus,318583
Andinoacara latifrons,933956
Andinoacara pulcher,172522
Andinoacara rivulatus,242820
Andinoacara sapayensis,933957
Andinoacara stalsbergi,933959
Andromakhe latens,2579950
Andromakhe saguazu,1931400
Andromakhe stenohalina,2579951
Andromakhe tupi,2579952
Anduzedoras oxyrhynchus,238621
Anguilla anguilla x Anguilla rostrata,1436734
Anguilla anguilla,7936
Anguilla australis,7940
Anguilla bengalensis,103813
Anguilla bicolor,61124
Anguilla celebesensis,48163
Anguilla dieffenbachii,61127
Anguilla interioris,86967
Anguilla japonica,7937
Anguilla labiata,103832
Anguilla luzonensis,573744
Anguilla malgumora,103812
Anguilla marmorata,7939
Anguilla megastoma,86963
Anguilla mossambica,48164
Anguilla nebulosa,86965
Anguilla obscura,86964
Anguilla reinhardtii,48165
Anguilla rostrata,7938
Anisarchus macrops,1358729
Anisarchus medius,980385
Anisotremus caesius,531318
Anisotremus davidsonii,314002
Anisotremus interruptus,531320
Anisotremus moricandi,531321
Anisotremus scapularis,531323
Anisotremus surinamensis,531324
Anisotremus taeniatus,531325
Anisotremus virginicus,490245
Anodontiglanis dahli,2850008
Anodontostoma chacunda,604079
Anodus elongatus,1836187
Anodus orinocensis,930288
Anomalochromis thomasi,219380
Anomalops katoptron,181433
Anoplagonus inermis,1154603
Anoplagonus occidentalis,1802972
Anoplarchus insignis,1225888
Anoplarchus purpurescens,320623
Anoplocapros amygdaloides,1240559
Anoplocapros inermis,303734
Anoplocapros lenticularis,388627
Anoplogaster cornuta,88656
Anoplopoma fimbria,229290
Anostomoides atrianalis,2732667
Anostomoides laticeps,2499841
Anostomus anostomus,303967
Anostomus brevior,2608225
Anostomus ternetzi,930228
Anotopterus nikparini,557333
Anotopterus pharao,172142
Anotopterus vorax,2023158
Anoxypristis cuspidata,195290
Antennablennius bifilum,990929
Antennarius commerson,586775
Antennarius hispidus,586776
Antennarius indicus,882752
Antennarius maculatus,882753
Antennarius multiocellatus,882754
Antennarius pauciradiatus,722525
Antennarius pictus,586777
Antennarius pinniceps,1585599
Antennarius striatus,241820
Antennatus analis,1828423
Antennatus bermudensis,1182774
Antennatus coccineus,412654
Antennatus dorehensis,1828424
Antennatus nummifer,242979
Antennatus rosaceus,882756
Antennatus sanguineus,882757
Antennatus tuberosus,882772
Anthias anthias,327821
Anthias asperilinguis,2163918
Anthias nicholsi,1070782
Anthias woodsi,2163919
Antigonia capros,143339
Antigonia combatia,1266863
Antigonia emanuela,2772456
Antigonia indica,2772445
Antigonia ovalis,2772446
Antigonia rubescens,990554
Antigonia rubicunda,1868305
Antigonia steindachneri,1156085
Antilligobius nikkiae,2008637
Antimora microlepis,497157
Antimora rostrata,473346
Anyperodon leucogrammicus,160702
Apagesoma australis,1843784
Apareiodon affinis,42612
Apareiodon cavalcante,2528709
Apareiodon ibitiensis,1053554
Apareiodon machrisi,2703719
Apareiodon piracicabae,1349314
Apareiodon vittatus,1705575
Apeltes quadracus,240154
Aperioptus gracilentus,457506
Aperioptus gracilis,1817958
Aperioptus hapalias,457507
Aperioptus pictorius,743462
Aperioptus robertsi,457508
Aphaniops hormuzensis,2783872
Aphaniops kruppi,2036765
Aphanius alexandri,1482981
Aphanius almiriensis,1482982
Aphanius anatoliae,195826
Aphanius apodus,195834
Aphanius arakensis,1198149
Aphanius asquamatus,195835
Aphanius baeticus,1461389
Aphanius chantrei,30738
Aphanius danfordii,195836
Aphanius darabensis,1468472
Aphanius dispar,37268
Aphanius farsicus,289294
Aphanius fasciatus,30736
Aphanius fontinalis,1482983
Aphanius furcatus,1439332
Aphanius ginaonis,195837
Aphanius hormuzensis,2212636
Aphanius iberus,136835
Aphanius iconii,1482984
Aphanius isfahanensis,289295
Aphanius kavirensis,1468473
Aphanius maeandricus,1482985
Aphanius marassantensis,1532022
Aphanius mento,30737
Aphanius mentoides,1482986
Aphanius meridionalis,1482987
Aphanius mesopotamicus,1131943
Aphanius orontis,1482988
Aphanius pluristriatus,1451282
Aphanius richardsoni,1482989
Aphanius saldae,1482990
Aphanius saourensis,370336
Aphanius similis,1482991
Aphanius sirhani,195838
Aphanius sophiae,195839
Aphanius stiassnyae,2056490
Aphanius stoliczkanus,2036766
Aphanius sureyanus,195832
Aphanius transgrediens,195833
Aphanius villwocki,195841
Aphanius vladykovi,195851
Aphanopus arigato,1154592
Aphanopus carbo,268865
Aphanopus intermedius,375204
Aphanopus mikhailini,2578244
Aphanotorulus ammophilus,163988
Aphanotorulus emarginatus,164001
Aphanotorulus unicolor,1190665
Aphareus furca,396779
Aphareus rutilans,443676
Aphia minuta,441899
Aphredoderus gibbosus,1249639
Aphredoderus sayanus,94919
Aphyocharacidium bolivianum,930293
Aphyocharacidium melandetum,2835307
Aphyocharax alburnus,930229
Aphyocharax anisitsi,681886
Aphyocharax dentatus,1123822
Aphyocharax nattereri,1180187
Aphyocharax pusillus,930230
Aphyocharax rathbuni,1180188
Aphyocharax sp,_42589
Aphyocheirodon hemigrammus,930231
Aphyocypris arcus,143608
Aphyocypris chinensis,140595
Aphyocypris kikuchii,245975
Aphyocypris moltrechti,590635
Aphyocypris normalis,1906128
Aphyocypris pulchrilineata,2682619
Aphyodite grammica,930295
Aphyolebias peruensis,135313
Aphyonus gelatinosus,1843786
Aphyosemion ahli,60302
Aphyosemion alpha,355258
Aphyosemion amoenum,1334086
Aphyosemion aurantiacum,2495620
Aphyosemion aureum,60270
Aphyosemion australe,52653
Aphyosemion bamilekorum,1929906
Aphyosemion barakoniense,2495621
Aphyosemion batesii,1929907
Aphyosemion bitaeniatum,355259
Aphyosemion bivittatum,52654
Aphyosemion bochtleri,1929908
Aphyosemion bualanum,60271
Aphyosemion buytaerti,1929909
Aphyosemion callipteron,1929910
Aphyosemion calliurum,60272
Aphyosemion cameronense,60273
Aphyosemion campomaanense,500327
Aphyosemion castaneum,1133792
Aphyosemion caudofasciatum,1929911
Aphyosemion celiae,60274
Aphyosemion christyi,60275
Aphyosemion citrineipinnis,60276
Aphyosemion coeleste,60277
Aphyosemion cognatum,60278
Aphyosemion congicum,1133795
Aphyosemion cryptum,2175181
Aphyosemion cyanoflavum,2175182
Aphyosemion cyanostictum,60279
Aphyosemion dargei,1929912
Aphyosemion decorsei,60280
Aphyosemion ecucuense,1334087
Aphyosemion edeanum,446418
Aphyosemion elberti,105012
Aphyosemion elegans,60281
Aphyosemion erythron,1334088
Aphyosemion escherichi,1929913
Aphyosemion etsamense,310954
Aphyosemion exigoideum,60282
Aphyosemion exiguum,60283
Aphyosemion fellmanni,2606566
Aphyosemion festivum,446419
Aphyosemion flammulatum,2495622
Aphyosemion flavocyaneum,2495623
Aphyosemion franzwerneri,446420
Aphyosemion gabunense,60284
Aphyosemion georgiae,406277
Aphyosemion hanneloreae,1929914
Aphyosemion heinemanni,446421
Aphyosemion hera,356817
Aphyosemion herzogi,578321
Aphyosemion hofmanni,1355479
Aphyosemion joergenscheeli,1929915
Aphyosemion kouamense,358478
Aphyosemion koungueense,476905
Aphyosemion kunzi,2565784
Aphyosemion labarrei,60285
Aphyosemion lamberti,60286
Aphyosemion lefiniense,2606567
Aphyosemion lividum,502095
Aphyosemion loennbergii,355248
Aphyosemion louessense,60287
Aphyosemion lugens,578322
Aphyosemion maculatum,60288
Aphyosemion malumbresi,426777
Aphyosemion mandoroense,2175183
Aphyosemion melanogaster,1334089
Aphyosemion melanopteron,60289
Aphyosemion melinoeides,1334090
Aphyosemion mimbon,60290
Aphyosemion musafirii,1133796
Aphyosemion obscurum,1929916
Aphyosemion ocellatum,1355482
Aphyosemion ogoense,60292
Aphyosemion omega,476907
Aphyosemion ottogartneri,1929917
Aphyosemion pamaense,1334091
Aphyosemion pascheni,446422
Aphyosemion passaroi,2175184
Aphyosemion plagitaenium,1573749
Aphyosemion poliaki,355252
Aphyosemion polli,1133797
Aphyosemion primigenium,60293
Aphyosemion punctatum,60294
Aphyosemion punctulatum,1334092
Aphyosemion pusillum,2495624
Aphyosemion raddai,1929918
Aphyosemion rectogoense,60295
Aphyosemion riggenbachi,355261
Aphyosemion rubrogaster,2495625
Aphyosemion schioetzi,1929920
Aphyosemion schluppi,1929919
Aphyosemion seegersi,1929921
Aphyosemion splendopleure,355250
Aphyosemion thysi,1929922
Aphyosemion tirbaki,1929923
Aphyosemion volcanum,355251
Aphyosemion wachtersi,1929924
Aphyosemion wildekampi,60299
Aphyosemion wuendschi,2175185
Aphyosemion zygaima,1929925
Apionichthys dumerili,1662741
Apionichthys finis,1780079
Apionichthys nattereri,2282844
Apistogramma agassizii,284746
Apistogramma allpahuayo,1904009
Apistogramma atahualpa,1904010
Apistogramma baenschi,1574372
Apistogramma barlowi,1574375
Apistogramma bitaeniata,342867
Apistogramma cacatuoides,1574379
Apistogramma caetei,137415
Apistogramma cinilabra,1574370
Apistogramma eremnopyge,1574374
Apistogramma eunotus,1574382
Apistogramma feconat,2748571
Apistogramma hippolytae,2812807
Apistogramma hoignei,284743
Apistogramma iniridae,762744
Apistogramma juruensis,1904011
Apistogramma linkei,1897145
Apistogramma luelingi,1904012
Apistogramma martini,2283115
Apistogramma megastoma,2748570
Apistogramma moae,1904013
Apistogramma nijsseni,1574373
Apistogramma norberti,2283116
Apistogramma panduro,2021261
Apistogramma pantalone,1904016
Apistogramma paulmuelleri,1904018
Apistogramma pertensis,2478852
Apistogramma playayacu,1904028
Apistogramma pulchra,2478853
Apistogramma regani,137468
Apistogramma resticulosa,2478854
Apistogramma rositae,1574369
Apistogramma wolli,1904017
Apistogrammoides pucallpaensis,284704
Apistoloricaria ommation,510787
Apistus carinatus,990932
Apletodon dentatus,206117
Apletodon incognitus,210027
Aploactis aspera,1609599
Aploactisoma milesii,274720
Aplocheilichthys spilauchen,28748
Aplocheilus blockii,445991
Aplocheilus lineatus,52580
Aplocheilus panchax,52581
Aplocheilus parvus,445992
Aplocheilus werneri,1573752
Aplochiton marinus,1117182
Aplochiton taeniatus,946358
Aplochiton zebra,66453
Aplodactylus arctidens,82892
Aplodactylus etheridgii,91854
Aplodactylus punctatus,91856
Aplodactylus westralis,91857
Aplodinotus grunniens,225389
Apocryptes bato,1365671
Apocryptodon madurensis,2650368
Apocryptodon punctatus,1490860
Apodichthys flavidus,57779
Apodichthys fucorum,57780
Apogon atradorsatus,390303
Apogon atricaudus,2499414
Apogon aurolineatus,638130
Apogon binotatus,1109164
Apogon campbelli,1286165
Apogon cathetogrammus,316359
Apogon caudicinctus,1147050
Apogon coccineus,1147051
Apogon crassiceps,316343
Apogon deetsie,1156426
Apogon doryssa,1156427
Apogon dovii,586779
Apogon ellioti,316361
Apogon erythrinus,316344
Apogon erythrosoma,2823006
Apogon fugax,2823007
Apogon guadalupensis,875792
Apogon hyalosoma,638297
Apogon imberbis,357811
Apogon indicus,1156428
Apogon lachneri,1109165
Apogon lativittatus,1567464
Apogon leslie,396040
Apogon maculatus,308069
Apogon marquesensis,2589346
Apogon mosavi,1109166
Apogon norfolcensis,603993
Apogon notatus,316369
Apogon pacificus,875793
Apogon phenax,722428
Apogon pillionatus,1109167
Apogon planifrons,1109168
Apogon pseudomaculatus,1109169
Apogon quadrisquamatus,308097
Apogon retrosella,1431508
Apogon robbyi,1109170
Apogon robinsi,1109171
Apogon rubrifuscus,2823008
Apogon semilineatus,83883
Apogon seminigracaudus,1431542
Apogon semiornatus,316346
Apogon susanae,2589347
Apogon talboti,1431509
Apogon townsendi,586781
Apogon unicolor,1431543
Apogonichthyoides brevicaudatus,2558184
Apogonichthyoides melas,316367
Apogonichthyoides niger,316368
Apogonichthyoides nigripinnis,1003909
Apogonichthyoides pharaonis,580873
Apogonichthyoides sialis,2608411
Apogonichthyoides taeniatus,435132
Apogonichthyoides timorensis,2569468
Apogonichthyoides umbratilis,1431523
Apogonichthys ocellatus,1147079
Apogonichthys perdix,1431478
Apogonidae sp,R0101_021_2073017
Apolemichthys arcuatus,1474870
Apolemichthys armitagei,1701550
Apolemichthys griffisi,1680563
Apolemichthys kingi,1003686
Apolemichthys trimaculatus,109717
Apolemichthys xanthotis,2067682
Apolemichthys xanthurus,109722
Apomatoceros alleni,648129
Aporops bilinearis,1003687
Aposturisoma myriodon,1748031
Aprion virescens,396781
Apristurus albisoma,263688
Apristurus ampliceps 1 GJPN,2012_1214640
Apristurus ampliceps 2 GJPN,2012_1214641
Apristurus ampliceps,1053695
Apristurus aphyodes,164745
Apristurus australis,495828
Apristurus brunneus,428037
Apristurus exsanguis,172660
Apristurus fedorovi,263689
Apristurus garricki,2777718
Apristurus herklotsi,1443562
Apristurus japonicus,263690
Apristurus kampae,263691
Apristurus laurussonii,164746
Apristurus longicephalus,263692
Apristurus macrorhynchus,376635
Apristurus macrostomus,1443563
Apristurus manis,164748
Apristurus melanoasper,263693
Apristurus microps,164747
Apristurus nakayai,1281727
Apristurus nasutus,1804729
Apristurus pinguis,495827
Apristurus platyrhynchus,495824
Apristurus profundorum,170811
Apristurus saldanha,2578245
Apristurus sinensis,1053713
Apristurus yangi,2777719
Aprognathodon platyventris,1182208
Apsilus dentatus,617122
Apterichtus australis,1156449
Apterichtus klazingai,1188019
Apterichtus moseri,2768232
Apteronotus acidops,2507202
Apteronotus albifrons,36673
Apteronotus anu,1740079
Apteronotus apurensis,1740080
Apteronotus bonapartii,1740081
Apteronotus caudimaculosus,1765765
Apteronotus cuchillejo,2507203
Apteronotus ellisi,1765766
Apteronotus eschmeyeri,1740082
Apteronotus galvisi,1740083
Apteronotus leptorhynchus,36674
Apteronotus magdalenensis,1740084
Apteronotus mariae,1740085
Apteronotus rostratus,1479096
Apterygocampus epinnulatus,1914709
Aptocyclus ventricosus,181459
Aptychotrema rostrata,556017
Aptychotrema vincentiana,495829
Arabibarbus arabicus,1469973
Arabibarbus grypus,115984
Arabibarbus hadhrami,1469974
Aracana aurita,1206982
Aracana ornata,303739
Arapaima gigas,113544
Archamia ataenia,2768255
Archamia bleekeri,1431479
Archamia flavofasciata,1146953
Archamia fucata,512333
Archamia lineolata,1003688
Archiaphyosemion guineense,60402
Archocentrus centrarchus,63155
Archocentrus multispinosus,63170
Archocentrus spinosissimus,762057
Archolaemus blax,77845
Archoplites interruptus,201701
Archosargus probatocephalus,119682
Archosargus rhomboidalis,722560
Arcos erythrops,1986045
Arcos nudus,1500691
Arctogadus borisovi,185734
Arctogadus glacialis,185735
Arctoscopus japonicus,148607
Arctozenus risso,473348
Arcygobius baliurus,1297156
Arenigobius bifrenatus,376892
Arenigobius frenatus,376891
Argentina aliceae,2048718
Argentina elongata,2696579
Argentina euchus,1414469
Argentina kagoshimae,486150
Argentina sialis,260512
Argentina silus,446415
Argentina sphyraena,442169
Argentina striata,700623
Argonectes longiceps,2742152
Argonectes robertsi,930297
Argopleura chocoensis,1463113
Argopleura magdalenensis,1463114
Argyrocottus zanderi,1633511
Argyropelecus aculeatus,81868
Argyropelecus affinis,81869
Argyropelecus gigas,473297
Argyropelecus hemigymnus,68504
Argyropelecus lychnus,875771
Argyropelecus olfersii,473298
Argyropelecus sladeni,81870
Argyrops bleekeri,561095
Argyrops filamentosus,990556
Argyrops megalommatus,2006918
Argyrops spinifer,119684
Argyrosomus amoyensis,1577494
Argyrosomus coronus,1289586
Argyrosomus hololepidotus,334903
Argyrosomus inodorus,741938
Argyrosomus japonicus,448029
Argyrosomus regius,172269
Argyrosomus thorpei,1003689
Argyrozona argyrozona,119686
Arhynchobatis asperrimus,1213662
Ariomma bondi,490246
Ariomma brevimanus,316127
Ariomma indica,2859054
Ariomma indicum,1649244
Ariomma lurida,316125
Ariopsis felis,75286
Ariopsis jimenezi,1892597
Ariopsis seemanni,243726
Ariopsis simonsi,2202727
Ariosoma anago,190107
Ariosoma anale,2100585
Ariosoma balearicum,182421
Ariosoma bowersi,2108416
Ariosoma dolichopterum,2775870
Ariosoma fasciatum,2835818
Ariosoma kapala,391210
Ariosoma major,135221
Ariosoma majus,2602540
Ariosoma meeki,1043173
Ariosoma megalops,1604601
Ariosoma prorigerum,2048719
Ariosoma scheelei,1156086
Ariosoma selenops,2726522
Ariosoma shiroanago,135220
Aristochromis christyi,143555
Aristostomias polydactylus,882813
Aristostomias scintillans,319440
Aristostomias tittmanni,436882
Aristostomias xenostoma,2100586
Arius arius,287714
Arius dispar,943112
Arius gagora,591255
Arius jella,588770
Arius leptonotacanthus,591256
Arius maculatus,573377
Arius madagascariensis,591257
Arius manillensis,943113
Arius microcephalus,2565873
Arius oetik,591259
Arius subrostratus,475165
Arius venosus,1225878
Arnoglossus aspilos,1609332
Arnoglossus capensis,526609
Arnoglossus imperialis,206127
Arnoglossus japonicus,1916732
Arnoglossus laterna,208529
Arnoglossus macrolophus,1609334
Arnoglossus polyspilus,366892
Arnoglossus rueppelii,526610
Arnoglossus scapha,1585494
Arnoglossus tapeinosoma,366906
Arnoglossus tenuis,366891
Arnoglossus thori,157241
Arnoglossus yamanakai,1609335
Arnoldichthys spilopterus,303978
Arothron diadematus,1220762
Arothron firmamentum,264149
Arothron hispidus,300221
Arothron immaculatus,603994
Arothron leopardus,1455667
